sense	number	antisense	bp	
Adenovirus:Type_37_Strain_GW_[76-19026]:211:+	212	Adenovirus:Type_37_Strain_GW_[76-19026]:906:-	10650	
Adenovirus:Type_37_Strain_GW_[76-19026]:212:+	213	Adenovirus:Type_37_Strain_GW_[76-19026]:907:-	10700	
Adenovirus:Type_37_Strain_GW_[76-19026]:213:+	214	Adenovirus:Type_37_Strain_GW_[76-19026]:908:-	10750	
Adenovirus:Type_37_Strain_GW_[76-19026]:214:+	215	Adenovirus:Type_37_Strain_GW_[76-19026]:909:-	10800	
Adenovirus:Type_37_Strain_GW_[76-19026]:215:+	216	Adenovirus:Type_37_Strain_GW_[76-19026]:910:-	10850	
Adenovirus:Type_37_Strain_GW_[76-19026]:216:+	217	Adenovirus:Type_37_Strain_GW_[76-19026]:911:-	10900	
Adenovirus:Type_37_Strain_GW_[76-19026]:217:+	218	Adenovirus:Type_37_Strain_GW_[76-19026]:912:-	10950	
Adenovirus:Type_37_Strain_GW_[76-19026]:218:+	219	Adenovirus:Type_37_Strain_GW_[76-19026]:913:-	11000	
Adenovirus:Type_37_Strain_GW_[76-19026]:219:+	220	Adenovirus:Type_37_Strain_GW_[76-19026]:914:-	11050	
Adenovirus:Type_37_Strain_GW_[76-19026]:220:+	221	Adenovirus:Type_37_Strain_GW_[76-19026]:915:-	11100	
Adenovirus:Type_37_Strain_GW_[76-19026]:221:+	222	Adenovirus:Type_37_Strain_GW_[76-19026]:916:-	11150	
Adenovirus:Type_37_Strain_GW_[76-19026]:222:+	223	Adenovirus:Type_37_Strain_GW_[76-19026]:917:-	11200	
Adenovirus:Type_37_Strain_GW_[76-19026]:223:+	224	Adenovirus:Type_37_Strain_GW_[76-19026]:918:-	11250	
Adenovirus:Type_37_Strain_GW_[76-19026]:224:+	225	Adenovirus:Type_37_Strain_GW_[76-19026]:919:-	11300	
Adenovirus:Type_37_Strain_GW_[76-19026]:225:+	226	Adenovirus:Type_37_Strain_GW_[76-19026]:920:-	11350	
Adenovirus:Type_37_Strain_GW_[76-19026]:226:+	227	Adenovirus:Type_37_Strain_GW_[76-19026]:921:-	11400	
Adenovirus:Type_37_Strain_GW_[76-19026]:227:+	228	Adenovirus:Type_37_Strain_GW_[76-19026]:922:-	11450	
Adenovirus:Type_37_Strain_GW_[76-19026]:228:+	229	Adenovirus:Type_37_Strain_GW_[76-19026]:923:-	11500	
Adenovirus:Type_37_Strain_GW_[76-19026]:229:+	230	Adenovirus:Type_37_Strain_GW_[76-19026]:924:-	11550	
Adenovirus:Type_37_Strain_GW_[76-19026]:230:+	231	Adenovirus:Type_37_Strain_GW_[76-19026]:925:-	11600	
Adenovirus:Type_37_Strain_GW_[76-19026]:231:+	232	Adenovirus:Type_37_Strain_GW_[76-19026]:926:-	11650	
Adenovirus:Type_37_Strain_GW_[76-19026]:232:+	233	Adenovirus:Type_37_Strain_GW_[76-19026]:927:-	11700	
Adenovirus:Type_37_Strain_GW_[76-19026]:233:+	234	Adenovirus:Type_37_Strain_GW_[76-19026]:928:-	11750	
Adenovirus:Type_37_Strain_GW_[76-19026]:234:+	235	Adenovirus:Type_37_Strain_GW_[76-19026]:929:-	11800	
Adenovirus:Type_37_Strain_GW_[76-19026]:235:+	236	Adenovirus:Type_37_Strain_GW_[76-19026]:930:-	11850	
Adenovirus:Type_37_Strain_GW_[76-19026]:236:+	237	Adenovirus:Type_37_Strain_GW_[76-19026]:931:-	11900	
Adenovirus:Type_37_Strain_GW_[76-19026]:237:+	238	Adenovirus:Type_37_Strain_GW_[76-19026]:932:-	11950	
Adenovirus:Type_37_Strain_GW_[76-19026]:238:+	239	Adenovirus:Type_37_Strain_GW_[76-19026]:933:-	12000	
Adenovirus:Type_37_Strain_GW_[76-19026]:239:+	240	Adenovirus:Type_37_Strain_GW_[76-19026]:934:-	12050	
Adenovirus:Type_37_Strain_GW_[76-19026]:240:+	241	Adenovirus:Type_37_Strain_GW_[76-19026]:935:-	12100	
Adenovirus:Type_37_Strain_GW_[76-19026]:241:+	242	Adenovirus:Type_37_Strain_GW_[76-19026]:936:-	12150	
Adenovirus:Type_37_Strain_GW_[76-19026]:242:+	243	Adenovirus:Type_37_Strain_GW_[76-19026]:937:-	12200	
Adenovirus:Type_37_Strain_GW_[76-19026]:243:+	244	Adenovirus:Type_37_Strain_GW_[76-19026]:938:-	12250	
Adenovirus:Type_37_Strain_GW_[76-19026]:244:+	245	Adenovirus:Type_37_Strain_GW_[76-19026]:939:-	12300	
Adenovirus:Type_37_Strain_GW_[76-19026]:245:+	246	Adenovirus:Type_37_Strain_GW_[76-19026]:940:-	12350	
Adenovirus:Type_37_Strain_GW_[76-19026]:246:+	247	Adenovirus:Type_37_Strain_GW_[76-19026]:941:-	12400	
Adenovirus:Type_37_Strain_GW_[76-19026]:247:+	248	Adenovirus:Type_37_Strain_GW_[76-19026]:942:-	12450	
Adenovirus:Type_37_Strain_GW_[76-19026]:248:+	249	Adenovirus:Type_37_Strain_GW_[76-19026]:943:-	12500	
Adenovirus:Type_37_Strain_GW_[76-19026]:249:+	250	Adenovirus:Type_37_Strain_GW_[76-19026]:944:-	12550	
Adenovirus:Type_37_Strain_GW_[76-19026]:250:+	251	Adenovirus:Type_37_Strain_GW_[76-19026]:945:-	12600	
Adenovirus:Type_37_Strain_GW_[76-19026]:251:+	252	Adenovirus:Type_37_Strain_GW_[76-19026]:946:-	12650	
Adenovirus:Type_37_Strain_GW_[76-19026]:252:+	253	Adenovirus:Type_37_Strain_GW_[76-19026]:947:-	12700	
Adenovirus:Type_37_Strain_GW_[76-19026]:253:+	254	Adenovirus:Type_37_Strain_GW_[76-19026]:948:-	12750	
Adenovirus:Type_37_Strain_GW_[76-19026]:254:+	255	Adenovirus:Type_37_Strain_GW_[76-19026]:949:-	12800	
Adenovirus:Type_37_Strain_GW_[76-19026]:255:+	256	Adenovirus:Type_37_Strain_GW_[76-19026]:950:-	12850	
Adenovirus:Type_37_Strain_GW_[76-19026]:256:+	257	Adenovirus:Type_37_Strain_GW_[76-19026]:951:-	12900	
Adenovirus:Type_37_Strain_GW_[76-19026]:257:+	258	Adenovirus:Type_37_Strain_GW_[76-19026]:952:-	12950	
Adenovirus:Type_37_Strain_GW_[76-19026]:258:+	259	Adenovirus:Type_37_Strain_GW_[76-19026]:953:-	13000	
Adenovirus:Type_37_Strain_GW_[76-19026]:259:+	260	Adenovirus:Type_37_Strain_GW_[76-19026]:954:-	13050	
Adenovirus:Type_37_Strain_GW_[76-19026]:260:+	261	Adenovirus:Type_37_Strain_GW_[76-19026]:955:-	13100	
Adenovirus:Type_37_Strain_GW_[76-19026]:261:+	262	Adenovirus:Type_37_Strain_GW_[76-19026]:956:-	13150	
Adenovirus:Type_37_Strain_GW_[76-19026]:262:+	263	Adenovirus:Type_37_Strain_GW_[76-19026]:957:-	13200	
Adenovirus:Type_37_Strain_GW_[76-19026]:263:+	264	Adenovirus:Type_37_Strain_GW_[76-19026]:958:-	13250	
Adenovirus:Type_37_Strain_GW_[76-19026]:264:+	265	Adenovirus:Type_37_Strain_GW_[76-19026]:959:-	13300	
Adenovirus:Type_37_Strain_GW_[76-19026]:265:+	266	Adenovirus:Type_37_Strain_GW_[76-19026]:960:-	13350	
Adenovirus:Type_37_Strain_GW_[76-19026]:266:+	267	Adenovirus:Type_37_Strain_GW_[76-19026]:961:-	13400	
Adenovirus:Type_37_Strain_GW_[76-19026]:267:+	268	Adenovirus:Type_37_Strain_GW_[76-19026]:962:-	13450	
Adenovirus:Type_37_Strain_GW_[76-19026]:268:+	269	Adenovirus:Type_37_Strain_GW_[76-19026]:963:-	13500	
Adenovirus:Type_37_Strain_GW_[76-19026]:269:+	270	Adenovirus:Type_37_Strain_GW_[76-19026]:964:-	13550	
Adenovirus:Type_37_Strain_GW_[76-19026]:270:+	271	Adenovirus:Type_37_Strain_GW_[76-19026]:965:-	13600	
Adenovirus:Type_37_Strain_GW_[76-19026]:271:+	272	Adenovirus:Type_37_Strain_GW_[76-19026]:966:-	13650	
Adenovirus:Type_37_Strain_GW_[76-19026]:272:+	273	Adenovirus:Type_37_Strain_GW_[76-19026]:967:-	13700	
Adenovirus:Type_37_Strain_GW_[76-19026]:273:+	274	Adenovirus:Type_37_Strain_GW_[76-19026]:968:-	13750	
Adenovirus:Type_37_Strain_GW_[76-19026]:274:+	275	Adenovirus:Type_37_Strain_GW_[76-19026]:969:-	13800	
Adenovirus:Type_37_Strain_GW_[76-19026]:275:+	276	Adenovirus:Type_37_Strain_GW_[76-19026]:970:-	13850	
Adenovirus:Type_37_Strain_GW_[76-19026]:276:+	277	Adenovirus:Type_37_Strain_GW_[76-19026]:971:-	13900	
Adenovirus:Type_37_Strain_GW_[76-19026]:277:+	278	Adenovirus:Type_37_Strain_GW_[76-19026]:972:-	13950	
Adenovirus:Type_37_Strain_GW_[76-19026]:278:+	279	Adenovirus:Type_37_Strain_GW_[76-19026]:973:-	14000	
Adenovirus:Type_37_Strain_GW_[76-19026]:279:+	280	Adenovirus:Type_37_Strain_GW_[76-19026]:974:-	14050	
Adenovirus:Type_37_Strain_GW_[76-19026]:280:+	281	Adenovirus:Type_37_Strain_GW_[76-19026]:975:-	14100	
Adenovirus:Type_37_Strain_GW_[76-19026]:281:+	282	Adenovirus:Type_37_Strain_GW_[76-19026]:976:-	14150	
Adenovirus:Type_37_Strain_GW_[76-19026]:282:+	283	Adenovirus:Type_37_Strain_GW_[76-19026]:977:-	14200	
Adenovirus:Type_37_Strain_GW_[76-19026]:283:+	284	Adenovirus:Type_37_Strain_GW_[76-19026]:978:-	14250	
Adenovirus:Type_37_Strain_GW_[76-19026]:284:+	285	Adenovirus:Type_37_Strain_GW_[76-19026]:979:-	14300	
Adenovirus:Type_37_Strain_GW_[76-19026]:285:+	286	Adenovirus:Type_37_Strain_GW_[76-19026]:980:-	14350	
Adenovirus:Type_37_Strain_GW_[76-19026]:286:+	287	Adenovirus:Type_37_Strain_GW_[76-19026]:981:-	14400	
Adenovirus:Type_37_Strain_GW_[76-19026]:287:+	288	Adenovirus:Type_37_Strain_GW_[76-19026]:982:-	14450	
Adenovirus:Type_37_Strain_GW_[76-19026]:288:+	289	Adenovirus:Type_37_Strain_GW_[76-19026]:983:-	14500	
Adenovirus:Type_37_Strain_GW_[76-19026]:289:+	290	Adenovirus:Type_37_Strain_GW_[76-19026]:984:-	14550	
Adenovirus:Type_37_Strain_GW_[76-19026]:290:+	291	Adenovirus:Type_37_Strain_GW_[76-19026]:985:-	14600	
Adenovirus:Type_37_Strain_GW_[76-19026]:291:+	292	Adenovirus:Type_37_Strain_GW_[76-19026]:986:-	14650	
Adenovirus:Type_37_Strain_GW_[76-19026]:292:+	293	Adenovirus:Type_37_Strain_GW_[76-19026]:987:-	14700	
Adenovirus:Type_37_Strain_GW_[76-19026]:293:+	294	Adenovirus:Type_37_Strain_GW_[76-19026]:988:-	14750	
Adenovirus:Type_37_Strain_GW_[76-19026]:294:+	295	Adenovirus:Type_37_Strain_GW_[76-19026]:989:-	14800	
Adenovirus:Type_37_Strain_GW_[76-19026]:295:+	296	Adenovirus:Type_37_Strain_GW_[76-19026]:990:-	14850	
Adenovirus:Type_37_Strain_GW_[76-19026]:296:+	297	Adenovirus:Type_37_Strain_GW_[76-19026]:991:-	14900	
Adenovirus:Type_37_Strain_GW_[76-19026]:297:+	298	Adenovirus:Type_37_Strain_GW_[76-19026]:992:-	14950	
Adenovirus:Type_37_Strain_GW_[76-19026]:298:+	299	Adenovirus:Type_37_Strain_GW_[76-19026]:993:-	15000	
Adenovirus:Type_37_Strain_GW_[76-19026]:299:+	300	Adenovirus:Type_37_Strain_GW_[76-19026]:994:-	15050	
Adenovirus:Type_37_Strain_GW_[76-19026]:300:+	301	Adenovirus:Type_37_Strain_GW_[76-19026]:995:-	15100	
Adenovirus:Type_37_Strain_GW_[76-19026]:301:+	302	Adenovirus:Type_37_Strain_GW_[76-19026]:996:-	15150	
Adenovirus:Type_37_Strain_GW_[76-19026]:302:+	303	Adenovirus:Type_37_Strain_GW_[76-19026]:997:-	15200	
Adenovirus:Type_37_Strain_GW_[76-19026]:303:+	304	Adenovirus:Type_37_Strain_GW_[76-19026]:998:-	15250	
Adenovirus:Type_37_Strain_GW_[76-19026]:304:+	305	Adenovirus:Type_37_Strain_GW_[76-19026]:999:-	15300	
Adenovirus:Type_37_Strain_GW_[76-19026]:305:+	306	Adenovirus:Type_37_Strain_GW_[76-19026]:1000:-	15350	
Adenovirus:Type_37_Strain_GW_[76-19026]:306:+	307	Adenovirus:Type_37_Strain_GW_[76-19026]:1001:-	15400	
Adenovirus:Type_37_Strain_GW_[76-19026]:307:+	308	Adenovirus:Type_37_Strain_GW_[76-19026]:1002:-	15450	
Adenovirus:Type_37_Strain_GW_[76-19026]:308:+	309	Adenovirus:Type_37_Strain_GW_[76-19026]:1003:-	15500	
Adenovirus:Type_37_Strain_GW_[76-19026]:309:+	310	Adenovirus:Type_37_Strain_GW_[76-19026]:1004:-	15550	
Adenovirus:Type_37_Strain_GW_[76-19026]:310:+	311	Adenovirus:Type_37_Strain_GW_[76-19026]:1005:-	15600	
Adenovirus:Type_37_Strain_GW_[76-19026]:311:+	312	Adenovirus:Type_37_Strain_GW_[76-19026]:1006:-	15650	
Adenovirus:Type_37_Strain_GW_[76-19026]:312:+	313	Adenovirus:Type_37_Strain_GW_[76-19026]:1007:-	15700	
Adenovirus:Type_37_Strain_GW_[76-19026]:313:+	314	Adenovirus:Type_37_Strain_GW_[76-19026]:1008:-	15750	
Adenovirus:Type_37_Strain_GW_[76-19026]:314:+	315	Adenovirus:Type_37_Strain_GW_[76-19026]:1009:-	15800	
Adenovirus:Type_37_Strain_GW_[76-19026]:315:+	316	Adenovirus:Type_37_Strain_GW_[76-19026]:1010:-	15850	
Adenovirus:Type_37_Strain_GW_[76-19026]:316:+	317	Adenovirus:Type_37_Strain_GW_[76-19026]:1011:-	15900	
Adenovirus:Type_37_Strain_GW_[76-19026]:317:+	318	Adenovirus:Type_37_Strain_GW_[76-19026]:1012:-	15950	
Adenovirus:Type_37_Strain_GW_[76-19026]:318:+	319	Adenovirus:Type_37_Strain_GW_[76-19026]:1013:-	16000	
Adenovirus:Type_37_Strain_GW_[76-19026]:319:+	320	Adenovirus:Type_37_Strain_GW_[76-19026]:1014:-	16050	
Adenovirus:Type_37_Strain_GW_[76-19026]:320:+	321	Adenovirus:Type_37_Strain_GW_[76-19026]:1015:-	16100	
Adenovirus:Type_37_Strain_GW_[76-19026]:321:+	322	Adenovirus:Type_37_Strain_GW_[76-19026]:1016:-	16150	
Adenovirus:Type_37_Strain_GW_[76-19026]:322:+	323	Adenovirus:Type_37_Strain_GW_[76-19026]:1017:-	16200	
Adenovirus:Type_37_Strain_GW_[76-19026]:323:+	324	Adenovirus:Type_37_Strain_GW_[76-19026]:1018:-	16250	
Adenovirus:Type_37_Strain_GW_[76-19026]:324:+	325	Adenovirus:Type_37_Strain_GW_[76-19026]:1019:-	16300	
Adenovirus:Type_37_Strain_GW_[76-19026]:325:+	326	Adenovirus:Type_37_Strain_GW_[76-19026]:1020:-	16350	
Adenovirus:Type_37_Strain_GW_[76-19026]:326:+	327	Adenovirus:Type_37_Strain_GW_[76-19026]:1021:-	16400	
Adenovirus:Type_37_Strain_GW_[76-19026]:327:+	328	Adenovirus:Type_37_Strain_GW_[76-19026]:1022:-	16450	
Adenovirus:Type_37_Strain_GW_[76-19026]:328:+	329	Adenovirus:Type_37_Strain_GW_[76-19026]:1023:-	16500	
Adenovirus:Type_37_Strain_GW_[76-19026]:329:+	330	Adenovirus:Type_37_Strain_GW_[76-19026]:1024:-	16550	
Adenovirus:Type_37_Strain_GW_[76-19026]:330:+	331	Adenovirus:Type_37_Strain_GW_[76-19026]:1025:-	16600	
Adenovirus:Type_37_Strain_GW_[76-19026]:331:+	332	Adenovirus:Type_37_Strain_GW_[76-19026]:1026:-	16650	
Adenovirus:Type_37_Strain_GW_[76-19026]:332:+	333	Adenovirus:Type_37_Strain_GW_[76-19026]:1027:-	16700	
Adenovirus:Type_37_Strain_GW_[76-19026]:333:+	334	Adenovirus:Type_37_Strain_GW_[76-19026]:1028:-	16750	
Adenovirus:Type_37_Strain_GW_[76-19026]:334:+	335	Adenovirus:Type_37_Strain_GW_[76-19026]:1029:-	16800	
Adenovirus:Type_37_Strain_GW_[76-19026]:335:+	336	Adenovirus:Type_37_Strain_GW_[76-19026]:1030:-	16850	
Adenovirus:Type_37_Strain_GW_[76-19026]:336:+	337	Adenovirus:Type_37_Strain_GW_[76-19026]:1031:-	16900	
Adenovirus:Type_37_Strain_GW_[76-19026]:337:+	338	Adenovirus:Type_37_Strain_GW_[76-19026]:1032:-	16950	
Adenovirus:Type_37_Strain_GW_[76-19026]:338:+	339	Adenovirus:Type_37_Strain_GW_[76-19026]:1033:-	17000	
Adenovirus:Type_37_Strain_GW_[76-19026]:339:+	340	Adenovirus:Type_37_Strain_GW_[76-19026]:1034:-	17050	
Adenovirus:Type_37_Strain_GW_[76-19026]:340:+	341	Adenovirus:Type_37_Strain_GW_[76-19026]:1035:-	17100	
Adenovirus:Type_37_Strain_GW_[76-19026]:341:+	342	Adenovirus:Type_37_Strain_GW_[76-19026]:1036:-	17150	
Adenovirus:Type_37_Strain_GW_[76-19026]:342:+	343	Adenovirus:Type_37_Strain_GW_[76-19026]:1037:-	17200	
Adenovirus:Type_37_Strain_GW_[76-19026]:343:+	344	Adenovirus:Type_37_Strain_GW_[76-19026]:1038:-	17250	
Adenovirus:Type_37_Strain_GW_[76-19026]:344:+	345	Adenovirus:Type_37_Strain_GW_[76-19026]:1039:-	17300	
Adenovirus:Type_37_Strain_GW_[76-19026]:345:+	346	Adenovirus:Type_37_Strain_GW_[76-19026]:1040:-	17350	
Adenovirus:Type_37_Strain_GW_[76-19026]:346:+	347	Adenovirus:Type_37_Strain_GW_[76-19026]:1041:-	17400	
Adenovirus:Type_37_Strain_GW_[76-19026]:347:+	348	Adenovirus:Type_37_Strain_GW_[76-19026]:1042:-	17450	
Adenovirus:Type_37_Strain_GW_[76-19026]:348:+	349	Adenovirus:Type_37_Strain_GW_[76-19026]:1043:-	17500	
Adenovirus:Type_37_Strain_GW_[76-19026]:349:+	350	Adenovirus:Type_37_Strain_GW_[76-19026]:1044:-	17550	
Adenovirus:Type_37_Strain_GW_[76-19026]:350:+	351	Adenovirus:Type_37_Strain_GW_[76-19026]:1045:-	17600	
Adenovirus:Type_37_Strain_GW_[76-19026]:351:+	352	Adenovirus:Type_37_Strain_GW_[76-19026]:1046:-	17650	
Adenovirus:Type_37_Strain_GW_[76-19026]:352:+	353	Adenovirus:Type_37_Strain_GW_[76-19026]:1047:-	17700	
Adenovirus:Type_37_Strain_GW_[76-19026]:353:+	354	Adenovirus:Type_37_Strain_GW_[76-19026]:1048:-	17750	
Adenovirus:Type_37_Strain_GW_[76-19026]:354:+	355	Adenovirus:Type_37_Strain_GW_[76-19026]:1049:-	17800	
Adenovirus:Type_37_Strain_GW_[76-19026]:355:+	356	Adenovirus:Type_37_Strain_GW_[76-19026]:1050:-	17850	
Adenovirus:Type_37_Strain_GW_[76-19026]:356:+	357	Adenovirus:Type_37_Strain_GW_[76-19026]:1051:-	17900	
Adenovirus:Type_37_Strain_GW_[76-19026]:357:+	358	Adenovirus:Type_37_Strain_GW_[76-19026]:1052:-	17950	
Adenovirus:Type_37_Strain_GW_[76-19026]:358:+	359	Adenovirus:Type_37_Strain_GW_[76-19026]:1053:-	18000	
Adenovirus:Type_37_Strain_GW_[76-19026]:359:+	360	Adenovirus:Type_37_Strain_GW_[76-19026]:1054:-	18050	
Adenovirus:Type_37_Strain_GW_[76-19026]:360:+	361	Adenovirus:Type_37_Strain_GW_[76-19026]:1055:-	18100	
Adenovirus:Type_37_Strain_GW_[76-19026]:361:+	362	Adenovirus:Type_37_Strain_GW_[76-19026]:1056:-	18150	
Adenovirus:Type_37_Strain_GW_[76-19026]:362:+	363	Adenovirus:Type_37_Strain_GW_[76-19026]:1057:-	18200	
Adenovirus:Type_37_Strain_GW_[76-19026]:363:+	364	Adenovirus:Type_37_Strain_GW_[76-19026]:1058:-	18250	
Adenovirus:Type_37_Strain_GW_[76-19026]:364:+	365	Adenovirus:Type_37_Strain_GW_[76-19026]:1059:-	18300	
Adenovirus:Type_37_Strain_GW_[76-19026]:365:+	366	Adenovirus:Type_37_Strain_GW_[76-19026]:1060:-	18350	
Adenovirus:Type_37_Strain_GW_[76-19026]:366:+	367	Adenovirus:Type_37_Strain_GW_[76-19026]:1061:-	18400	
Adenovirus:Type_37_Strain_GW_[76-19026]:367:+	368	Adenovirus:Type_37_Strain_GW_[76-19026]:1062:-	18450	
Adenovirus:Type_37_Strain_GW_[76-19026]:368:+	369	Adenovirus:Type_37_Strain_GW_[76-19026]:1063:-	18500	
Adenovirus:Type_37_Strain_GW_[76-19026]:369:+	370	Adenovirus:Type_37_Strain_GW_[76-19026]:1064:-	18550	
Adenovirus:Type_37_Strain_GW_[76-19026]:370:+	371	Adenovirus:Type_37_Strain_GW_[76-19026]:1065:-	18600	
Adenovirus:Type_37_Strain_GW_[76-19026]:371:+	372	Adenovirus:Type_37_Strain_GW_[76-19026]:1066:-	18650	
Adenovirus:Type_37_Strain_GW_[76-19026]:372:+	373	Adenovirus:Type_37_Strain_GW_[76-19026]:1067:-	18700	
Adenovirus:Type_37_Strain_GW_[76-19026]:373:+	374	Adenovirus:Type_37_Strain_GW_[76-19026]:1068:-	18750	
Adenovirus:Type_37_Strain_GW_[76-19026]:374:+	375	Adenovirus:Type_37_Strain_GW_[76-19026]:1069:-	18800	
Adenovirus:Type_37_Strain_GW_[76-19026]:375:+	376	Adenovirus:Type_37_Strain_GW_[76-19026]:1070:-	18850	
Adenovirus:Type_37_Strain_GW_[76-19026]:376:+	377	Adenovirus:Type_37_Strain_GW_[76-19026]:1071:-	18900	
Adenovirus:Type_37_Strain_GW_[76-19026]:377:+	378	Adenovirus:Type_37_Strain_GW_[76-19026]:1072:-	18950	
Adenovirus:Type_37_Strain_GW_[76-19026]:378:+	379	Adenovirus:Type_37_Strain_GW_[76-19026]:1073:-	19000	
Adenovirus:Type_37_Strain_GW_[76-19026]:379:+	380	Adenovirus:Type_37_Strain_GW_[76-19026]:1074:-	19050	
Adenovirus:Type_37_Strain_GW_[76-19026]:380:+	381	Adenovirus:Type_37_Strain_GW_[76-19026]:1075:-	19100	
Adenovirus:Type_37_Strain_GW_[76-19026]:381:+	382	Adenovirus:Type_37_Strain_GW_[76-19026]:1076:-	19150	
Adenovirus:Type_37_Strain_GW_[76-19026]:382:+	383	Adenovirus:Type_37_Strain_GW_[76-19026]:1077:-	19200	
Adenovirus:Type_37_Strain_GW_[76-19026]:383:+	384	Adenovirus:Type_37_Strain_GW_[76-19026]:1078:-	19250	
Adenovirus:Type_37_Strain_GW_[76-19026]:384:+	385	Adenovirus:Type_37_Strain_GW_[76-19026]:1079:-	19300	
Adenovirus:Type_37_Strain_GW_[76-19026]:385:+	386	Adenovirus:Type_37_Strain_GW_[76-19026]:1080:-	19350	
Adenovirus:Type_37_Strain_GW_[76-19026]:386:+	387	Adenovirus:Type_37_Strain_GW_[76-19026]:1081:-	19400	
Adenovirus:Type_37_Strain_GW_[76-19026]:387:+	388	Adenovirus:Type_37_Strain_GW_[76-19026]:1082:-	19450	
Adenovirus:Type_37_Strain_GW_[76-19026]:388:+	389	Adenovirus:Type_37_Strain_GW_[76-19026]:1083:-	19500	
Adenovirus:Type_37_Strain_GW_[76-19026]:389:+	390	Adenovirus:Type_37_Strain_GW_[76-19026]:1084:-	19550	
Adenovirus:Type_37_Strain_GW_[76-19026]:390:+	391	Adenovirus:Type_37_Strain_GW_[76-19026]:1085:-	19600	
Adenovirus:Type_37_Strain_GW_[76-19026]:391:+	392	Adenovirus:Type_37_Strain_GW_[76-19026]:1086:-	19650	
Adenovirus:Type_37_Strain_GW_[76-19026]:392:+	393	Adenovirus:Type_37_Strain_GW_[76-19026]:1087:-	19700	
Adenovirus:Type_37_Strain_GW_[76-19026]:393:+	394	Adenovirus:Type_37_Strain_GW_[76-19026]:1088:-	19750	
Adenovirus:Type_37_Strain_GW_[76-19026]:394:+	395	Adenovirus:Type_37_Strain_GW_[76-19026]:1089:-	19800	
Adenovirus:Type_37_Strain_GW_[76-19026]:395:+	396	Adenovirus:Type_37_Strain_GW_[76-19026]:1090:-	19850	
Adenovirus:Type_37_Strain_GW_[76-19026]:396:+	397	Adenovirus:Type_37_Strain_GW_[76-19026]:1091:-	19900	
Adenovirus:Type_37_Strain_GW_[76-19026]:397:+	398	Adenovirus:Type_37_Strain_GW_[76-19026]:1092:-	19950	
Adenovirus:Type_37_Strain_GW_[76-19026]:398:+	399	Adenovirus:Type_37_Strain_GW_[76-19026]:1093:-	20000	
Adenovirus:Type_37_Strain_GW_[76-19026]:399:+	400	Adenovirus:Type_37_Strain_GW_[76-19026]:1094:-	20050	
Adenovirus:Type_37_Strain_GW_[76-19026]:400:+	401	Adenovirus:Type_37_Strain_GW_[76-19026]:1095:-	20100	
Adenovirus:Type_37_Strain_GW_[76-19026]:401:+	402	Adenovirus:Type_37_Strain_GW_[76-19026]:1096:-	20150	
Adenovirus:Type_37_Strain_GW_[76-19026]:402:+	403	Adenovirus:Type_37_Strain_GW_[76-19026]:1097:-	20200	
Adenovirus:Type_37_Strain_GW_[76-19026]:403:+	404	Adenovirus:Type_37_Strain_GW_[76-19026]:1098:-	20250	
Adenovirus:Type_37_Strain_GW_[76-19026]:404:+	405	Adenovirus:Type_37_Strain_GW_[76-19026]:1099:-	20300	
Adenovirus:Type_37_Strain_GW_[76-19026]:405:+	406	Adenovirus:Type_37_Strain_GW_[76-19026]:1100:-	20350	
Adenovirus:Type_37_Strain_GW_[76-19026]:406:+	407	Adenovirus:Type_37_Strain_GW_[76-19026]:1101:-	20400	
Adenovirus:Type_37_Strain_GW_[76-19026]:407:+	408	Adenovirus:Type_37_Strain_GW_[76-19026]:1102:-	20450	
Adenovirus:Type_37_Strain_GW_[76-19026]:408:+	409	Adenovirus:Type_37_Strain_GW_[76-19026]:1103:-	20500	
Adenovirus:Type_37_Strain_GW_[76-19026]:409:+	410	Adenovirus:Type_37_Strain_GW_[76-19026]:1104:-	20550	
Adenovirus:Type_37_Strain_GW_[76-19026]:410:+	411	Adenovirus:Type_37_Strain_GW_[76-19026]:1105:-	20600	
Adenovirus:Type_37_Strain_GW_[76-19026]:411:+	412	Adenovirus:Type_37_Strain_GW_[76-19026]:1106:-	20650	
Adenovirus:Type_37_Strain_GW_[76-19026]:412:+	413	Adenovirus:Type_37_Strain_GW_[76-19026]:1107:-	20700	
Adenovirus:Type_37_Strain_GW_[76-19026]:413:+	414	Adenovirus:Type_37_Strain_GW_[76-19026]:1108:-	20750	
Adenovirus:Type_37_Strain_GW_[76-19026]:414:+	415	Adenovirus:Type_37_Strain_GW_[76-19026]:1109:-	20800	
Adenovirus:Type_37_Strain_GW_[76-19026]:415:+	416	Adenovirus:Type_37_Strain_GW_[76-19026]:1110:-	20850	
Adenovirus:Type_37_Strain_GW_[76-19026]:416:+	417	Adenovirus:Type_37_Strain_GW_[76-19026]:1111:-	20900	
Adenovirus:Type_37_Strain_GW_[76-19026]:417:+	418	Adenovirus:Type_37_Strain_GW_[76-19026]:1112:-	20950	
Adenovirus:Type_37_Strain_GW_[76-19026]:418:+	419	Adenovirus:Type_37_Strain_GW_[76-19026]:1113:-	21000	
Adenovirus:Type_37_Strain_GW_[76-19026]:419:+	420	Adenovirus:Type_37_Strain_GW_[76-19026]:1114:-	21050	
Adenovirus:Type_37_Strain_GW_[76-19026]:420:+	421	Adenovirus:Type_37_Strain_GW_[76-19026]:1115:-	21100	
