sense	number	antisense	bp	
Adenovirus:Type_4_Strain_RI-67:250:+	250	Adenovirus:Type_4_Strain_RI-67:967:-	12550	
Adenovirus:Type_4_Strain_RI-67:251:+	251	Adenovirus:Type_4_Strain_RI-67:968:-	12600	
Adenovirus:Type_4_Strain_RI-67:252:+	252	Adenovirus:Type_4_Strain_RI-67:969:-	12650	
Adenovirus:Type_4_Strain_RI-67:253:+	253	Adenovirus:Type_4_Strain_RI-67:970:-	12700	
Adenovirus:Type_4_Strain_RI-67:254:+	254	Adenovirus:Type_4_Strain_RI-67:971:-	12750	
Adenovirus:Type_4_Strain_RI-67:255:+	255	Adenovirus:Type_4_Strain_RI-67:972:-	12800	
Adenovirus:Type_4_Strain_RI-67:256:+	256	Adenovirus:Type_4_Strain_RI-67:973:-	12850	
Adenovirus:Type_4_Strain_RI-67:257:+	257	Adenovirus:Type_4_Strain_RI-67:974:-	12900	
Adenovirus:Type_4_Strain_RI-67:258:+	258	Adenovirus:Type_4_Strain_RI-67:975:-	12950	
Adenovirus:Type_4_Strain_RI-67:259:+	259	Adenovirus:Type_4_Strain_RI-67:976:-	13000	
Adenovirus:Type_4_Strain_RI-67:260:+	260	Adenovirus:Type_4_Strain_RI-67:977:-	13050	
Adenovirus:Type_4_Strain_RI-67:261:+	261	Adenovirus:Type_4_Strain_RI-67:978:-	13100	
Adenovirus:Type_4_Strain_RI-67:262:+	262	Adenovirus:Type_4_Strain_RI-67:979:-	13150	
Adenovirus:Type_4_Strain_RI-67:263:+	263	Adenovirus:Type_4_Strain_RI-67:980:-	13200	
Adenovirus:Type_4_Strain_RI-67:264:+	264	Adenovirus:Type_4_Strain_RI-67:981:-	13250	
Adenovirus:Type_4_Strain_RI-67:265:+	265	Adenovirus:Type_4_Strain_RI-67:982:-	13300	
Adenovirus:Type_4_Strain_RI-67:266:+	266	Adenovirus:Type_4_Strain_RI-67:983:-	13350	
Adenovirus:Type_4_Strain_RI-67:267:+	267	Adenovirus:Type_4_Strain_RI-67:984:-	13400	
Adenovirus:Type_4_Strain_RI-67:268:+	268	Adenovirus:Type_4_Strain_RI-67:985:-	13450	
Adenovirus:Type_4_Strain_RI-67:269:+	269	Adenovirus:Type_4_Strain_RI-67:986:-	13500	
Adenovirus:Type_4_Strain_RI-67:270:+	270	Adenovirus:Type_4_Strain_RI-67:987:-	13550	
Adenovirus:Type_4_Strain_RI-67:271:+	271	Adenovirus:Type_4_Strain_RI-67:988:-	13600	
Adenovirus:Type_4_Strain_RI-67:272:+	272	Adenovirus:Type_4_Strain_RI-67:989:-	13650	
Adenovirus:Type_4_Strain_RI-67:273:+	273	Adenovirus:Type_4_Strain_RI-67:990:-	13700	
Adenovirus:Type_4_Strain_RI-67:274:+	274	Adenovirus:Type_4_Strain_RI-67:991:-	13750	
Adenovirus:Type_4_Strain_RI-67:275:+	275	Adenovirus:Type_4_Strain_RI-67:992:-	13800	
Adenovirus:Type_4_Strain_RI-67:276:+	276	Adenovirus:Type_4_Strain_RI-67:993:-	13850	
Adenovirus:Type_4_Strain_RI-67:277:+	277	Adenovirus:Type_4_Strain_RI-67:994:-	13900	
Adenovirus:Type_4_Strain_RI-67:278:+	278	Adenovirus:Type_4_Strain_RI-67:995:-	13950	
Adenovirus:Type_4_Strain_RI-67:279:+	279	Adenovirus:Type_4_Strain_RI-67:996:-	14000	
Adenovirus:Type_4_Strain_RI-67:280:+	280	Adenovirus:Type_4_Strain_RI-67:997:-	14050	
Adenovirus:Type_4_Strain_RI-67:281:+	281	Adenovirus:Type_4_Strain_RI-67:998:-	14100	
Adenovirus:Type_4_Strain_RI-67:282:+	282	Adenovirus:Type_4_Strain_RI-67:999:-	14150	
Adenovirus:Type_4_Strain_RI-67:283:+	283	Adenovirus:Type_4_Strain_RI-67:1000:-	14200	
Adenovirus:Type_4_Strain_RI-67:284:+	284	Adenovirus:Type_4_Strain_RI-67:1001:-	14250	
Adenovirus:Type_4_Strain_RI-67:285:+	285	Adenovirus:Type_4_Strain_RI-67:1002:-	14300	
Adenovirus:Type_4_Strain_RI-67:286:+	286	Adenovirus:Type_4_Strain_RI-67:1003:-	14350	
Adenovirus:Type_4_Strain_RI-67:287:+	287	Adenovirus:Type_4_Strain_RI-67:1004:-	14400	
Adenovirus:Type_4_Strain_RI-67:288:+	288	Adenovirus:Type_4_Strain_RI-67:1005:-	14450	
Adenovirus:Type_4_Strain_RI-67:289:+	289	Adenovirus:Type_4_Strain_RI-67:1006:-	14500	
Adenovirus:Type_4_Strain_RI-67:290:+	290	Adenovirus:Type_4_Strain_RI-67:1007:-	14550	
Adenovirus:Type_4_Strain_RI-67:291:+	291	Adenovirus:Type_4_Strain_RI-67:1008:-	14600	
Adenovirus:Type_4_Strain_RI-67:292:+	292	Adenovirus:Type_4_Strain_RI-67:1009:-	14650	
Adenovirus:Type_4_Strain_RI-67:293:+	293	Adenovirus:Type_4_Strain_RI-67:1010:-	14700	
Adenovirus:Type_4_Strain_RI-67:294:+	294	Adenovirus:Type_4_Strain_RI-67:1011:-	14750	
Adenovirus:Type_4_Strain_RI-67:295:+	295	Adenovirus:Type_4_Strain_RI-67:1012:-	14800	
Adenovirus:Type_4_Strain_RI-67:296:+	296	Adenovirus:Type_4_Strain_RI-67:1013:-	14850	
Adenovirus:Type_4_Strain_RI-67:297:+	297	Adenovirus:Type_4_Strain_RI-67:1014:-	14900	
Adenovirus:Type_4_Strain_RI-67:298:+	298	Adenovirus:Type_4_Strain_RI-67:1015:-	14950	
Adenovirus:Type_4_Strain_RI-67:299:+	299	Adenovirus:Type_4_Strain_RI-67:1016:-	15000	
Adenovirus:Type_4_Strain_RI-67:300:+	300	Adenovirus:Type_4_Strain_RI-67:1017:-	15050	
Adenovirus:Type_4_Strain_RI-67:301:+	301	Adenovirus:Type_4_Strain_RI-67:1018:-	15100	
Adenovirus:Type_4_Strain_RI-67:302:+	302	Adenovirus:Type_4_Strain_RI-67:1019:-	15150	
Adenovirus:Type_4_Strain_RI-67:303:+	303	Adenovirus:Type_4_Strain_RI-67:1020:-	15200	
Adenovirus:Type_4_Strain_RI-67:304:+	304	Adenovirus:Type_4_Strain_RI-67:1021:-	15250	
Adenovirus:Type_4_Strain_RI-67:305:+	305	Adenovirus:Type_4_Strain_RI-67:1022:-	15300	
Adenovirus:Type_4_Strain_RI-67:306:+	306	Adenovirus:Type_4_Strain_RI-67:1023:-	15350	
Adenovirus:Type_4_Strain_RI-67:307:+	307	Adenovirus:Type_4_Strain_RI-67:1024:-	15400	
Adenovirus:Type_4_Strain_RI-67:308:+	308	Adenovirus:Type_4_Strain_RI-67:1025:-	15450	
Adenovirus:Type_4_Strain_RI-67:309:+	309	Adenovirus:Type_4_Strain_RI-67:1026:-	15500	
Adenovirus:Type_4_Strain_RI-67:310:+	310	Adenovirus:Type_4_Strain_RI-67:1027:-	15550	
Adenovirus:Type_4_Strain_RI-67:311:+	311	Adenovirus:Type_4_Strain_RI-67:1028:-	15600	
Adenovirus:Type_4_Strain_RI-67:312:+	312	Adenovirus:Type_4_Strain_RI-67:1029:-	15650	
Adenovirus:Type_4_Strain_RI-67:313:+	313	Adenovirus:Type_4_Strain_RI-67:1030:-	15700	
Adenovirus:Type_4_Strain_RI-67:314:+	314	Adenovirus:Type_4_Strain_RI-67:1031:-	15750	
Adenovirus:Type_4_Strain_RI-67:315:+	315	Adenovirus:Type_4_Strain_RI-67:1032:-	15800	
Adenovirus:Type_4_Strain_RI-67:316:+	316	Adenovirus:Type_4_Strain_RI-67:1033:-	15850	
Adenovirus:Type_4_Strain_RI-67:317:+	317	Adenovirus:Type_4_Strain_RI-67:1034:-	15900	
Adenovirus:Type_4_Strain_RI-67:318:+	318	Adenovirus:Type_4_Strain_RI-67:1035:-	15950	
Adenovirus:Type_4_Strain_RI-67:319:+	319	Adenovirus:Type_4_Strain_RI-67:1036:-	16000	
Adenovirus:Type_4_Strain_RI-67:320:+	320	Adenovirus:Type_4_Strain_RI-67:1037:-	16050	
Adenovirus:Type_4_Strain_RI-67:321:+	321	Adenovirus:Type_4_Strain_RI-67:1038:-	16100	
Adenovirus:Type_4_Strain_RI-67:322:+	322	Adenovirus:Type_4_Strain_RI-67:1039:-	16150	
Adenovirus:Type_4_Strain_RI-67:323:+	323	Adenovirus:Type_4_Strain_RI-67:1040:-	16200	
Adenovirus:Type_4_Strain_RI-67:324:+	324	Adenovirus:Type_4_Strain_RI-67:1041:-	16250	
Adenovirus:Type_4_Strain_RI-67:325:+	325	Adenovirus:Type_4_Strain_RI-67:1042:-	16300	
Adenovirus:Type_4_Strain_RI-67:326:+	326	Adenovirus:Type_4_Strain_RI-67:1043:-	16350	
Adenovirus:Type_4_Strain_RI-67:327:+	327	Adenovirus:Type_4_Strain_RI-67:1044:-	16400	
Adenovirus:Type_4_Strain_RI-67:328:+	328	Adenovirus:Type_4_Strain_RI-67:1045:-	16450	
Adenovirus:Type_4_Strain_RI-67:329:+	329	Adenovirus:Type_4_Strain_RI-67:1046:-	16500	
Adenovirus:Type_4_Strain_RI-67:330:+	330	Adenovirus:Type_4_Strain_RI-67:1047:-	16550	
Adenovirus:Type_4_Strain_RI-67:331:+	331	Adenovirus:Type_4_Strain_RI-67:1048:-	16600	
Adenovirus:Type_4_Strain_RI-67:332:+	332	Adenovirus:Type_4_Strain_RI-67:1049:-	16650	
Adenovirus:Type_4_Strain_RI-67:333:+	333	Adenovirus:Type_4_Strain_RI-67:1050:-	16700	
Adenovirus:Type_4_Strain_RI-67:334:+	334	Adenovirus:Type_4_Strain_RI-67:1051:-	16750	
Adenovirus:Type_4_Strain_RI-67:335:+	335	Adenovirus:Type_4_Strain_RI-67:1052:-	16800	
Adenovirus:Type_4_Strain_RI-67:336:+	336	Adenovirus:Type_4_Strain_RI-67:1053:-	16850	
Adenovirus:Type_4_Strain_RI-67:337:+	337	Adenovirus:Type_4_Strain_RI-67:1054:-	16900	
Adenovirus:Type_4_Strain_RI-67:338:+	338	Adenovirus:Type_4_Strain_RI-67:1055:-	16950	
Adenovirus:Type_4_Strain_RI-67:339:+	339	Adenovirus:Type_4_Strain_RI-67:1056:-	17000	
Adenovirus:Type_4_Strain_RI-67:340:+	340	Adenovirus:Type_4_Strain_RI-67:1057:-	17050	
Adenovirus:Type_4_Strain_RI-67:341:+	341	Adenovirus:Type_4_Strain_RI-67:1058:-	17100	
Adenovirus:Type_4_Strain_RI-67:342:+	342	Adenovirus:Type_4_Strain_RI-67:1059:-	17150	
Adenovirus:Type_4_Strain_RI-67:343:+	343	Adenovirus:Type_4_Strain_RI-67:1060:-	17200	
Adenovirus:Type_4_Strain_RI-67:344:+	344	Adenovirus:Type_4_Strain_RI-67:1061:-	17250	
Adenovirus:Type_4_Strain_RI-67:345:+	345	Adenovirus:Type_4_Strain_RI-67:1062:-	17300	
Adenovirus:Type_4_Strain_RI-67:346:+	346	Adenovirus:Type_4_Strain_RI-67:1063:-	17350	
Adenovirus:Type_4_Strain_RI-67:347:+	347	Adenovirus:Type_4_Strain_RI-67:1064:-	17400	
Adenovirus:Type_4_Strain_RI-67:348:+	348	Adenovirus:Type_4_Strain_RI-67:1065:-	17450	
Adenovirus:Type_4_Strain_RI-67:349:+	349	Adenovirus:Type_4_Strain_RI-67:1066:-	17500	
Adenovirus:Type_4_Strain_RI-67:350:+	350	Adenovirus:Type_4_Strain_RI-67:1067:-	17550	
Adenovirus:Type_4_Strain_RI-67:351:+	351	Adenovirus:Type_4_Strain_RI-67:1068:-	17600	
Adenovirus:Type_4_Strain_RI-67:352:+	352	Adenovirus:Type_4_Strain_RI-67:1069:-	17650	
Adenovirus:Type_4_Strain_RI-67:353:+	353	Adenovirus:Type_4_Strain_RI-67:1070:-	17700	
Adenovirus:Type_4_Strain_RI-67:354:+	354	Adenovirus:Type_4_Strain_RI-67:1071:-	17750	
Adenovirus:Type_4_Strain_RI-67:355:+	355	Adenovirus:Type_4_Strain_RI-67:1072:-	17800	
Adenovirus:Type_4_Strain_RI-67:356:+	356	Adenovirus:Type_4_Strain_RI-67:1073:-	17850	
Adenovirus:Type_4_Strain_RI-67:357:+	357	Adenovirus:Type_4_Strain_RI-67:1074:-	17900	
Adenovirus:Type_4_Strain_RI-67:358:+	358	Adenovirus:Type_4_Strain_RI-67:1075:-	17950	
Adenovirus:Type_4_Strain_RI-67:359:+	359	Adenovirus:Type_4_Strain_RI-67:1076:-	18000	
Adenovirus:Type_4_Strain_RI-67:360:+	360	Adenovirus:Type_4_Strain_RI-67:1077:-	18050	
Adenovirus:Type_4_Strain_RI-67:361:+	361	Adenovirus:Type_4_Strain_RI-67:1078:-	18100	
Adenovirus:Type_4_Strain_RI-67:362:+	362	Adenovirus:Type_4_Strain_RI-67:1079:-	18150	
Adenovirus:Type_4_Strain_RI-67:363:+	363	Adenovirus:Type_4_Strain_RI-67:1080:-	18200	
Adenovirus:Type_4_Strain_RI-67:364:+	364	Adenovirus:Type_4_Strain_RI-67:1081:-	18250	
Adenovirus:Type_4_Strain_RI-67:365:+	365	Adenovirus:Type_4_Strain_RI-67:1082:-	18300	
Adenovirus:Type_4_Strain_RI-67:366:+	366	Adenovirus:Type_4_Strain_RI-67:1083:-	18350	
Adenovirus:Type_4_Strain_RI-67:367:+	367	Adenovirus:Type_4_Strain_RI-67:1084:-	18400	
Adenovirus:Type_4_Strain_RI-67:368:+	368	Adenovirus:Type_4_Strain_RI-67:1085:-	18450	
Adenovirus:Type_4_Strain_RI-67:369:+	369	Adenovirus:Type_4_Strain_RI-67:1086:-	18500	
Adenovirus:Type_4_Strain_RI-67:370:+	370	Adenovirus:Type_4_Strain_RI-67:1087:-	18550	
Adenovirus:Type_4_Strain_RI-67:371:+	371	Adenovirus:Type_4_Strain_RI-67:1088:-	18600	
Adenovirus:Type_4_Strain_RI-67:372:+	372	Adenovirus:Type_4_Strain_RI-67:1089:-	18650	
Adenovirus:Type_4_Strain_RI-67:373:+	373	Adenovirus:Type_4_Strain_RI-67:1090:-	18700	
Adenovirus:Type_4_Strain_RI-67:374:+	374	Adenovirus:Type_4_Strain_RI-67:1091:-	18750	
Adenovirus:Type_4_Strain_RI-67:375:+	375	Adenovirus:Type_4_Strain_RI-67:1092:-	18800	
Adenovirus:Type_4_Strain_RI-67:376:+	376	Adenovirus:Type_4_Strain_RI-67:1093:-	18850	
Adenovirus:Type_4_Strain_RI-67:377:+	377	Adenovirus:Type_4_Strain_RI-67:1094:-	18900	
Adenovirus:Type_4_Strain_RI-67:378:+	378	Adenovirus:Type_4_Strain_RI-67:1095:-	18950	
Adenovirus:Type_4_Strain_RI-67:379:+	379	Adenovirus:Type_4_Strain_RI-67:1096:-	19000	
Adenovirus:Type_4_Strain_RI-67:380:+	380	Adenovirus:Type_4_Strain_RI-67:1097:-	19050	
Adenovirus:Type_4_Strain_RI-67:381:+	381	Adenovirus:Type_4_Strain_RI-67:1098:-	19100	
Adenovirus:Type_4_Strain_RI-67:382:+	382	Adenovirus:Type_4_Strain_RI-67:1099:-	19150	
Adenovirus:Type_4_Strain_RI-67:383:+	383	Adenovirus:Type_4_Strain_RI-67:1100:-	19200	
Adenovirus:Type_4_Strain_RI-67:384:+	384	Adenovirus:Type_4_Strain_RI-67:1101:-	19250	
Adenovirus:Type_4_Strain_RI-67:385:+	385	Adenovirus:Type_4_Strain_RI-67:1102:-	19300	
Adenovirus:Type_4_Strain_RI-67:386:+	386	Adenovirus:Type_4_Strain_RI-67:1103:-	19350	
Adenovirus:Type_4_Strain_RI-67:387:+	387	Adenovirus:Type_4_Strain_RI-67:1104:-	19400	
Adenovirus:Type_4_Strain_RI-67:388:+	388	Adenovirus:Type_4_Strain_RI-67:1105:-	19450	
Adenovirus:Type_4_Strain_RI-67:389:+	389	Adenovirus:Type_4_Strain_RI-67:1106:-	19500	
Adenovirus:Type_4_Strain_RI-67:390:+	390	Adenovirus:Type_4_Strain_RI-67:1107:-	19550	
Adenovirus:Type_4_Strain_RI-67:391:+	391	Adenovirus:Type_4_Strain_RI-67:1108:-	19600	
Adenovirus:Type_4_Strain_RI-67:392:+	392	Adenovirus:Type_4_Strain_RI-67:1109:-	19650	
Adenovirus:Type_4_Strain_RI-67:393:+	393	Adenovirus:Type_4_Strain_RI-67:1110:-	19700	
Adenovirus:Type_4_Strain_RI-67:394:+	394	Adenovirus:Type_4_Strain_RI-67:1111:-	19750	
Adenovirus:Type_4_Strain_RI-67:395:+	395	Adenovirus:Type_4_Strain_RI-67:1112:-	19800	
Adenovirus:Type_4_Strain_RI-67:396:+	396	Adenovirus:Type_4_Strain_RI-67:1113:-	19850	
Adenovirus:Type_4_Strain_RI-67:397:+	397	Adenovirus:Type_4_Strain_RI-67:1114:-	19900	
Adenovirus:Type_4_Strain_RI-67:398:+	398	Adenovirus:Type_4_Strain_RI-67:1115:-	19950	
Adenovirus:Type_4_Strain_RI-67:399:+	399	Adenovirus:Type_4_Strain_RI-67:1116:-	20000	
Adenovirus:Type_4_Strain_RI-67:400:+	400	Adenovirus:Type_4_Strain_RI-67:1117:-	20050	
Adenovirus:Type_4_Strain_RI-67:401:+	401	Adenovirus:Type_4_Strain_RI-67:1118:-	20100	
Adenovirus:Type_4_Strain_RI-67:402:+	402	Adenovirus:Type_4_Strain_RI-67:1119:-	20150	
Adenovirus:Type_4_Strain_RI-67:403:+	403	Adenovirus:Type_4_Strain_RI-67:1120:-	20200	
Adenovirus:Type_4_Strain_RI-67:404:+	404	Adenovirus:Type_4_Strain_RI-67:1121:-	20250	
Adenovirus:Type_4_Strain_RI-67:405:+	405	Adenovirus:Type_4_Strain_RI-67:1122:-	20300	
Adenovirus:Type_4_Strain_RI-67:406:+	406	Adenovirus:Type_4_Strain_RI-67:1123:-	20350	
Adenovirus:Type_4_Strain_RI-67:407:+	407	Adenovirus:Type_4_Strain_RI-67:1124:-	20400	
Adenovirus:Type_4_Strain_RI-67:408:+	408	Adenovirus:Type_4_Strain_RI-67:1125:-	20450	
Adenovirus:Type_4_Strain_RI-67:409:+	409	Adenovirus:Type_4_Strain_RI-67:1126:-	20500	
Adenovirus:Type_4_Strain_RI-67:410:+	410	Adenovirus:Type_4_Strain_RI-67:1127:-	20550	
Adenovirus:Type_4_Strain_RI-67:411:+	411	Adenovirus:Type_4_Strain_RI-67:1128:-	20600	
Adenovirus:Type_4_Strain_RI-67:412:+	412	Adenovirus:Type_4_Strain_RI-67:1129:-	20650	
Adenovirus:Type_4_Strain_RI-67:413:+	413	Adenovirus:Type_4_Strain_RI-67:1130:-	20700	
Adenovirus:Type_4_Strain_RI-67:414:+	414	Adenovirus:Type_4_Strain_RI-67:1131:-	20750	
Adenovirus:Type_4_Strain_RI-67:415:+	415	Adenovirus:Type_4_Strain_RI-67:1132:-	20800	
Adenovirus:Type_4_Strain_RI-67:416:+	416	Adenovirus:Type_4_Strain_RI-67:1133:-	20850	
Adenovirus:Type_4_Strain_RI-67:417:+	417	Adenovirus:Type_4_Strain_RI-67:1134:-	20900	
Adenovirus:Type_4_Strain_RI-67:418:+	418	Adenovirus:Type_4_Strain_RI-67:1135:-	20950	
Adenovirus:Type_4_Strain_RI-67:419:+	419	Adenovirus:Type_4_Strain_RI-67:1136:-	21000	
Adenovirus:Type_4_Strain_RI-67:420:+	420	Adenovirus:Type_4_Strain_RI-67:1137:-	21050	
Adenovirus:Type_4_Strain_RI-67:421:+	421	Adenovirus:Type_4_Strain_RI-67:1138:-	21100	
Adenovirus:Type_4_Strain_RI-67:422:+	422	Adenovirus:Type_4_Strain_RI-67:1139:-	21150	
Adenovirus:Type_4_Strain_RI-67:423:+	423	Adenovirus:Type_4_Strain_RI-67:1140:-	21200	
Adenovirus:Type_4_Strain_RI-67:424:+	424	Adenovirus:Type_4_Strain_RI-67:1141:-	21250	
Adenovirus:Type_4_Strain_RI-67:425:+	425	Adenovirus:Type_4_Strain_RI-67:1142:-	21300	
Adenovirus:Type_4_Strain_RI-67:426:+	426	Adenovirus:Type_4_Strain_RI-67:1143:-	21350	
Adenovirus:Type_4_Strain_RI-67:427:+	427	Adenovirus:Type_4_Strain_RI-67:1144:-	21400	
Adenovirus:Type_4_Strain_RI-67:428:+	428	Adenovirus:Type_4_Strain_RI-67:1145:-	21450	
Adenovirus:Type_4_Strain_RI-67:429:+	429	Adenovirus:Type_4_Strain_RI-67:1146:-	21500	
Adenovirus:Type_4_Strain_RI-67:430:+	430	Adenovirus:Type_4_Strain_RI-67:1147:-	21550	
Adenovirus:Type_4_Strain_RI-67:431:+	431	Adenovirus:Type_4_Strain_RI-67:1148:-	21600	
Adenovirus:Type_4_Strain_RI-67:432:+	432	Adenovirus:Type_4_Strain_RI-67:1149:-	21650	
Adenovirus:Type_4_Strain_RI-67:433:+	433	Adenovirus:Type_4_Strain_RI-67:1150:-	21700	
Adenovirus:Type_4_Strain_RI-67:434:+	434	Adenovirus:Type_4_Strain_RI-67:1151:-	21750	
Adenovirus:Type_4_Strain_RI-67:435:+	435	Adenovirus:Type_4_Strain_RI-67:1152:-	21800	
Adenovirus:Type_4_Strain_RI-67:436:+	436	Adenovirus:Type_4_Strain_RI-67:1153:-	21850	
Adenovirus:Type_4_Strain_RI-67:437:+	437	Adenovirus:Type_4_Strain_RI-67:1154:-	21900	
Adenovirus:Type_4_Strain_RI-67:438:+	438	Adenovirus:Type_4_Strain_RI-67:1155:-	21950	
Adenovirus:Type_4_Strain_RI-67:439:+	439	Adenovirus:Type_4_Strain_RI-67:1156:-	22000	
Adenovirus:Type_4_Strain_RI-67:440:+	440	Adenovirus:Type_4_Strain_RI-67:1157:-	22050	
Adenovirus:Type_4_Strain_RI-67:441:+	441	Adenovirus:Type_4_Strain_RI-67:1158:-	22100	
Adenovirus:Type_4_Strain_RI-67:442:+	442	Adenovirus:Type_4_Strain_RI-67:1159:-	22150	
Adenovirus:Type_4_Strain_RI-67:443:+	443	Adenovirus:Type_4_Strain_RI-67:1160:-	22200	
Adenovirus:Type_4_Strain_RI-67:444:+	444	Adenovirus:Type_4_Strain_RI-67:1161:-	22250	
Adenovirus:Type_4_Strain_RI-67:445:+	445	Adenovirus:Type_4_Strain_RI-67:1162:-	22300	
Adenovirus:Type_4_Strain_RI-67:446:+	446	Adenovirus:Type_4_Strain_RI-67:1163:-	22350	
Adenovirus:Type_4_Strain_RI-67:447:+	447	Adenovirus:Type_4_Strain_RI-67:1164:-	22400	
Adenovirus:Type_4_Strain_RI-67:448:+	448	Adenovirus:Type_4_Strain_RI-67:1165:-	22450	
Adenovirus:Type_4_Strain_RI-67:449:+	449	Adenovirus:Type_4_Strain_RI-67:1166:-	22500	
Adenovirus:Type_4_Strain_RI-67:450:+	450	Adenovirus:Type_4_Strain_RI-67:1167:-	22550	
Adenovirus:Type_4_Strain_RI-67:451:+	451	Adenovirus:Type_4_Strain_RI-67:1168:-	22600	
Adenovirus:Type_4_Strain_RI-67:452:+	452	Adenovirus:Type_4_Strain_RI-67:1169:-	22650	
Adenovirus:Type_4_Strain_RI-67:453:+	453	Adenovirus:Type_4_Strain_RI-67:1170:-	22700	
Adenovirus:Type_4_Strain_RI-67:454:+	454	Adenovirus:Type_4_Strain_RI-67:1171:-	22750	
Adenovirus:Type_4_Strain_RI-67:455:+	455	Adenovirus:Type_4_Strain_RI-67:1172:-	22800	
Adenovirus:Type_4_Strain_RI-67:456:+	456	Adenovirus:Type_4_Strain_RI-67:1173:-	22850	
Adenovirus:Type_4_Strain_RI-67:457:+	457	Adenovirus:Type_4_Strain_RI-67:1174:-	22900	
Adenovirus:Type_4_Strain_RI-67:458:+	458	Adenovirus:Type_4_Strain_RI-67:1175:-	22950	
Adenovirus:Type_4_Strain_RI-67:459:+	459	Adenovirus:Type_4_Strain_RI-67:1176:-	23000	
Adenovirus:Type_4_Strain_RI-67:460:+	460	Adenovirus:Type_4_Strain_RI-67:1177:-	23050	
Adenovirus:Type_4_Strain_RI-67:461:+	461	Adenovirus:Type_4_Strain_RI-67:1178:-	23100	
Adenovirus:Type_4_Strain_RI-67:462:+	462	Adenovirus:Type_4_Strain_RI-67:1179:-	23150	
Adenovirus:Type_4_Strain_RI-67:463:+	463	Adenovirus:Type_4_Strain_RI-67:1180:-	23200	
Adenovirus:Type_4_Strain_RI-67:464:+	464	Adenovirus:Type_4_Strain_RI-67:1181:-	23250	
Adenovirus:Type_4_Strain_RI-67:465:+	465	Adenovirus:Type_4_Strain_RI-67:1182:-	23300	
Adenovirus:Type_4_Strain_RI-67:466:+	466	Adenovirus:Type_4_Strain_RI-67:1183:-	23350	
Adenovirus:Type_4_Strain_RI-67:467:+	467	Adenovirus:Type_4_Strain_RI-67:1184:-	23400	
Adenovirus:Type_4_Strain_RI-67:468:+	468	Adenovirus:Type_4_Strain_RI-67:1185:-	23450	
Adenovirus:Type_4_Strain_RI-67:469:+	469	Adenovirus:Type_4_Strain_RI-67:1186:-	23500	
Adenovirus:Type_4_Strain_RI-67:470:+	470	Adenovirus:Type_4_Strain_RI-67:1187:-	23550	
Adenovirus:Type_4_Strain_RI-67:471:+	471	Adenovirus:Type_4_Strain_RI-67:1188:-	23600	
Adenovirus:Type_4_Strain_RI-67:472:+	472	Adenovirus:Type_4_Strain_RI-67:1189:-	23650	
Adenovirus:Type_4_Strain_RI-67:473:+	473	Adenovirus:Type_4_Strain_RI-67:1190:-	23700	
Adenovirus:Type_4_Strain_RI-67:474:+	474	Adenovirus:Type_4_Strain_RI-67:1191:-	23750	
Adenovirus:Type_4_Strain_RI-67:475:+	475	Adenovirus:Type_4_Strain_RI-67:1192:-	23800	
Adenovirus:Type_4_Strain_RI-67:476:+	476	Adenovirus:Type_4_Strain_RI-67:1193:-	23850	
Adenovirus:Type_4_Strain_RI-67:477:+	477	Adenovirus:Type_4_Strain_RI-67:1194:-	23900	
Adenovirus:Type_4_Strain_RI-67:478:+	478	Adenovirus:Type_4_Strain_RI-67:1195:-	23950	
Adenovirus:Type_4_Strain_RI-67:479:+	479	Adenovirus:Type_4_Strain_RI-67:1196:-	24000	
Adenovirus:Type_4_Strain_RI-67:480:+	480	Adenovirus:Type_4_Strain_RI-67:1197:-	24050	
Adenovirus:Type_4_Strain_RI-67:481:+	481	Adenovirus:Type_4_Strain_RI-67:1198:-	24100	
Adenovirus:Type_4_Strain_RI-67:482:+	482	Adenovirus:Type_4_Strain_RI-67:1199:-	24150	
Adenovirus:Type_4_Strain_RI-67:483:+	483	Adenovirus:Type_4_Strain_RI-67:1200:-	24200	
Adenovirus:Type_4_Strain_RI-67:484:+	484	Adenovirus:Type_4_Strain_RI-67:1201:-	24250	
Adenovirus:Type_4_Strain_RI-67:485:+	485	Adenovirus:Type_4_Strain_RI-67:1202:-	24300	
Adenovirus:Type_4_Strain_RI-67:486:+	486	Adenovirus:Type_4_Strain_RI-67:1203:-	24350	
Adenovirus:Type_4_Strain_RI-67:487:+	487	Adenovirus:Type_4_Strain_RI-67:1204:-	24400	
Adenovirus:Type_4_Strain_RI-67:488:+	488	Adenovirus:Type_4_Strain_RI-67:1205:-	24450	
Adenovirus:Type_4_Strain_RI-67:489:+	489	Adenovirus:Type_4_Strain_RI-67:1206:-	24500	
Adenovirus:Type_4_Strain_RI-67:490:+	490	Adenovirus:Type_4_Strain_RI-67:1207:-	24550	
Adenovirus:Type_4_Strain_RI-67:491:+	491	Adenovirus:Type_4_Strain_RI-67:1208:-	24600	
Adenovirus:Type_4_Strain_RI-67:492:+	492	Adenovirus:Type_4_Strain_RI-67:1209:-	24650	
Adenovirus:Type_4_Strain_RI-67:493:+	493	Adenovirus:Type_4_Strain_RI-67:1210:-	24700	
Adenovirus:Type_4_Strain_RI-67:494:+	494	Adenovirus:Type_4_Strain_RI-67:1211:-	24750	
