sense	number	antisense	bp
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:425:+	425	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2918:-	21300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:426:+	426	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2919:-	21350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:427:+	427	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2920:-	21400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:428:+	428	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2921:-	21450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:429:+	429	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2922:-	21500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:430:+	430	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2923:-	21550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:431:+	431	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2924:-	21600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:432:+	432	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2925:-	21650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:433:+	433	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2926:-	21700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:434:+	434	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2927:-	21750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:435:+	435	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2928:-	21800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:436:+	436	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2929:-	21850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:437:+	437	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2930:-	21900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:438:+	438	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2931:-	21950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:439:+	439	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2932:-	22000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:440:+	440	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2933:-	22050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:441:+	441	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2934:-	22100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:442:+	442	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2935:-	22150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:443:+	443	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2936:-	22200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:444:+	444	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2937:-	22250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:445:+	445	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2938:-	22300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:446:+	446	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2939:-	22350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:447:+	447	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2940:-	22400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:448:+	448	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2941:-	22450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:449:+	449	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2942:-	22500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:450:+	450	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2943:-	22550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:451:+	451	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2944:-	22600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:452:+	452	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2945:-	22650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:453:+	453	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2946:-	22700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:454:+	454	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2947:-	22750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:455:+	455	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2948:-	22800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:456:+	456	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2949:-	22850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:457:+	457	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2950:-	22900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:458:+	458	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2951:-	22950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:459:+	459	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2952:-	23000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:460:+	460	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2953:-	23050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:461:+	461	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2954:-	23100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:462:+	462	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2955:-	23150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:463:+	463	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2956:-	23200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:464:+	464	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2957:-	23250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:465:+	465	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2958:-	23300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:466:+	466	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2959:-	23350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:467:+	467	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2960:-	23400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:468:+	468	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2961:-	23450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:469:+	469	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2962:-	23500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:470:+	470	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2963:-	23550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:471:+	471	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2964:-	23600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:472:+	472	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2965:-	23650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:473:+	473	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2966:-	23700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:474:+	474	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2967:-	23750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:475:+	475	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2968:-	23800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:476:+	476	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2969:-	23850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:477:+	477	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2970:-	23900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:478:+	478	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2971:-	23950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:479:+	479	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2972:-	24000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:480:+	480	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2973:-	24050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:481:+	481	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2974:-	24100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:482:+	482	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2975:-	24150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:483:+	483	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2976:-	24200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:484:+	484	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2977:-	24250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:485:+	485	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2978:-	24300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:486:+	486	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2979:-	24350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:487:+	487	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2980:-	24400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:488:+	488	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2981:-	24450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:489:+	489	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2982:-	24500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:490:+	490	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2983:-	24550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:491:+	491	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2984:-	24600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:492:+	492	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2985:-	24650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:493:+	493	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2986:-	24700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:494:+	494	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2987:-	24750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:495:+	495	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2988:-	24800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:496:+	496	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2989:-	24850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:497:+	497	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2990:-	24900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:498:+	498	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2991:-	24950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:499:+	499	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2992:-	25000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:500:+	500	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2993:-	25050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:501:+	501	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2994:-	25100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:502:+	502	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2995:-	25150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:503:+	503	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2996:-	25200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:504:+	504	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2997:-	25250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:505:+	505	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2998:-	25300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:506:+	506	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:2999:-	25350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:507:+	507	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3000:-	25400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:508:+	508	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3001:-	25450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:509:+	509	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3002:-	25500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:510:+	510	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3003:-	25550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:511:+	511	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3004:-	25600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:512:+	512	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3005:-	25650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:513:+	513	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3006:-	25700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:514:+	514	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3007:-	25750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:515:+	515	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3008:-	25800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:516:+	516	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3009:-	25850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:517:+	517	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3010:-	25900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:518:+	518	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3011:-	25950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:519:+	519	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3012:-	26000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:520:+	520	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3013:-	26050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:521:+	521	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3014:-	26100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:522:+	522	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3015:-	26150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:523:+	523	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3016:-	26200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:524:+	524	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3017:-	26250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:525:+	525	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3018:-	26300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:526:+	526	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3019:-	26350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:527:+	527	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3020:-	26400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:528:+	528	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3021:-	26450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:529:+	529	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3022:-	26500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:530:+	530	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3023:-	26550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:531:+	531	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3024:-	26600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:532:+	532	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3025:-	26650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:533:+	533	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3026:-	26700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:534:+	534	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3027:-	26750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:535:+	535	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3028:-	26800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:536:+	536	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3029:-	26850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:537:+	537	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3030:-	26900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:538:+	538	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3031:-	26950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:539:+	539	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3032:-	27000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:540:+	540	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3033:-	27050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:541:+	541	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3034:-	27100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:542:+	542	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3035:-	27150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:543:+	543	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3036:-	27200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:544:+	544	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3037:-	27250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:545:+	545	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3038:-	27300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:546:+	546	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3039:-	27350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:547:+	547	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3040:-	27400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:548:+	548	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3041:-	27450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:549:+	549	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3042:-	27500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:550:+	550	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3043:-	27550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:551:+	551	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3044:-	27600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:552:+	552	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3045:-	27650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:553:+	553	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3046:-	27700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:554:+	554	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3047:-	27750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:555:+	555	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3048:-	27800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:556:+	556	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3049:-	27850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:557:+	557	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3050:-	27900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:558:+	558	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3051:-	27950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:559:+	559	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3052:-	28000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:560:+	560	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3053:-	28050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:561:+	561	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3054:-	28100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:562:+	562	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3055:-	28150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:563:+	563	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3056:-	28200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:564:+	564	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3057:-	28250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:565:+	565	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3058:-	28300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:566:+	566	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3059:-	28350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:567:+	567	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3060:-	28400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:568:+	568	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3061:-	28450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:569:+	569	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3062:-	28500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:570:+	570	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3063:-	28550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:571:+	571	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3064:-	28600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:572:+	572	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3065:-	28650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:573:+	573	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3066:-	28700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:574:+	574	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3067:-	28750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:575:+	575	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3068:-	28800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:576:+	576	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3069:-	28850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:577:+	577	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3070:-	28900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:578:+	578	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3071:-	28950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:579:+	579	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3072:-	29000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:580:+	580	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3073:-	29050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:581:+	581	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3074:-	29100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:582:+	582	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3075:-	29150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:583:+	583	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3076:-	29200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:584:+	584	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3077:-	29250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:585:+	585	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3078:-	29300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:586:+	586	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3079:-	29350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:587:+	587	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3080:-	29400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:588:+	588	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3081:-	29450
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:589:+	589	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3082:-	29500
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:590:+	590	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3083:-	29550
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:591:+	591	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3084:-	29600
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:592:+	592	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3085:-	29650
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:593:+	593	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3086:-	29700
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:594:+	594	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3087:-	29750
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:595:+	595	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3088:-	29800
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:596:+	596	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3089:-	29850
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:597:+	597	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3090:-	29900
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:598:+	598	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3091:-	29950
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:599:+	599	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3092:-	30000
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:600:+	600	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3093:-	30050
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:601:+	601	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3094:-	30100
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:602:+	602	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3095:-	30150
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:603:+	603	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3096:-	30200
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:604:+	604	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3097:-	30250
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:605:+	605	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3098:-	30300
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:606:+	606	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3099:-	30350
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:607:+	607	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3100:-	30400
Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:608:+	608	Herpesvirus:Varicella_Zoster_Virus_Ellen_Strain:3101:-	30450
