sense	number	antisense	bp
Herpesvirus:Human_cytomegalovirus:1124:+	1124	Herpesvirus:Human_cytomegalovirus:5824:-	56250
Herpesvirus:Human_cytomegalovirus:1125:+	1125	Herpesvirus:Human_cytomegalovirus:5825:-	56300
Herpesvirus:Human_cytomegalovirus:1126:+	1126	Herpesvirus:Human_cytomegalovirus:5826:-	56350
Herpesvirus:Human_cytomegalovirus:1127:+	1127	Herpesvirus:Human_cytomegalovirus:5827:-	56400
Herpesvirus:Human_cytomegalovirus:1128:+	1128	Herpesvirus:Human_cytomegalovirus:5828:-	56450
Herpesvirus:Human_cytomegalovirus:1129:+	1129	Herpesvirus:Human_cytomegalovirus:5829:-	56500
Herpesvirus:Human_cytomegalovirus:1130:+	1130	Herpesvirus:Human_cytomegalovirus:5830:-	56550
Herpesvirus:Human_cytomegalovirus:1131:+	1131	Herpesvirus:Human_cytomegalovirus:5831:-	56600
Herpesvirus:Human_cytomegalovirus:1132:+	1132	Herpesvirus:Human_cytomegalovirus:5832:-	56650
Herpesvirus:Human_cytomegalovirus:1133:+	1133	Herpesvirus:Human_cytomegalovirus:5833:-	56700
Herpesvirus:Human_cytomegalovirus:1134:+	1134	Herpesvirus:Human_cytomegalovirus:5834:-	56750
Herpesvirus:Human_cytomegalovirus:1135:+	1135	Herpesvirus:Human_cytomegalovirus:5835:-	56800
Herpesvirus:Human_cytomegalovirus:1136:+	1136	Herpesvirus:Human_cytomegalovirus:5836:-	56850
Herpesvirus:Human_cytomegalovirus:1137:+	1137	Herpesvirus:Human_cytomegalovirus:5837:-	56900
Herpesvirus:Human_cytomegalovirus:1138:+	1138	Herpesvirus:Human_cytomegalovirus:5838:-	56950
Herpesvirus:Human_cytomegalovirus:1139:+	1139	Herpesvirus:Human_cytomegalovirus:5839:-	57000
Herpesvirus:Human_cytomegalovirus:1140:+	1140	Herpesvirus:Human_cytomegalovirus:5840:-	57050
Herpesvirus:Human_cytomegalovirus:1141:+	1141	Herpesvirus:Human_cytomegalovirus:5841:-	57100
Herpesvirus:Human_cytomegalovirus:1142:+	1142	Herpesvirus:Human_cytomegalovirus:5842:-	57150
Herpesvirus:Human_cytomegalovirus:1143:+	1143	Herpesvirus:Human_cytomegalovirus:5843:-	57200
Herpesvirus:Human_cytomegalovirus:1144:+	1144	Herpesvirus:Human_cytomegalovirus:5844:-	57250
Herpesvirus:Human_cytomegalovirus:1145:+	1145	Herpesvirus:Human_cytomegalovirus:5845:-	57300
Herpesvirus:Human_cytomegalovirus:1146:+	1146	Herpesvirus:Human_cytomegalovirus:5846:-	57350
Herpesvirus:Human_cytomegalovirus:1147:+	1147	Herpesvirus:Human_cytomegalovirus:5847:-	57400
Herpesvirus:Human_cytomegalovirus:1148:+	1148	Herpesvirus:Human_cytomegalovirus:5848:-	57450
Herpesvirus:Human_cytomegalovirus:1149:+	1149	Herpesvirus:Human_cytomegalovirus:5849:-	57500
Herpesvirus:Human_cytomegalovirus:1150:+	1150	Herpesvirus:Human_cytomegalovirus:5850:-	57550
Herpesvirus:Human_cytomegalovirus:1151:+	1151	Herpesvirus:Human_cytomegalovirus:5851:-	57600
Herpesvirus:Human_cytomegalovirus:1152:+	1152	Herpesvirus:Human_cytomegalovirus:5852:-	57650
Herpesvirus:Human_cytomegalovirus:1153:+	1153	Herpesvirus:Human_cytomegalovirus:5853:-	57700
Herpesvirus:Human_cytomegalovirus:1154:+	1154	Herpesvirus:Human_cytomegalovirus:5854:-	57750
Herpesvirus:Human_cytomegalovirus:1155:+	1155	Herpesvirus:Human_cytomegalovirus:5855:-	57800
Herpesvirus:Human_cytomegalovirus:1156:+	1156	Herpesvirus:Human_cytomegalovirus:5856:-	57850
Herpesvirus:Human_cytomegalovirus:1157:+	1157	Herpesvirus:Human_cytomegalovirus:5857:-	57900
Herpesvirus:Human_cytomegalovirus:1158:+	1158	Herpesvirus:Human_cytomegalovirus:5858:-	57950
Herpesvirus:Human_cytomegalovirus:1159:+	1159	Herpesvirus:Human_cytomegalovirus:5859:-	58000
Herpesvirus:Human_cytomegalovirus:1160:+	1160	Herpesvirus:Human_cytomegalovirus:5860:-	58050
Herpesvirus:Human_cytomegalovirus:1161:+	1161	Herpesvirus:Human_cytomegalovirus:5861:-	58100
Herpesvirus:Human_cytomegalovirus:1162:+	1162	Herpesvirus:Human_cytomegalovirus:5862:-	58150
Herpesvirus:Human_cytomegalovirus:1163:+	1163	Herpesvirus:Human_cytomegalovirus:5863:-	58200
Herpesvirus:Human_cytomegalovirus:1164:+	1164	Herpesvirus:Human_cytomegalovirus:5864:-	58250
Herpesvirus:Human_cytomegalovirus:1165:+	1165	Herpesvirus:Human_cytomegalovirus:5865:-	58300
Herpesvirus:Human_cytomegalovirus:1166:+	1166	Herpesvirus:Human_cytomegalovirus:5866:-	58350
Herpesvirus:Human_cytomegalovirus:1167:+	1167	Herpesvirus:Human_cytomegalovirus:5867:-	58400
Herpesvirus:Human_cytomegalovirus:1168:+	1168	Herpesvirus:Human_cytomegalovirus:5868:-	58450
Herpesvirus:Human_cytomegalovirus:1169:+	1169	Herpesvirus:Human_cytomegalovirus:5869:-	58500
Herpesvirus:Human_cytomegalovirus:1170:+	1170	Herpesvirus:Human_cytomegalovirus:5870:-	58550
Herpesvirus:Human_cytomegalovirus:1171:+	1171	Herpesvirus:Human_cytomegalovirus:5871:-	58600
Herpesvirus:Human_cytomegalovirus:1172:+	1172	Herpesvirus:Human_cytomegalovirus:5872:-	58650
Herpesvirus:Human_cytomegalovirus:1173:+	1173	Herpesvirus:Human_cytomegalovirus:5873:-	58700
Herpesvirus:Human_cytomegalovirus:1174:+	1174	Herpesvirus:Human_cytomegalovirus:5874:-	58750
Herpesvirus:Human_cytomegalovirus:1175:+	1175	Herpesvirus:Human_cytomegalovirus:5875:-	58800
Herpesvirus:Human_cytomegalovirus:1176:+	1176	Herpesvirus:Human_cytomegalovirus:5876:-	58850
Herpesvirus:Human_cytomegalovirus:1177:+	1177	Herpesvirus:Human_cytomegalovirus:5877:-	58900
Herpesvirus:Human_cytomegalovirus:1178:+	1178	Herpesvirus:Human_cytomegalovirus:5878:-	58950
Herpesvirus:Human_cytomegalovirus:1179:+	1179	Herpesvirus:Human_cytomegalovirus:5879:-	59000
Herpesvirus:Human_cytomegalovirus:1180:+	1180	Herpesvirus:Human_cytomegalovirus:5880:-	59050
Herpesvirus:Human_cytomegalovirus:1181:+	1181	Herpesvirus:Human_cytomegalovirus:5881:-	59100
Herpesvirus:Human_cytomegalovirus:1182:+	1182	Herpesvirus:Human_cytomegalovirus:5882:-	59150
Herpesvirus:Human_cytomegalovirus:1183:+	1183	Herpesvirus:Human_cytomegalovirus:5883:-	59200
Herpesvirus:Human_cytomegalovirus:1184:+	1184	Herpesvirus:Human_cytomegalovirus:5884:-	59250
Herpesvirus:Human_cytomegalovirus:1185:+	1185	Herpesvirus:Human_cytomegalovirus:5885:-	59300
Herpesvirus:Human_cytomegalovirus:1186:+	1186	Herpesvirus:Human_cytomegalovirus:5886:-	59350
Herpesvirus:Human_cytomegalovirus:1187:+	1187	Herpesvirus:Human_cytomegalovirus:5887:-	59400
Herpesvirus:Human_cytomegalovirus:1188:+	1188	Herpesvirus:Human_cytomegalovirus:5888:-	59450
Herpesvirus:Human_cytomegalovirus:1189:+	1189	Herpesvirus:Human_cytomegalovirus:5889:-	59500
Herpesvirus:Human_cytomegalovirus:1190:+	1190	Herpesvirus:Human_cytomegalovirus:5890:-	59550
Herpesvirus:Human_cytomegalovirus:1191:+	1191	Herpesvirus:Human_cytomegalovirus:5891:-	59600
Herpesvirus:Human_cytomegalovirus:1192:+	1192	Herpesvirus:Human_cytomegalovirus:5892:-	59650
Herpesvirus:Human_cytomegalovirus:1193:+	1193	Herpesvirus:Human_cytomegalovirus:5893:-	59700
Herpesvirus:Human_cytomegalovirus:1194:+	1194	Herpesvirus:Human_cytomegalovirus:5894:-	59750
Herpesvirus:Human_cytomegalovirus:1195:+	1195	Herpesvirus:Human_cytomegalovirus:5895:-	59800
Herpesvirus:Human_cytomegalovirus:1196:+	1196	Herpesvirus:Human_cytomegalovirus:5896:-	59850
Herpesvirus:Human_cytomegalovirus:1197:+	1197	Herpesvirus:Human_cytomegalovirus:5897:-	59900
Herpesvirus:Human_cytomegalovirus:1198:+	1198	Herpesvirus:Human_cytomegalovirus:5898:-	59950
Herpesvirus:Human_cytomegalovirus:1199:+	1199	Herpesvirus:Human_cytomegalovirus:5899:-	60000
Herpesvirus:Human_cytomegalovirus:1200:+	1200	Herpesvirus:Human_cytomegalovirus:5900:-	60050
Herpesvirus:Human_cytomegalovirus:1201:+	1201	Herpesvirus:Human_cytomegalovirus:5901:-	60100
Herpesvirus:Human_cytomegalovirus:1202:+	1202	Herpesvirus:Human_cytomegalovirus:5902:-	60150
Herpesvirus:Human_cytomegalovirus:1203:+	1203	Herpesvirus:Human_cytomegalovirus:5903:-	60200
Herpesvirus:Human_cytomegalovirus:1204:+	1204	Herpesvirus:Human_cytomegalovirus:5904:-	60250
Herpesvirus:Human_cytomegalovirus:1205:+	1205	Herpesvirus:Human_cytomegalovirus:5905:-	60300
Herpesvirus:Human_cytomegalovirus:1206:+	1206	Herpesvirus:Human_cytomegalovirus:5906:-	60350
Herpesvirus:Human_cytomegalovirus:1207:+	1207	Herpesvirus:Human_cytomegalovirus:5907:-	60400
Herpesvirus:Human_cytomegalovirus:1208:+	1208	Herpesvirus:Human_cytomegalovirus:5908:-	60450
Herpesvirus:Human_cytomegalovirus:1209:+	1209	Herpesvirus:Human_cytomegalovirus:5909:-	60500
Herpesvirus:Human_cytomegalovirus:1210:+	1210	Herpesvirus:Human_cytomegalovirus:5910:-	60550
Herpesvirus:Human_cytomegalovirus:1211:+	1211	Herpesvirus:Human_cytomegalovirus:5911:-	60600
Herpesvirus:Human_cytomegalovirus:1212:+	1212	Herpesvirus:Human_cytomegalovirus:5912:-	60650
Herpesvirus:Human_cytomegalovirus:1213:+	1213	Herpesvirus:Human_cytomegalovirus:5913:-	60700
Herpesvirus:Human_cytomegalovirus:1214:+	1214	Herpesvirus:Human_cytomegalovirus:5914:-	60750
Herpesvirus:Human_cytomegalovirus:1215:+	1215	Herpesvirus:Human_cytomegalovirus:5915:-	60800
Herpesvirus:Human_cytomegalovirus:1216:+	1216	Herpesvirus:Human_cytomegalovirus:5916:-	60850
Herpesvirus:Human_cytomegalovirus:1217:+	1217	Herpesvirus:Human_cytomegalovirus:5917:-	60900
Herpesvirus:Human_cytomegalovirus:1218:+	1218	Herpesvirus:Human_cytomegalovirus:5918:-	60950
Herpesvirus:Human_cytomegalovirus:1219:+	1219	Herpesvirus:Human_cytomegalovirus:5919:-	61000
Herpesvirus:Human_cytomegalovirus:1220:+	1220	Herpesvirus:Human_cytomegalovirus:5920:-	61050
Herpesvirus:Human_cytomegalovirus:1221:+	1221	Herpesvirus:Human_cytomegalovirus:5921:-	61100
Herpesvirus:Human_cytomegalovirus:1222:+	1222	Herpesvirus:Human_cytomegalovirus:5922:-	61150
Herpesvirus:Human_cytomegalovirus:1223:+	1223	Herpesvirus:Human_cytomegalovirus:5923:-	61200
Herpesvirus:Human_cytomegalovirus:1224:+	1224	Herpesvirus:Human_cytomegalovirus:5924:-	61250
Herpesvirus:Human_cytomegalovirus:1225:+	1225	Herpesvirus:Human_cytomegalovirus:5925:-	61300
Herpesvirus:Human_cytomegalovirus:1226:+	1226	Herpesvirus:Human_cytomegalovirus:5926:-	61350
Herpesvirus:Human_cytomegalovirus:1227:+	1227	Herpesvirus:Human_cytomegalovirus:5927:-	61400
Herpesvirus:Human_cytomegalovirus:1228:+	1228	Herpesvirus:Human_cytomegalovirus:5928:-	61450
Herpesvirus:Human_cytomegalovirus:1229:+	1229	Herpesvirus:Human_cytomegalovirus:5929:-	61500
Herpesvirus:Human_cytomegalovirus:1230:+	1230	Herpesvirus:Human_cytomegalovirus:5930:-	61550
Herpesvirus:Human_cytomegalovirus:1231:+	1231	Herpesvirus:Human_cytomegalovirus:5931:-	61600
Herpesvirus:Human_cytomegalovirus:1232:+	1232	Herpesvirus:Human_cytomegalovirus:5932:-	61650
Herpesvirus:Human_cytomegalovirus:1233:+	1233	Herpesvirus:Human_cytomegalovirus:5933:-	61700
Herpesvirus:Human_cytomegalovirus:1234:+	1234	Herpesvirus:Human_cytomegalovirus:5934:-	61750
Herpesvirus:Human_cytomegalovirus:1235:+	1235	Herpesvirus:Human_cytomegalovirus:5935:-	61800
Herpesvirus:Human_cytomegalovirus:1236:+	1236	Herpesvirus:Human_cytomegalovirus:5936:-	61850
Herpesvirus:Human_cytomegalovirus:1237:+	1237	Herpesvirus:Human_cytomegalovirus:5937:-	61900
Herpesvirus:Human_cytomegalovirus:1238:+	1238	Herpesvirus:Human_cytomegalovirus:5938:-	61950
Herpesvirus:Human_cytomegalovirus:1239:+	1239	Herpesvirus:Human_cytomegalovirus:5939:-	62000
Herpesvirus:Human_cytomegalovirus:1240:+	1240	Herpesvirus:Human_cytomegalovirus:5940:-	62050
Herpesvirus:Human_cytomegalovirus:1241:+	1241	Herpesvirus:Human_cytomegalovirus:5941:-	62100
Herpesvirus:Human_cytomegalovirus:1242:+	1242	Herpesvirus:Human_cytomegalovirus:5942:-	62150
Herpesvirus:Human_cytomegalovirus:1243:+	1243	Herpesvirus:Human_cytomegalovirus:5943:-	62200
Herpesvirus:Human_cytomegalovirus:1244:+	1244	Herpesvirus:Human_cytomegalovirus:5944:-	62250
Herpesvirus:Human_cytomegalovirus:1245:+	1245	Herpesvirus:Human_cytomegalovirus:5945:-	62300
Herpesvirus:Human_cytomegalovirus:1246:+	1246	Herpesvirus:Human_cytomegalovirus:5946:-	62350
Herpesvirus:Human_cytomegalovirus:1247:+	1247	Herpesvirus:Human_cytomegalovirus:5947:-	62400
Herpesvirus:Human_cytomegalovirus:1248:+	1248	Herpesvirus:Human_cytomegalovirus:5948:-	62450
Herpesvirus:Human_cytomegalovirus:1249:+	1249	Herpesvirus:Human_cytomegalovirus:5949:-	62500
Herpesvirus:Human_cytomegalovirus:1250:+	1250	Herpesvirus:Human_cytomegalovirus:5950:-	62550
Herpesvirus:Human_cytomegalovirus:1251:+	1251	Herpesvirus:Human_cytomegalovirus:5951:-	62600
Herpesvirus:Human_cytomegalovirus:1252:+	1252	Herpesvirus:Human_cytomegalovirus:5952:-	62650
Herpesvirus:Human_cytomegalovirus:1253:+	1253	Herpesvirus:Human_cytomegalovirus:5953:-	62700
Herpesvirus:Human_cytomegalovirus:1254:+	1254	Herpesvirus:Human_cytomegalovirus:5954:-	62750
Herpesvirus:Human_cytomegalovirus:1255:+	1255	Herpesvirus:Human_cytomegalovirus:5955:-	62800
Herpesvirus:Human_cytomegalovirus:1256:+	1256	Herpesvirus:Human_cytomegalovirus:5956:-	62850
Herpesvirus:Human_cytomegalovirus:1257:+	1257	Herpesvirus:Human_cytomegalovirus:5957:-	62900
Herpesvirus:Human_cytomegalovirus:1258:+	1258	Herpesvirus:Human_cytomegalovirus:5958:-	62950
Herpesvirus:Human_cytomegalovirus:1259:+	1259	Herpesvirus:Human_cytomegalovirus:5959:-	63000
Herpesvirus:Human_cytomegalovirus:1260:+	1260	Herpesvirus:Human_cytomegalovirus:5960:-	63050
Herpesvirus:Human_cytomegalovirus:1261:+	1261	Herpesvirus:Human_cytomegalovirus:5961:-	63100
Herpesvirus:Human_cytomegalovirus:1262:+	1262	Herpesvirus:Human_cytomegalovirus:5962:-	63150
Herpesvirus:Human_cytomegalovirus:1263:+	1263	Herpesvirus:Human_cytomegalovirus:5963:-	63200
Herpesvirus:Human_cytomegalovirus:1264:+	1264	Herpesvirus:Human_cytomegalovirus:5964:-	63250
Herpesvirus:Human_cytomegalovirus:1265:+	1265	Herpesvirus:Human_cytomegalovirus:5965:-	63300
Herpesvirus:Human_cytomegalovirus:1266:+	1266	Herpesvirus:Human_cytomegalovirus:5966:-	63350
Herpesvirus:Human_cytomegalovirus:1267:+	1267	Herpesvirus:Human_cytomegalovirus:5967:-	63400
Herpesvirus:Human_cytomegalovirus:1268:+	1268	Herpesvirus:Human_cytomegalovirus:5968:-	63450
Herpesvirus:Human_cytomegalovirus:1269:+	1269	Herpesvirus:Human_cytomegalovirus:5969:-	63500
Herpesvirus:Human_cytomegalovirus:1270:+	1270	Herpesvirus:Human_cytomegalovirus:5970:-	63550
Herpesvirus:Human_cytomegalovirus:1271:+	1271	Herpesvirus:Human_cytomegalovirus:5971:-	63600
Herpesvirus:Human_cytomegalovirus:1272:+	1272	Herpesvirus:Human_cytomegalovirus:5972:-	63650
Herpesvirus:Human_cytomegalovirus:1273:+	1273	Herpesvirus:Human_cytomegalovirus:5973:-	63700
Herpesvirus:Human_cytomegalovirus:1274:+	1274	Herpesvirus:Human_cytomegalovirus:5974:-	63750
Herpesvirus:Human_cytomegalovirus:1275:+	1275	Herpesvirus:Human_cytomegalovirus:5975:-	63800
Herpesvirus:Human_cytomegalovirus:1276:+	1276	Herpesvirus:Human_cytomegalovirus:5976:-	63850
Herpesvirus:Human_cytomegalovirus:1277:+	1277	Herpesvirus:Human_cytomegalovirus:5977:-	63900
Herpesvirus:Human_cytomegalovirus:1278:+	1278	Herpesvirus:Human_cytomegalovirus:5978:-	63950
Herpesvirus:Human_cytomegalovirus:1279:+	1279	Herpesvirus:Human_cytomegalovirus:5979:-	64000
Herpesvirus:Human_cytomegalovirus:1280:+	1280	Herpesvirus:Human_cytomegalovirus:5980:-	64050
Herpesvirus:Human_cytomegalovirus:1281:+	1281	Herpesvirus:Human_cytomegalovirus:5981:-	64100
Herpesvirus:Human_cytomegalovirus:1282:+	1282	Herpesvirus:Human_cytomegalovirus:5982:-	64150
Herpesvirus:Human_cytomegalovirus:1283:+	1283	Herpesvirus:Human_cytomegalovirus:5983:-	64200
Herpesvirus:Human_cytomegalovirus:1284:+	1284	Herpesvirus:Human_cytomegalovirus:5984:-	64250
Herpesvirus:Human_cytomegalovirus:1285:+	1285	Herpesvirus:Human_cytomegalovirus:5985:-	64300
Herpesvirus:Human_cytomegalovirus:1286:+	1286	Herpesvirus:Human_cytomegalovirus:5986:-	64350
Herpesvirus:Human_cytomegalovirus:1287:+	1287	Herpesvirus:Human_cytomegalovirus:5987:-	64400
Herpesvirus:Human_cytomegalovirus:1288:+	1288	Herpesvirus:Human_cytomegalovirus:5988:-	64450
Herpesvirus:Human_cytomegalovirus:1289:+	1289	Herpesvirus:Human_cytomegalovirus:5989:-	64500
Herpesvirus:Human_cytomegalovirus:1290:+	1290	Herpesvirus:Human_cytomegalovirus:5990:-	64550
Herpesvirus:Human_cytomegalovirus:1291:+	1291	Herpesvirus:Human_cytomegalovirus:5991:-	64600
Herpesvirus:Human_cytomegalovirus:1292:+	1292	Herpesvirus:Human_cytomegalovirus:5992:-	64650
Herpesvirus:Human_cytomegalovirus:1293:+	1293	Herpesvirus:Human_cytomegalovirus:5993:-	64700
Herpesvirus:Human_cytomegalovirus:1294:+	1294	Herpesvirus:Human_cytomegalovirus:5994:-	64750
Herpesvirus:Human_cytomegalovirus:1295:+	1295	Herpesvirus:Human_cytomegalovirus:5995:-	64800
Herpesvirus:Human_cytomegalovirus:1296:+	1296	Herpesvirus:Human_cytomegalovirus:5996:-	64850
Herpesvirus:Human_cytomegalovirus:1297:+	1297	Herpesvirus:Human_cytomegalovirus:5997:-	64900
Herpesvirus:Human_cytomegalovirus:1298:+	1298	Herpesvirus:Human_cytomegalovirus:5998:-	64950
Herpesvirus:Human_cytomegalovirus:1299:+	1299	Herpesvirus:Human_cytomegalovirus:5999:-	65000
Herpesvirus:Human_cytomegalovirus:1300:+	1300	Herpesvirus:Human_cytomegalovirus:6000:-	65050
Herpesvirus:Human_cytomegalovirus:1301:+	1301	Herpesvirus:Human_cytomegalovirus:6001:-	65100
Herpesvirus:Human_cytomegalovirus:1302:+	1302	Herpesvirus:Human_cytomegalovirus:6002:-	65150
Herpesvirus:Human_cytomegalovirus:1303:+	1303	Herpesvirus:Human_cytomegalovirus:6003:-	65200
Herpesvirus:Human_cytomegalovirus:1304:+	1304	Herpesvirus:Human_cytomegalovirus:6004:-	65250
Herpesvirus:Human_cytomegalovirus:1305:+	1305	Herpesvirus:Human_cytomegalovirus:6005:-	65300
Herpesvirus:Human_cytomegalovirus:1306:+	1306	Herpesvirus:Human_cytomegalovirus:6006:-	65350
Herpesvirus:Human_cytomegalovirus:1307:+	1307	Herpesvirus:Human_cytomegalovirus:6007:-	65400
Herpesvirus:Human_cytomegalovirus:1308:+	1308	Herpesvirus:Human_cytomegalovirus:6008:-	65450
Herpesvirus:Human_cytomegalovirus:1309:+	1309	Herpesvirus:Human_cytomegalovirus:6009:-	65500
Herpesvirus:Human_cytomegalovirus:1310:+	1310	Herpesvirus:Human_cytomegalovirus:6010:-	65550
Herpesvirus:Human_cytomegalovirus:1311:+	1311	Herpesvirus:Human_cytomegalovirus:6011:-	65600
Herpesvirus:Human_cytomegalovirus:1312:+	1312	Herpesvirus:Human_cytomegalovirus:6012:-	65650
Herpesvirus:Human_cytomegalovirus:1313:+	1313	Herpesvirus:Human_cytomegalovirus:6013:-	65700
Herpesvirus:Human_cytomegalovirus:1314:+	1314	Herpesvirus:Human_cytomegalovirus:6014:-	65750
Herpesvirus:Human_cytomegalovirus:1315:+	1315	Herpesvirus:Human_cytomegalovirus:6015:-	65800
Herpesvirus:Human_cytomegalovirus:1316:+	1316	Herpesvirus:Human_cytomegalovirus:6016:-	65850
Herpesvirus:Human_cytomegalovirus:1317:+	1317	Herpesvirus:Human_cytomegalovirus:6017:-	65900
Herpesvirus:Human_cytomegalovirus:1318:+	1318	Herpesvirus:Human_cytomegalovirus:6018:-	65950
Herpesvirus:Human_cytomegalovirus:1319:+	1319	Herpesvirus:Human_cytomegalovirus:6019:-	66000
Herpesvirus:Human_cytomegalovirus:1320:+	1320	Herpesvirus:Human_cytomegalovirus:6020:-	66050
Herpesvirus:Human_cytomegalovirus:1321:+	1321	Herpesvirus:Human_cytomegalovirus:6021:-	66100
Herpesvirus:Human_cytomegalovirus:1322:+	1322	Herpesvirus:Human_cytomegalovirus:6022:-	66150
Herpesvirus:Human_cytomegalovirus:1323:+	1323	Herpesvirus:Human_cytomegalovirus:6023:-	66200
Herpesvirus:Human_cytomegalovirus:1324:+	1324	Herpesvirus:Human_cytomegalovirus:6024:-	66250
Herpesvirus:Human_cytomegalovirus:1325:+	1325	Herpesvirus:Human_cytomegalovirus:6025:-	66300
Herpesvirus:Human_cytomegalovirus:1326:+	1326	Herpesvirus:Human_cytomegalovirus:6026:-	66350
Herpesvirus:Human_cytomegalovirus:1327:+	1327	Herpesvirus:Human_cytomegalovirus:6027:-	66400
Herpesvirus:Human_cytomegalovirus:1328:+	1328	Herpesvirus:Human_cytomegalovirus:6028:-	66450
Herpesvirus:Human_cytomegalovirus:1329:+	1329	Herpesvirus:Human_cytomegalovirus:6029:-	66500
Herpesvirus:Human_cytomegalovirus:1330:+	1330	Herpesvirus:Human_cytomegalovirus:6030:-	66550
Herpesvirus:Human_cytomegalovirus:1331:+	1331	Herpesvirus:Human_cytomegalovirus:6031:-	66600
Herpesvirus:Human_cytomegalovirus:1332:+	1332	Herpesvirus:Human_cytomegalovirus:6032:-	66650
Herpesvirus:Human_cytomegalovirus:1333:+	1333	Herpesvirus:Human_cytomegalovirus:6033:-	66700
Herpesvirus:Human_cytomegalovirus:1334:+	1334	Herpesvirus:Human_cytomegalovirus:6034:-	66750
Herpesvirus:Human_cytomegalovirus:1335:+	1335	Herpesvirus:Human_cytomegalovirus:6035:-	66800
Herpesvirus:Human_cytomegalovirus:1336:+	1336	Herpesvirus:Human_cytomegalovirus:6036:-	66850
Herpesvirus:Human_cytomegalovirus:1337:+	1337	Herpesvirus:Human_cytomegalovirus:6037:-	66900
Herpesvirus:Human_cytomegalovirus:1338:+	1338	Herpesvirus:Human_cytomegalovirus:6038:-	66950
Herpesvirus:Human_cytomegalovirus:1339:+	1339	Herpesvirus:Human_cytomegalovirus:6039:-	67000
Herpesvirus:Human_cytomegalovirus:1340:+	1340	Herpesvirus:Human_cytomegalovirus:6040:-	67050
Herpesvirus:Human_cytomegalovirus:1341:+	1341	Herpesvirus:Human_cytomegalovirus:6041:-	67100
Herpesvirus:Human_cytomegalovirus:1342:+	1342	Herpesvirus:Human_cytomegalovirus:6042:-	67150
Herpesvirus:Human_cytomegalovirus:1343:+	1343	Herpesvirus:Human_cytomegalovirus:6043:-	67200
Herpesvirus:Human_cytomegalovirus:1344:+	1344	Herpesvirus:Human_cytomegalovirus:6044:-	67250
Herpesvirus:Human_cytomegalovirus:1345:+	1345	Herpesvirus:Human_cytomegalovirus:6045:-	67300
Herpesvirus:Human_cytomegalovirus:1346:+	1346	Herpesvirus:Human_cytomegalovirus:6046:-	67350
Herpesvirus:Human_cytomegalovirus:1347:+	1347	Herpesvirus:Human_cytomegalovirus:6047:-	67400
Herpesvirus:Human_cytomegalovirus:1348:+	1348	Herpesvirus:Human_cytomegalovirus:6048:-	67450
Herpesvirus:Human_cytomegalovirus:1349:+	1349	Herpesvirus:Human_cytomegalovirus:6049:-	67500
Herpesvirus:Human_cytomegalovirus:1350:+	1350	Herpesvirus:Human_cytomegalovirus:6050:-	67550
Herpesvirus:Human_cytomegalovirus:1351:+	1351	Herpesvirus:Human_cytomegalovirus:6051:-	67600
Herpesvirus:Human_cytomegalovirus:1352:+	1352	Herpesvirus:Human_cytomegalovirus:6052:-	67650
Herpesvirus:Human_cytomegalovirus:1353:+	1353	Herpesvirus:Human_cytomegalovirus:6053:-	67700
Herpesvirus:Human_cytomegalovirus:1354:+	1354	Herpesvirus:Human_cytomegalovirus:6054:-	67750
Herpesvirus:Human_cytomegalovirus:1355:+	1355	Herpesvirus:Human_cytomegalovirus:6055:-	67800
Herpesvirus:Human_cytomegalovirus:1356:+	1356	Herpesvirus:Human_cytomegalovirus:6056:-	67850
Herpesvirus:Human_cytomegalovirus:1357:+	1357	Herpesvirus:Human_cytomegalovirus:6057:-	67900
Herpesvirus:Human_cytomegalovirus:1358:+	1358	Herpesvirus:Human_cytomegalovirus:6058:-	67950
Herpesvirus:Human_cytomegalovirus:1359:+	1359	Herpesvirus:Human_cytomegalovirus:6059:-	68000
Herpesvirus:Human_cytomegalovirus:1360:+	1360	Herpesvirus:Human_cytomegalovirus:6060:-	68050
Herpesvirus:Human_cytomegalovirus:1361:+	1361	Herpesvirus:Human_cytomegalovirus:6061:-	68100
Herpesvirus:Human_cytomegalovirus:1362:+	1362	Herpesvirus:Human_cytomegalovirus:6062:-	68150
Herpesvirus:Human_cytomegalovirus:1363:+	1363	Herpesvirus:Human_cytomegalovirus:6063:-	68200
Herpesvirus:Human_cytomegalovirus:1364:+	1364	Herpesvirus:Human_cytomegalovirus:6064:-	68250
Herpesvirus:Human_cytomegalovirus:1365:+	1365	Herpesvirus:Human_cytomegalovirus:6065:-	68300
Herpesvirus:Human_cytomegalovirus:1366:+	1366	Herpesvirus:Human_cytomegalovirus:6066:-	68350
Herpesvirus:Human_cytomegalovirus:1367:+	1367	Herpesvirus:Human_cytomegalovirus:6067:-	68400
Herpesvirus:Human_cytomegalovirus:1368:+	1368	Herpesvirus:Human_cytomegalovirus:6068:-	68450
Herpesvirus:Human_cytomegalovirus:1369:+	1369	Herpesvirus:Human_cytomegalovirus:6069:-	68500
Herpesvirus:Human_cytomegalovirus:1370:+	1370	Herpesvirus:Human_cytomegalovirus:6070:-	68550
Herpesvirus:Human_cytomegalovirus:1371:+	1371	Herpesvirus:Human_cytomegalovirus:6071:-	68600
Herpesvirus:Human_cytomegalovirus:1372:+	1372	Herpesvirus:Human_cytomegalovirus:6072:-	68650
