sense	number	antisense	bp
Herpesvirus:Herpes_Simplex_1_KOS:758:+	758	Herpesvirus:Herpes_Simplex_1_KOS:3795:-	37950
Herpesvirus:Herpes_Simplex_1_KOS:759:+	759	Herpesvirus:Herpes_Simplex_1_KOS:3796:-	38000
Herpesvirus:Herpes_Simplex_1_KOS:760:+	760	Herpesvirus:Herpes_Simplex_1_KOS:3797:-	38050
Herpesvirus:Herpes_Simplex_1_KOS:761:+	761	Herpesvirus:Herpes_Simplex_1_KOS:3798:-	38100
Herpesvirus:Herpes_Simplex_1_KOS:762:+	762	Herpesvirus:Herpes_Simplex_1_KOS:3799:-	38150
Herpesvirus:Herpes_Simplex_1_KOS:763:+	763	Herpesvirus:Herpes_Simplex_1_KOS:3800:-	38200
Herpesvirus:Herpes_Simplex_1_KOS:764:+	764	Herpesvirus:Herpes_Simplex_1_KOS:3801:-	38250
Herpesvirus:Herpes_Simplex_1_KOS:765:+	765	Herpesvirus:Herpes_Simplex_1_KOS:3802:-	38300
Herpesvirus:Herpes_Simplex_1_KOS:766:+	766	Herpesvirus:Herpes_Simplex_1_KOS:3803:-	38350
Herpesvirus:Herpes_Simplex_1_KOS:767:+	767	Herpesvirus:Herpes_Simplex_1_KOS:3804:-	38400
Herpesvirus:Herpes_Simplex_1_KOS:768:+	768	Herpesvirus:Herpes_Simplex_1_KOS:3805:-	38450
Herpesvirus:Herpes_Simplex_1_KOS:769:+	769	Herpesvirus:Herpes_Simplex_1_KOS:3806:-	38500
Herpesvirus:Herpes_Simplex_1_KOS:770:+	770	Herpesvirus:Herpes_Simplex_1_KOS:3807:-	38550
Herpesvirus:Herpes_Simplex_1_KOS:771:+	771	Herpesvirus:Herpes_Simplex_1_KOS:3808:-	38600
Herpesvirus:Herpes_Simplex_1_KOS:772:+	772	Herpesvirus:Herpes_Simplex_1_KOS:3809:-	38650
Herpesvirus:Herpes_Simplex_1_KOS:773:+	773	Herpesvirus:Herpes_Simplex_1_KOS:3810:-	38700
Herpesvirus:Herpes_Simplex_1_KOS:774:+	774	Herpesvirus:Herpes_Simplex_1_KOS:3811:-	38750
Herpesvirus:Herpes_Simplex_1_KOS:775:+	775	Herpesvirus:Herpes_Simplex_1_KOS:3812:-	38800
Herpesvirus:Herpes_Simplex_1_KOS:776:+	776	Herpesvirus:Herpes_Simplex_1_KOS:3813:-	38850
Herpesvirus:Herpes_Simplex_1_KOS:777:+	777	Herpesvirus:Herpes_Simplex_1_KOS:3814:-	38900
Herpesvirus:Herpes_Simplex_1_KOS:778:+	778	Herpesvirus:Herpes_Simplex_1_KOS:3815:-	38950
Herpesvirus:Herpes_Simplex_1_KOS:779:+	779	Herpesvirus:Herpes_Simplex_1_KOS:3816:-	39000
Herpesvirus:Herpes_Simplex_1_KOS:780:+	780	Herpesvirus:Herpes_Simplex_1_KOS:3817:-	39050
Herpesvirus:Herpes_Simplex_1_KOS:781:+	781	Herpesvirus:Herpes_Simplex_1_KOS:3818:-	39100
Herpesvirus:Herpes_Simplex_1_KOS:782:+	782	Herpesvirus:Herpes_Simplex_1_KOS:3819:-	39150
Herpesvirus:Herpes_Simplex_1_KOS:783:+	783	Herpesvirus:Herpes_Simplex_1_KOS:3820:-	39200
Herpesvirus:Herpes_Simplex_1_KOS:784:+	784	Herpesvirus:Herpes_Simplex_1_KOS:3821:-	39250
Herpesvirus:Herpes_Simplex_1_KOS:785:+	785	Herpesvirus:Herpes_Simplex_1_KOS:3822:-	39300
Herpesvirus:Herpes_Simplex_1_KOS:786:+	786	Herpesvirus:Herpes_Simplex_1_KOS:3823:-	39350
Herpesvirus:Herpes_Simplex_1_KOS:787:+	787	Herpesvirus:Herpes_Simplex_1_KOS:3824:-	39400
Herpesvirus:Herpes_Simplex_1_KOS:788:+	788	Herpesvirus:Herpes_Simplex_1_KOS:3825:-	39450
Herpesvirus:Herpes_Simplex_1_KOS:789:+	789	Herpesvirus:Herpes_Simplex_1_KOS:3826:-	39500
Herpesvirus:Herpes_Simplex_1_KOS:790:+	790	Herpesvirus:Herpes_Simplex_1_KOS:3827:-	39550
Herpesvirus:Herpes_Simplex_1_KOS:791:+	791	Herpesvirus:Herpes_Simplex_1_KOS:3828:-	39600
Herpesvirus:Herpes_Simplex_1_KOS:792:+	792	Herpesvirus:Herpes_Simplex_1_KOS:3829:-	39650
Herpesvirus:Herpes_Simplex_1_KOS:793:+	793	Herpesvirus:Herpes_Simplex_1_KOS:3830:-	39700
Herpesvirus:Herpes_Simplex_1_KOS:794:+	794	Herpesvirus:Herpes_Simplex_1_KOS:3831:-	39750
Herpesvirus:Herpes_Simplex_1_KOS:795:+	795	Herpesvirus:Herpes_Simplex_1_KOS:3832:-	39800
Herpesvirus:Herpes_Simplex_1_KOS:796:+	796	Herpesvirus:Herpes_Simplex_1_KOS:3833:-	39850
Herpesvirus:Herpes_Simplex_1_KOS:797:+	797	Herpesvirus:Herpes_Simplex_1_KOS:3834:-	39900
Herpesvirus:Herpes_Simplex_1_KOS:798:+	798	Herpesvirus:Herpes_Simplex_1_KOS:3835:-	39950
Herpesvirus:Herpes_Simplex_1_KOS:799:+	799	Herpesvirus:Herpes_Simplex_1_KOS:3836:-	40000
Herpesvirus:Herpes_Simplex_1_KOS:800:+	800	Herpesvirus:Herpes_Simplex_1_KOS:3837:-	40050
Herpesvirus:Herpes_Simplex_1_KOS:801:+	801	Herpesvirus:Herpes_Simplex_1_KOS:3838:-	40100
Herpesvirus:Herpes_Simplex_1_KOS:802:+	802	Herpesvirus:Herpes_Simplex_1_KOS:3839:-	40150
Herpesvirus:Herpes_Simplex_1_KOS:803:+	803	Herpesvirus:Herpes_Simplex_1_KOS:3840:-	40200
Herpesvirus:Herpes_Simplex_1_KOS:804:+	804	Herpesvirus:Herpes_Simplex_1_KOS:3841:-	40250
Herpesvirus:Herpes_Simplex_1_KOS:805:+	805	Herpesvirus:Herpes_Simplex_1_KOS:3842:-	40300
Herpesvirus:Herpes_Simplex_1_KOS:806:+	806	Herpesvirus:Herpes_Simplex_1_KOS:3843:-	40350
Herpesvirus:Herpes_Simplex_1_KOS:807:+	807	Herpesvirus:Herpes_Simplex_1_KOS:3844:-	40400
Herpesvirus:Herpes_Simplex_1_KOS:808:+	808	Herpesvirus:Herpes_Simplex_1_KOS:3845:-	40450
Herpesvirus:Herpes_Simplex_1_KOS:809:+	809	Herpesvirus:Herpes_Simplex_1_KOS:3846:-	40500
Herpesvirus:Herpes_Simplex_1_KOS:810:+	810	Herpesvirus:Herpes_Simplex_1_KOS:3847:-	40550
Herpesvirus:Herpes_Simplex_1_KOS:811:+	811	Herpesvirus:Herpes_Simplex_1_KOS:3848:-	40600
Herpesvirus:Herpes_Simplex_1_KOS:812:+	812	Herpesvirus:Herpes_Simplex_1_KOS:3849:-	40650
Herpesvirus:Herpes_Simplex_1_KOS:813:+	813	Herpesvirus:Herpes_Simplex_1_KOS:3850:-	40700
Herpesvirus:Herpes_Simplex_1_KOS:814:+	814	Herpesvirus:Herpes_Simplex_1_KOS:3851:-	40750
Herpesvirus:Herpes_Simplex_1_KOS:815:+	815	Herpesvirus:Herpes_Simplex_1_KOS:3852:-	40800
Herpesvirus:Herpes_Simplex_1_KOS:816:+	816	Herpesvirus:Herpes_Simplex_1_KOS:3853:-	40850
Herpesvirus:Herpes_Simplex_1_KOS:817:+	817	Herpesvirus:Herpes_Simplex_1_KOS:3854:-	40900
Herpesvirus:Herpes_Simplex_1_KOS:818:+	818	Herpesvirus:Herpes_Simplex_1_KOS:3855:-	40950
Herpesvirus:Herpes_Simplex_1_KOS:819:+	819	Herpesvirus:Herpes_Simplex_1_KOS:3856:-	41000
Herpesvirus:Herpes_Simplex_1_KOS:820:+	820	Herpesvirus:Herpes_Simplex_1_KOS:3857:-	41050
Herpesvirus:Herpes_Simplex_1_KOS:821:+	821	Herpesvirus:Herpes_Simplex_1_KOS:3858:-	41100
Herpesvirus:Herpes_Simplex_1_KOS:822:+	822	Herpesvirus:Herpes_Simplex_1_KOS:3859:-	41150
Herpesvirus:Herpes_Simplex_1_KOS:823:+	823	Herpesvirus:Herpes_Simplex_1_KOS:3860:-	41200
Herpesvirus:Herpes_Simplex_1_KOS:824:+	824	Herpesvirus:Herpes_Simplex_1_KOS:3861:-	41250
Herpesvirus:Herpes_Simplex_1_KOS:825:+	825	Herpesvirus:Herpes_Simplex_1_KOS:3862:-	41300
Herpesvirus:Herpes_Simplex_1_KOS:826:+	826	Herpesvirus:Herpes_Simplex_1_KOS:3863:-	41350
Herpesvirus:Herpes_Simplex_1_KOS:827:+	827	Herpesvirus:Herpes_Simplex_1_KOS:3864:-	41400
Herpesvirus:Herpes_Simplex_1_KOS:828:+	828	Herpesvirus:Herpes_Simplex_1_KOS:3865:-	41450
Herpesvirus:Herpes_Simplex_1_KOS:829:+	829	Herpesvirus:Herpes_Simplex_1_KOS:3866:-	41500
Herpesvirus:Herpes_Simplex_1_KOS:830:+	830	Herpesvirus:Herpes_Simplex_1_KOS:3867:-	41550
Herpesvirus:Herpes_Simplex_1_KOS:831:+	831	Herpesvirus:Herpes_Simplex_1_KOS:3868:-	41600
Herpesvirus:Herpes_Simplex_1_KOS:832:+	832	Herpesvirus:Herpes_Simplex_1_KOS:3869:-	41650
Herpesvirus:Herpes_Simplex_1_KOS:833:+	833	Herpesvirus:Herpes_Simplex_1_KOS:3870:-	41700
Herpesvirus:Herpes_Simplex_1_KOS:834:+	834	Herpesvirus:Herpes_Simplex_1_KOS:3871:-	41750
Herpesvirus:Herpes_Simplex_1_KOS:835:+	835	Herpesvirus:Herpes_Simplex_1_KOS:3872:-	41800
Herpesvirus:Herpes_Simplex_1_KOS:836:+	836	Herpesvirus:Herpes_Simplex_1_KOS:3873:-	41850
Herpesvirus:Herpes_Simplex_1_KOS:837:+	837	Herpesvirus:Herpes_Simplex_1_KOS:3874:-	41900
Herpesvirus:Herpes_Simplex_1_KOS:838:+	838	Herpesvirus:Herpes_Simplex_1_KOS:3875:-	41950
Herpesvirus:Herpes_Simplex_1_KOS:839:+	839	Herpesvirus:Herpes_Simplex_1_KOS:3876:-	42000
Herpesvirus:Herpes_Simplex_1_KOS:840:+	840	Herpesvirus:Herpes_Simplex_1_KOS:3877:-	42050
Herpesvirus:Herpes_Simplex_1_KOS:841:+	841	Herpesvirus:Herpes_Simplex_1_KOS:3878:-	42100
Herpesvirus:Herpes_Simplex_1_KOS:842:+	842	Herpesvirus:Herpes_Simplex_1_KOS:3879:-	42150
Herpesvirus:Herpes_Simplex_1_KOS:843:+	843	Herpesvirus:Herpes_Simplex_1_KOS:3880:-	42200
Herpesvirus:Herpes_Simplex_1_KOS:844:+	844	Herpesvirus:Herpes_Simplex_1_KOS:3881:-	42250
Herpesvirus:Herpes_Simplex_1_KOS:845:+	845	Herpesvirus:Herpes_Simplex_1_KOS:3882:-	42300
Herpesvirus:Herpes_Simplex_1_KOS:846:+	846	Herpesvirus:Herpes_Simplex_1_KOS:3883:-	42350
Herpesvirus:Herpes_Simplex_1_KOS:847:+	847	Herpesvirus:Herpes_Simplex_1_KOS:3884:-	42400
Herpesvirus:Herpes_Simplex_1_KOS:848:+	848	Herpesvirus:Herpes_Simplex_1_KOS:3885:-	42450
Herpesvirus:Herpes_Simplex_1_KOS:849:+	849	Herpesvirus:Herpes_Simplex_1_KOS:3886:-	42500
Herpesvirus:Herpes_Simplex_1_KOS:850:+	850	Herpesvirus:Herpes_Simplex_1_KOS:3887:-	42550
Herpesvirus:Herpes_Simplex_1_KOS:851:+	851	Herpesvirus:Herpes_Simplex_1_KOS:3888:-	42600
Herpesvirus:Herpes_Simplex_1_KOS:852:+	852	Herpesvirus:Herpes_Simplex_1_KOS:3889:-	42650
Herpesvirus:Herpes_Simplex_1_KOS:853:+	853	Herpesvirus:Herpes_Simplex_1_KOS:3890:-	42700
Herpesvirus:Herpes_Simplex_1_KOS:854:+	854	Herpesvirus:Herpes_Simplex_1_KOS:3891:-	42750
Herpesvirus:Herpes_Simplex_1_KOS:855:+	855	Herpesvirus:Herpes_Simplex_1_KOS:3892:-	42800
Herpesvirus:Herpes_Simplex_1_KOS:856:+	856	Herpesvirus:Herpes_Simplex_1_KOS:3893:-	42850
Herpesvirus:Herpes_Simplex_1_KOS:857:+	857	Herpesvirus:Herpes_Simplex_1_KOS:3894:-	42900
Herpesvirus:Herpes_Simplex_1_KOS:858:+	858	Herpesvirus:Herpes_Simplex_1_KOS:3895:-	42950
Herpesvirus:Herpes_Simplex_1_KOS:859:+	859	Herpesvirus:Herpes_Simplex_1_KOS:3896:-	43000
Herpesvirus:Herpes_Simplex_1_KOS:860:+	860	Herpesvirus:Herpes_Simplex_1_KOS:3897:-	43050
Herpesvirus:Herpes_Simplex_1_KOS:861:+	861	Herpesvirus:Herpes_Simplex_1_KOS:3898:-	43100
Herpesvirus:Herpes_Simplex_1_KOS:862:+	862	Herpesvirus:Herpes_Simplex_1_KOS:3899:-	43150
Herpesvirus:Herpes_Simplex_1_KOS:863:+	863	Herpesvirus:Herpes_Simplex_1_KOS:3900:-	43200
Herpesvirus:Herpes_Simplex_1_KOS:864:+	864	Herpesvirus:Herpes_Simplex_1_KOS:3901:-	43250
Herpesvirus:Herpes_Simplex_1_KOS:865:+	865	Herpesvirus:Herpes_Simplex_1_KOS:3902:-	43300
Herpesvirus:Herpes_Simplex_1_KOS:866:+	866	Herpesvirus:Herpes_Simplex_1_KOS:3903:-	43350
Herpesvirus:Herpes_Simplex_1_KOS:867:+	867	Herpesvirus:Herpes_Simplex_1_KOS:3904:-	43400
Herpesvirus:Herpes_Simplex_1_KOS:868:+	868	Herpesvirus:Herpes_Simplex_1_KOS:3905:-	43450
Herpesvirus:Herpes_Simplex_1_KOS:869:+	869	Herpesvirus:Herpes_Simplex_1_KOS:3906:-	43500
Herpesvirus:Herpes_Simplex_1_KOS:870:+	870	Herpesvirus:Herpes_Simplex_1_KOS:3907:-	43550
Herpesvirus:Herpes_Simplex_1_KOS:871:+	871	Herpesvirus:Herpes_Simplex_1_KOS:3908:-	43600
Herpesvirus:Herpes_Simplex_1_KOS:872:+	872	Herpesvirus:Herpes_Simplex_1_KOS:3909:-	43650
Herpesvirus:Herpes_Simplex_1_KOS:873:+	873	Herpesvirus:Herpes_Simplex_1_KOS:3910:-	43700
Herpesvirus:Herpes_Simplex_1_KOS:874:+	874	Herpesvirus:Herpes_Simplex_1_KOS:3911:-	43750
Herpesvirus:Herpes_Simplex_1_KOS:875:+	875	Herpesvirus:Herpes_Simplex_1_KOS:3912:-	43800
Herpesvirus:Herpes_Simplex_1_KOS:876:+	876	Herpesvirus:Herpes_Simplex_1_KOS:3913:-	43850
Herpesvirus:Herpes_Simplex_1_KOS:877:+	877	Herpesvirus:Herpes_Simplex_1_KOS:3914:-	43900
Herpesvirus:Herpes_Simplex_1_KOS:878:+	878	Herpesvirus:Herpes_Simplex_1_KOS:3915:-	43950
Herpesvirus:Herpes_Simplex_1_KOS:879:+	879	Herpesvirus:Herpes_Simplex_1_KOS:3916:-	44000
Herpesvirus:Herpes_Simplex_1_KOS:880:+	880	Herpesvirus:Herpes_Simplex_1_KOS:3917:-	44050
Herpesvirus:Herpes_Simplex_1_KOS:881:+	881	Herpesvirus:Herpes_Simplex_1_KOS:3918:-	44100
Herpesvirus:Herpes_Simplex_1_KOS:882:+	882	Herpesvirus:Herpes_Simplex_1_KOS:3919:-	44150
Herpesvirus:Herpes_Simplex_1_KOS:883:+	883	Herpesvirus:Herpes_Simplex_1_KOS:3920:-	44200
Herpesvirus:Herpes_Simplex_1_KOS:884:+	884	Herpesvirus:Herpes_Simplex_1_KOS:3921:-	44250
Herpesvirus:Herpes_Simplex_1_KOS:885:+	885	Herpesvirus:Herpes_Simplex_1_KOS:3922:-	44300
Herpesvirus:Herpes_Simplex_1_KOS:886:+	886	Herpesvirus:Herpes_Simplex_1_KOS:3923:-	44350
Herpesvirus:Herpes_Simplex_1_KOS:887:+	887	Herpesvirus:Herpes_Simplex_1_KOS:3924:-	44400
Herpesvirus:Herpes_Simplex_1_KOS:888:+	888	Herpesvirus:Herpes_Simplex_1_KOS:3925:-	44450
Herpesvirus:Herpes_Simplex_1_KOS:889:+	889	Herpesvirus:Herpes_Simplex_1_KOS:3926:-	44500
Herpesvirus:Herpes_Simplex_1_KOS:890:+	890	Herpesvirus:Herpes_Simplex_1_KOS:3927:-	44550
Herpesvirus:Herpes_Simplex_1_KOS:891:+	891	Herpesvirus:Herpes_Simplex_1_KOS:3928:-	44600
Herpesvirus:Herpes_Simplex_1_KOS:892:+	892	Herpesvirus:Herpes_Simplex_1_KOS:3929:-	44650
Herpesvirus:Herpes_Simplex_1_KOS:893:+	893	Herpesvirus:Herpes_Simplex_1_KOS:3930:-	44700
Herpesvirus:Herpes_Simplex_1_KOS:894:+	894	Herpesvirus:Herpes_Simplex_1_KOS:3931:-	44750
Herpesvirus:Herpes_Simplex_1_KOS:895:+	895	Herpesvirus:Herpes_Simplex_1_KOS:3932:-	44800
Herpesvirus:Herpes_Simplex_1_KOS:896:+	896	Herpesvirus:Herpes_Simplex_1_KOS:3933:-	44850
Herpesvirus:Herpes_Simplex_1_KOS:897:+	897	Herpesvirus:Herpes_Simplex_1_KOS:3934:-	44900
Herpesvirus:Herpes_Simplex_1_KOS:898:+	898	Herpesvirus:Herpes_Simplex_1_KOS:3935:-	44950
Herpesvirus:Herpes_Simplex_1_KOS:899:+	899	Herpesvirus:Herpes_Simplex_1_KOS:3936:-	45000
Herpesvirus:Herpes_Simplex_1_KOS:900:+	900	Herpesvirus:Herpes_Simplex_1_KOS:3937:-	45050
Herpesvirus:Herpes_Simplex_1_KOS:901:+	901	Herpesvirus:Herpes_Simplex_1_KOS:3938:-	45100
Herpesvirus:Herpes_Simplex_1_KOS:902:+	902	Herpesvirus:Herpes_Simplex_1_KOS:3939:-	45150
Herpesvirus:Herpes_Simplex_1_KOS:903:+	903	Herpesvirus:Herpes_Simplex_1_KOS:3940:-	45200
Herpesvirus:Herpes_Simplex_1_KOS:904:+	904	Herpesvirus:Herpes_Simplex_1_KOS:3941:-	45250
Herpesvirus:Herpes_Simplex_1_KOS:905:+	905	Herpesvirus:Herpes_Simplex_1_KOS:3942:-	45300
Herpesvirus:Herpes_Simplex_1_KOS:906:+	906	Herpesvirus:Herpes_Simplex_1_KOS:3943:-	45350
Herpesvirus:Herpes_Simplex_1_KOS:907:+	907	Herpesvirus:Herpes_Simplex_1_KOS:3944:-	45400
Herpesvirus:Herpes_Simplex_1_KOS:908:+	908	Herpesvirus:Herpes_Simplex_1_KOS:3945:-	45450
Herpesvirus:Herpes_Simplex_1_KOS:909:+	909	Herpesvirus:Herpes_Simplex_1_KOS:3946:-	45500
Herpesvirus:Herpes_Simplex_1_KOS:910:+	910	Herpesvirus:Herpes_Simplex_1_KOS:3947:-	45550
Herpesvirus:Herpes_Simplex_1_KOS:911:+	911	Herpesvirus:Herpes_Simplex_1_KOS:3948:-	45600
Herpesvirus:Herpes_Simplex_1_KOS:912:+	912	Herpesvirus:Herpes_Simplex_1_KOS:3949:-	45650
Herpesvirus:Herpes_Simplex_1_KOS:913:+	913	Herpesvirus:Herpes_Simplex_1_KOS:3950:-	45700
Herpesvirus:Herpes_Simplex_1_KOS:914:+	914	Herpesvirus:Herpes_Simplex_1_KOS:3951:-	45750
Herpesvirus:Herpes_Simplex_1_KOS:915:+	915	Herpesvirus:Herpes_Simplex_1_KOS:3952:-	45800
Herpesvirus:Herpes_Simplex_1_KOS:916:+	916	Herpesvirus:Herpes_Simplex_1_KOS:3953:-	45850
Herpesvirus:Herpes_Simplex_1_KOS:917:+	917	Herpesvirus:Herpes_Simplex_1_KOS:3954:-	45900
Herpesvirus:Herpes_Simplex_1_KOS:918:+	918	Herpesvirus:Herpes_Simplex_1_KOS:3955:-	45950
Herpesvirus:Herpes_Simplex_1_KOS:919:+	919	Herpesvirus:Herpes_Simplex_1_KOS:3956:-	46000
Herpesvirus:Herpes_Simplex_1_KOS:920:+	920	Herpesvirus:Herpes_Simplex_1_KOS:3957:-	46050
Herpesvirus:Herpes_Simplex_1_KOS:921:+	921	Herpesvirus:Herpes_Simplex_1_KOS:3958:-	46100
Herpesvirus:Herpes_Simplex_1_KOS:922:+	922	Herpesvirus:Herpes_Simplex_1_KOS:3959:-	46150
Herpesvirus:Herpes_Simplex_1_KOS:923:+	923	Herpesvirus:Herpes_Simplex_1_KOS:3960:-	46200
Herpesvirus:Herpes_Simplex_1_KOS:924:+	924	Herpesvirus:Herpes_Simplex_1_KOS:3961:-	46250
Herpesvirus:Herpes_Simplex_1_KOS:925:+	925	Herpesvirus:Herpes_Simplex_1_KOS:3962:-	46300
Herpesvirus:Herpes_Simplex_1_KOS:926:+	926	Herpesvirus:Herpes_Simplex_1_KOS:3963:-	46350
Herpesvirus:Herpes_Simplex_1_KOS:927:+	927	Herpesvirus:Herpes_Simplex_1_KOS:3964:-	46400
Herpesvirus:Herpes_Simplex_1_KOS:928:+	928	Herpesvirus:Herpes_Simplex_1_KOS:3965:-	46450
Herpesvirus:Herpes_Simplex_1_KOS:929:+	929	Herpesvirus:Herpes_Simplex_1_KOS:3966:-	46500
Herpesvirus:Herpes_Simplex_1_KOS:930:+	930	Herpesvirus:Herpes_Simplex_1_KOS:3967:-	46550
Herpesvirus:Herpes_Simplex_1_KOS:931:+	931	Herpesvirus:Herpes_Simplex_1_KOS:3968:-	46600
Herpesvirus:Herpes_Simplex_1_KOS:932:+	932	Herpesvirus:Herpes_Simplex_1_KOS:3969:-	46650
Herpesvirus:Herpes_Simplex_1_KOS:933:+	933	Herpesvirus:Herpes_Simplex_1_KOS:3970:-	46700
Herpesvirus:Herpes_Simplex_1_KOS:934:+	934	Herpesvirus:Herpes_Simplex_1_KOS:3971:-	46750
Herpesvirus:Herpes_Simplex_1_KOS:935:+	935	Herpesvirus:Herpes_Simplex_1_KOS:3972:-	46800
Herpesvirus:Herpes_Simplex_1_KOS:936:+	936	Herpesvirus:Herpes_Simplex_1_KOS:3973:-	46850
Herpesvirus:Herpes_Simplex_1_KOS:937:+	937	Herpesvirus:Herpes_Simplex_1_KOS:3974:-	46900
Herpesvirus:Herpes_Simplex_1_KOS:938:+	938	Herpesvirus:Herpes_Simplex_1_KOS:3975:-	46950
Herpesvirus:Herpes_Simplex_1_KOS:939:+	939	Herpesvirus:Herpes_Simplex_1_KOS:3976:-	47000
Herpesvirus:Herpes_Simplex_1_KOS:940:+	940	Herpesvirus:Herpes_Simplex_1_KOS:3977:-	47050
Herpesvirus:Herpes_Simplex_1_KOS:941:+	941	Herpesvirus:Herpes_Simplex_1_KOS:3978:-	47100
Herpesvirus:Herpes_Simplex_1_KOS:942:+	942	Herpesvirus:Herpes_Simplex_1_KOS:3979:-	47150
Herpesvirus:Herpes_Simplex_1_KOS:943:+	943	Herpesvirus:Herpes_Simplex_1_KOS:3980:-	47200
Herpesvirus:Herpes_Simplex_1_KOS:944:+	944	Herpesvirus:Herpes_Simplex_1_KOS:3981:-	47250
Herpesvirus:Herpes_Simplex_1_KOS:945:+	945	Herpesvirus:Herpes_Simplex_1_KOS:3982:-	47300
Herpesvirus:Herpes_Simplex_1_KOS:946:+	946	Herpesvirus:Herpes_Simplex_1_KOS:3983:-	47350
Herpesvirus:Herpes_Simplex_1_KOS:947:+	947	Herpesvirus:Herpes_Simplex_1_KOS:3984:-	47400
Herpesvirus:Herpes_Simplex_1_KOS:948:+	948	Herpesvirus:Herpes_Simplex_1_KOS:3985:-	47450
Herpesvirus:Herpes_Simplex_1_KOS:949:+	949	Herpesvirus:Herpes_Simplex_1_KOS:3986:-	47500
Herpesvirus:Herpes_Simplex_1_KOS:950:+	950	Herpesvirus:Herpes_Simplex_1_KOS:3987:-	47550
Herpesvirus:Herpes_Simplex_1_KOS:951:+	951	Herpesvirus:Herpes_Simplex_1_KOS:3988:-	47600
Herpesvirus:Herpes_Simplex_1_KOS:952:+	952	Herpesvirus:Herpes_Simplex_1_KOS:3989:-	47650
Herpesvirus:Herpes_Simplex_1_KOS:953:+	953	Herpesvirus:Herpes_Simplex_1_KOS:3990:-	47700
Herpesvirus:Herpes_Simplex_1_KOS:954:+	954	Herpesvirus:Herpes_Simplex_1_KOS:3991:-	47750
Herpesvirus:Herpes_Simplex_1_KOS:955:+	955	Herpesvirus:Herpes_Simplex_1_KOS:3992:-	47800
Herpesvirus:Herpes_Simplex_1_KOS:956:+	956	Herpesvirus:Herpes_Simplex_1_KOS:3993:-	47850
Herpesvirus:Herpes_Simplex_1_KOS:957:+	957	Herpesvirus:Herpes_Simplex_1_KOS:3994:-	47900
Herpesvirus:Herpes_Simplex_1_KOS:958:+	958	Herpesvirus:Herpes_Simplex_1_KOS:3995:-	47950
Herpesvirus:Herpes_Simplex_1_KOS:959:+	959	Herpesvirus:Herpes_Simplex_1_KOS:3996:-	48000
Herpesvirus:Herpes_Simplex_1_KOS:960:+	960	Herpesvirus:Herpes_Simplex_1_KOS:3997:-	48050
Herpesvirus:Herpes_Simplex_1_KOS:961:+	961	Herpesvirus:Herpes_Simplex_1_KOS:3998:-	48100
Herpesvirus:Herpes_Simplex_1_KOS:962:+	962	Herpesvirus:Herpes_Simplex_1_KOS:3999:-	48150
Herpesvirus:Herpes_Simplex_1_KOS:963:+	963	Herpesvirus:Herpes_Simplex_1_KOS:4000:-	48200
Herpesvirus:Herpes_Simplex_1_KOS:964:+	964	Herpesvirus:Herpes_Simplex_1_KOS:4001:-	48250
Herpesvirus:Herpes_Simplex_1_KOS:965:+	965	Herpesvirus:Herpes_Simplex_1_KOS:4002:-	48300
Herpesvirus:Herpes_Simplex_1_KOS:966:+	966	Herpesvirus:Herpes_Simplex_1_KOS:4003:-	48350
Herpesvirus:Herpes_Simplex_1_KOS:967:+	967	Herpesvirus:Herpes_Simplex_1_KOS:4004:-	48400
Herpesvirus:Herpes_Simplex_1_KOS:968:+	968	Herpesvirus:Herpes_Simplex_1_KOS:4005:-	48450
Herpesvirus:Herpes_Simplex_1_KOS:969:+	969	Herpesvirus:Herpes_Simplex_1_KOS:4006:-	48500
Herpesvirus:Herpes_Simplex_1_KOS:970:+	970	Herpesvirus:Herpes_Simplex_1_KOS:4007:-	48550
Herpesvirus:Herpes_Simplex_1_KOS:971:+	971	Herpesvirus:Herpes_Simplex_1_KOS:4008:-	48600
Herpesvirus:Herpes_Simplex_1_KOS:972:+	972	Herpesvirus:Herpes_Simplex_1_KOS:4009:-	48650
Herpesvirus:Herpes_Simplex_1_KOS:973:+	973	Herpesvirus:Herpes_Simplex_1_KOS:4010:-	48700
Herpesvirus:Herpes_Simplex_1_KOS:974:+	974	Herpesvirus:Herpes_Simplex_1_KOS:4011:-	48750
Herpesvirus:Herpes_Simplex_1_KOS:975:+	975	Herpesvirus:Herpes_Simplex_1_KOS:4012:-	48800
Herpesvirus:Herpes_Simplex_1_KOS:976:+	976	Herpesvirus:Herpes_Simplex_1_KOS:4013:-	48850
Herpesvirus:Herpes_Simplex_1_KOS:977:+	977	Herpesvirus:Herpes_Simplex_1_KOS:4014:-	48900
Herpesvirus:Herpes_Simplex_1_KOS:978:+	978	Herpesvirus:Herpes_Simplex_1_KOS:4015:-	48950
Herpesvirus:Herpes_Simplex_1_KOS:979:+	979	Herpesvirus:Herpes_Simplex_1_KOS:4016:-	49000
Herpesvirus:Herpes_Simplex_1_KOS:980:+	980	Herpesvirus:Herpes_Simplex_1_KOS:4017:-	49050
Herpesvirus:Herpes_Simplex_1_KOS:981:+	981	Herpesvirus:Herpes_Simplex_1_KOS:4018:-	49100
Herpesvirus:Herpes_Simplex_1_KOS:982:+	982	Herpesvirus:Herpes_Simplex_1_KOS:4019:-	49150
