sense	number	antisense	bp
Adenovirus:Type_11_Strain_Slobitski:246:+	246	Adenovirus:Type_11_Strain_Slobitski:939:-	12350
Adenovirus:Type_11_Strain_Slobitski:247:+	247	Adenovirus:Type_11_Strain_Slobitski:940:-	12400
Adenovirus:Type_11_Strain_Slobitski:248:+	248	Adenovirus:Type_11_Strain_Slobitski:941:-	12450
Adenovirus:Type_11_Strain_Slobitski:249:+	249	Adenovirus:Type_11_Strain_Slobitski:942:-	12500
Adenovirus:Type_11_Strain_Slobitski:250:+	250	Adenovirus:Type_11_Strain_Slobitski:943:-	12550
Adenovirus:Type_11_Strain_Slobitski:251:+	251	Adenovirus:Type_11_Strain_Slobitski:944:-	12600
Adenovirus:Type_11_Strain_Slobitski:252:+	252	Adenovirus:Type_11_Strain_Slobitski:945:-	12650
Adenovirus:Type_11_Strain_Slobitski:253:+	253	Adenovirus:Type_11_Strain_Slobitski:946:-	12700
Adenovirus:Type_11_Strain_Slobitski:254:+	254	Adenovirus:Type_11_Strain_Slobitski:947:-	12750
Adenovirus:Type_11_Strain_Slobitski:255:+	255	Adenovirus:Type_11_Strain_Slobitski:948:-	12800
Adenovirus:Type_11_Strain_Slobitski:256:+	256	Adenovirus:Type_11_Strain_Slobitski:949:-	12850
Adenovirus:Type_11_Strain_Slobitski:257:+	257	Adenovirus:Type_11_Strain_Slobitski:950:-	12900
Adenovirus:Type_11_Strain_Slobitski:258:+	258	Adenovirus:Type_11_Strain_Slobitski:951:-	12950
Adenovirus:Type_11_Strain_Slobitski:259:+	259	Adenovirus:Type_11_Strain_Slobitski:952:-	13000
Adenovirus:Type_11_Strain_Slobitski:260:+	260	Adenovirus:Type_11_Strain_Slobitski:953:-	13050
Adenovirus:Type_11_Strain_Slobitski:261:+	261	Adenovirus:Type_11_Strain_Slobitski:954:-	13100
Adenovirus:Type_11_Strain_Slobitski:262:+	262	Adenovirus:Type_11_Strain_Slobitski:955:-	13150
Adenovirus:Type_11_Strain_Slobitski:263:+	263	Adenovirus:Type_11_Strain_Slobitski:956:-	13200
Adenovirus:Type_11_Strain_Slobitski:264:+	264	Adenovirus:Type_11_Strain_Slobitski:957:-	13250
Adenovirus:Type_11_Strain_Slobitski:265:+	265	Adenovirus:Type_11_Strain_Slobitski:958:-	13300
Adenovirus:Type_11_Strain_Slobitski:266:+	266	Adenovirus:Type_11_Strain_Slobitski:959:-	13350
Adenovirus:Type_11_Strain_Slobitski:267:+	267	Adenovirus:Type_11_Strain_Slobitski:960:-	13400
Adenovirus:Type_11_Strain_Slobitski:268:+	268	Adenovirus:Type_11_Strain_Slobitski:961:-	13450
Adenovirus:Type_11_Strain_Slobitski:269:+	269	Adenovirus:Type_11_Strain_Slobitski:962:-	13500
Adenovirus:Type_11_Strain_Slobitski:270:+	270	Adenovirus:Type_11_Strain_Slobitski:963:-	13550
Adenovirus:Type_11_Strain_Slobitski:271:+	271	Adenovirus:Type_11_Strain_Slobitski:964:-	13600
Adenovirus:Type_11_Strain_Slobitski:272:+	272	Adenovirus:Type_11_Strain_Slobitski:965:-	13650
Adenovirus:Type_11_Strain_Slobitski:273:+	273	Adenovirus:Type_11_Strain_Slobitski:966:-	13700
Adenovirus:Type_11_Strain_Slobitski:274:+	274	Adenovirus:Type_11_Strain_Slobitski:967:-	13750
Adenovirus:Type_11_Strain_Slobitski:275:+	275	Adenovirus:Type_11_Strain_Slobitski:968:-	13800
Adenovirus:Type_11_Strain_Slobitski:276:+	276	Adenovirus:Type_11_Strain_Slobitski:969:-	13850
Adenovirus:Type_11_Strain_Slobitski:277:+	277	Adenovirus:Type_11_Strain_Slobitski:970:-	13900
Adenovirus:Type_11_Strain_Slobitski:278:+	278	Adenovirus:Type_11_Strain_Slobitski:971:-	13950
Adenovirus:Type_11_Strain_Slobitski:279:+	279	Adenovirus:Type_11_Strain_Slobitski:972:-	14000
Adenovirus:Type_11_Strain_Slobitski:280:+	280	Adenovirus:Type_11_Strain_Slobitski:973:-	14050
Adenovirus:Type_11_Strain_Slobitski:281:+	281	Adenovirus:Type_11_Strain_Slobitski:974:-	14100
Adenovirus:Type_11_Strain_Slobitski:282:+	282	Adenovirus:Type_11_Strain_Slobitski:975:-	14150
Adenovirus:Type_11_Strain_Slobitski:283:+	283	Adenovirus:Type_11_Strain_Slobitski:976:-	14200
Adenovirus:Type_11_Strain_Slobitski:284:+	284	Adenovirus:Type_11_Strain_Slobitski:977:-	14250
Adenovirus:Type_11_Strain_Slobitski:285:+	285	Adenovirus:Type_11_Strain_Slobitski:978:-	14300
Adenovirus:Type_11_Strain_Slobitski:286:+	286	Adenovirus:Type_11_Strain_Slobitski:979:-	14350
Adenovirus:Type_11_Strain_Slobitski:287:+	287	Adenovirus:Type_11_Strain_Slobitski:980:-	14400
Adenovirus:Type_11_Strain_Slobitski:288:+	288	Adenovirus:Type_11_Strain_Slobitski:981:-	14450
Adenovirus:Type_11_Strain_Slobitski:289:+	289	Adenovirus:Type_11_Strain_Slobitski:982:-	14500
Adenovirus:Type_11_Strain_Slobitski:290:+	290	Adenovirus:Type_11_Strain_Slobitski:983:-	14550
Adenovirus:Type_11_Strain_Slobitski:291:+	291	Adenovirus:Type_11_Strain_Slobitski:984:-	14600
Adenovirus:Type_11_Strain_Slobitski:292:+	292	Adenovirus:Type_11_Strain_Slobitski:985:-	14650
Adenovirus:Type_11_Strain_Slobitski:293:+	293	Adenovirus:Type_11_Strain_Slobitski:986:-	14700
Adenovirus:Type_11_Strain_Slobitski:294:+	294	Adenovirus:Type_11_Strain_Slobitski:987:-	14750
Adenovirus:Type_11_Strain_Slobitski:295:+	295	Adenovirus:Type_11_Strain_Slobitski:988:-	14800
Adenovirus:Type_11_Strain_Slobitski:296:+	296	Adenovirus:Type_11_Strain_Slobitski:989:-	14850
Adenovirus:Type_11_Strain_Slobitski:297:+	297	Adenovirus:Type_11_Strain_Slobitski:990:-	14900
Adenovirus:Type_11_Strain_Slobitski:298:+	298	Adenovirus:Type_11_Strain_Slobitski:991:-	14950
Adenovirus:Type_11_Strain_Slobitski:299:+	299	Adenovirus:Type_11_Strain_Slobitski:992:-	15000
Adenovirus:Type_11_Strain_Slobitski:300:+	300	Adenovirus:Type_11_Strain_Slobitski:993:-	15050
Adenovirus:Type_11_Strain_Slobitski:301:+	301	Adenovirus:Type_11_Strain_Slobitski:994:-	15100
Adenovirus:Type_11_Strain_Slobitski:302:+	302	Adenovirus:Type_11_Strain_Slobitski:995:-	15150
Adenovirus:Type_11_Strain_Slobitski:303:+	303	Adenovirus:Type_11_Strain_Slobitski:996:-	15200
Adenovirus:Type_11_Strain_Slobitski:304:+	304	Adenovirus:Type_11_Strain_Slobitski:997:-	15250
Adenovirus:Type_11_Strain_Slobitski:305:+	305	Adenovirus:Type_11_Strain_Slobitski:998:-	15300
Adenovirus:Type_11_Strain_Slobitski:306:+	306	Adenovirus:Type_11_Strain_Slobitski:999:-	15350
Adenovirus:Type_11_Strain_Slobitski:307:+	307	Adenovirus:Type_11_Strain_Slobitski:1000:-	15400
Adenovirus:Type_11_Strain_Slobitski:308:+	308	Adenovirus:Type_11_Strain_Slobitski:1001:-	15450
Adenovirus:Type_11_Strain_Slobitski:309:+	309	Adenovirus:Type_11_Strain_Slobitski:1002:-	15500
Adenovirus:Type_11_Strain_Slobitski:310:+	310	Adenovirus:Type_11_Strain_Slobitski:1003:-	15550
Adenovirus:Type_11_Strain_Slobitski:311:+	311	Adenovirus:Type_11_Strain_Slobitski:1004:-	15600
Adenovirus:Type_11_Strain_Slobitski:312:+	312	Adenovirus:Type_11_Strain_Slobitski:1005:-	15650
Adenovirus:Type_11_Strain_Slobitski:313:+	313	Adenovirus:Type_11_Strain_Slobitski:1006:-	15700
Adenovirus:Type_11_Strain_Slobitski:314:+	314	Adenovirus:Type_11_Strain_Slobitski:1007:-	15750
Adenovirus:Type_11_Strain_Slobitski:315:+	315	Adenovirus:Type_11_Strain_Slobitski:1008:-	15800
Adenovirus:Type_11_Strain_Slobitski:316:+	316	Adenovirus:Type_11_Strain_Slobitski:1009:-	15850
Adenovirus:Type_11_Strain_Slobitski:317:+	317	Adenovirus:Type_11_Strain_Slobitski:1010:-	15900
Adenovirus:Type_11_Strain_Slobitski:318:+	318	Adenovirus:Type_11_Strain_Slobitski:1011:-	15950
Adenovirus:Type_11_Strain_Slobitski:319:+	319	Adenovirus:Type_11_Strain_Slobitski:1012:-	16000
Adenovirus:Type_11_Strain_Slobitski:320:+	320	Adenovirus:Type_11_Strain_Slobitski:1013:-	16050
Adenovirus:Type_11_Strain_Slobitski:321:+	321	Adenovirus:Type_11_Strain_Slobitski:1014:-	16100
Adenovirus:Type_11_Strain_Slobitski:322:+	322	Adenovirus:Type_11_Strain_Slobitski:1015:-	16150
Adenovirus:Type_11_Strain_Slobitski:323:+	323	Adenovirus:Type_11_Strain_Slobitski:1016:-	16200
Adenovirus:Type_11_Strain_Slobitski:324:+	324	Adenovirus:Type_11_Strain_Slobitski:1017:-	16250
Adenovirus:Type_11_Strain_Slobitski:325:+	325	Adenovirus:Type_11_Strain_Slobitski:1018:-	16300
Adenovirus:Type_11_Strain_Slobitski:326:+	326	Adenovirus:Type_11_Strain_Slobitski:1019:-	16350
Adenovirus:Type_11_Strain_Slobitski:327:+	327	Adenovirus:Type_11_Strain_Slobitski:1020:-	16400
Adenovirus:Type_11_Strain_Slobitski:328:+	328	Adenovirus:Type_11_Strain_Slobitski:1021:-	16450
Adenovirus:Type_11_Strain_Slobitski:329:+	329	Adenovirus:Type_11_Strain_Slobitski:1022:-	16500
Adenovirus:Type_11_Strain_Slobitski:330:+	330	Adenovirus:Type_11_Strain_Slobitski:1023:-	16550
Adenovirus:Type_11_Strain_Slobitski:331:+	331	Adenovirus:Type_11_Strain_Slobitski:1024:-	16600
Adenovirus:Type_11_Strain_Slobitski:332:+	332	Adenovirus:Type_11_Strain_Slobitski:1025:-	16650
Adenovirus:Type_11_Strain_Slobitski:333:+	333	Adenovirus:Type_11_Strain_Slobitski:1026:-	16700
Adenovirus:Type_11_Strain_Slobitski:334:+	334	Adenovirus:Type_11_Strain_Slobitski:1027:-	16750
Adenovirus:Type_11_Strain_Slobitski:335:+	335	Adenovirus:Type_11_Strain_Slobitski:1028:-	16800
Adenovirus:Type_11_Strain_Slobitski:336:+	336	Adenovirus:Type_11_Strain_Slobitski:1029:-	16850
Adenovirus:Type_11_Strain_Slobitski:337:+	337	Adenovirus:Type_11_Strain_Slobitski:1030:-	16900
Adenovirus:Type_11_Strain_Slobitski:338:+	338	Adenovirus:Type_11_Strain_Slobitski:1031:-	16950
Adenovirus:Type_11_Strain_Slobitski:339:+	339	Adenovirus:Type_11_Strain_Slobitski:1032:-	17000
Adenovirus:Type_11_Strain_Slobitski:340:+	340	Adenovirus:Type_11_Strain_Slobitski:1033:-	17050
Adenovirus:Type_11_Strain_Slobitski:341:+	341	Adenovirus:Type_11_Strain_Slobitski:1034:-	17100
Adenovirus:Type_11_Strain_Slobitski:342:+	342	Adenovirus:Type_11_Strain_Slobitski:1035:-	17150
Adenovirus:Type_11_Strain_Slobitski:343:+	343	Adenovirus:Type_11_Strain_Slobitski:1036:-	17200
Adenovirus:Type_11_Strain_Slobitski:344:+	344	Adenovirus:Type_11_Strain_Slobitski:1037:-	17250
Adenovirus:Type_11_Strain_Slobitski:345:+	345	Adenovirus:Type_11_Strain_Slobitski:1038:-	17300
Adenovirus:Type_11_Strain_Slobitski:346:+	346	Adenovirus:Type_11_Strain_Slobitski:1039:-	17350
Adenovirus:Type_11_Strain_Slobitski:347:+	347	Adenovirus:Type_11_Strain_Slobitski:1040:-	17400
Adenovirus:Type_11_Strain_Slobitski:348:+	348	Adenovirus:Type_11_Strain_Slobitski:1041:-	17450
Adenovirus:Type_11_Strain_Slobitski:349:+	349	Adenovirus:Type_11_Strain_Slobitski:1042:-	17500
Adenovirus:Type_11_Strain_Slobitski:350:+	350	Adenovirus:Type_11_Strain_Slobitski:1043:-	17550
Adenovirus:Type_11_Strain_Slobitski:351:+	351	Adenovirus:Type_11_Strain_Slobitski:1044:-	17600
Adenovirus:Type_11_Strain_Slobitski:352:+	352	Adenovirus:Type_11_Strain_Slobitski:1045:-	17650
Adenovirus:Type_11_Strain_Slobitski:353:+	353	Adenovirus:Type_11_Strain_Slobitski:1046:-	17700
Adenovirus:Type_11_Strain_Slobitski:354:+	354	Adenovirus:Type_11_Strain_Slobitski:1047:-	17750
Adenovirus:Type_11_Strain_Slobitski:355:+	355	Adenovirus:Type_11_Strain_Slobitski:1048:-	17800
Adenovirus:Type_11_Strain_Slobitski:356:+	356	Adenovirus:Type_11_Strain_Slobitski:1049:-	17850
Adenovirus:Type_11_Strain_Slobitski:357:+	357	Adenovirus:Type_11_Strain_Slobitski:1050:-	17900
Adenovirus:Type_11_Strain_Slobitski:358:+	358	Adenovirus:Type_11_Strain_Slobitski:1051:-	17950
Adenovirus:Type_11_Strain_Slobitski:359:+	359	Adenovirus:Type_11_Strain_Slobitski:1052:-	18000
Adenovirus:Type_11_Strain_Slobitski:360:+	360	Adenovirus:Type_11_Strain_Slobitski:1053:-	18050
Adenovirus:Type_11_Strain_Slobitski:361:+	361	Adenovirus:Type_11_Strain_Slobitski:1054:-	18100
Adenovirus:Type_11_Strain_Slobitski:362:+	362	Adenovirus:Type_11_Strain_Slobitski:1055:-	18150
Adenovirus:Type_11_Strain_Slobitski:363:+	363	Adenovirus:Type_11_Strain_Slobitski:1056:-	18200
Adenovirus:Type_11_Strain_Slobitski:364:+	364	Adenovirus:Type_11_Strain_Slobitski:1057:-	18250
Adenovirus:Type_11_Strain_Slobitski:365:+	365	Adenovirus:Type_11_Strain_Slobitski:1058:-	18300
Adenovirus:Type_11_Strain_Slobitski:366:+	366	Adenovirus:Type_11_Strain_Slobitski:1059:-	18350
Adenovirus:Type_11_Strain_Slobitski:367:+	367	Adenovirus:Type_11_Strain_Slobitski:1060:-	18400
Adenovirus:Type_11_Strain_Slobitski:368:+	368	Adenovirus:Type_11_Strain_Slobitski:1061:-	18450
Adenovirus:Type_11_Strain_Slobitski:369:+	369	Adenovirus:Type_11_Strain_Slobitski:1062:-	18500
Adenovirus:Type_11_Strain_Slobitski:370:+	370	Adenovirus:Type_11_Strain_Slobitski:1063:-	18550
Adenovirus:Type_11_Strain_Slobitski:371:+	371	Adenovirus:Type_11_Strain_Slobitski:1064:-	18600
Adenovirus:Type_11_Strain_Slobitski:372:+	372	Adenovirus:Type_11_Strain_Slobitski:1065:-	18650
Adenovirus:Type_11_Strain_Slobitski:373:+	373	Adenovirus:Type_11_Strain_Slobitski:1066:-	18700
Adenovirus:Type_11_Strain_Slobitski:374:+	374	Adenovirus:Type_11_Strain_Slobitski:1067:-	18750
Adenovirus:Type_11_Strain_Slobitski:375:+	375	Adenovirus:Type_11_Strain_Slobitski:1068:-	18800
Adenovirus:Type_11_Strain_Slobitski:376:+	376	Adenovirus:Type_11_Strain_Slobitski:1069:-	18850
Adenovirus:Type_11_Strain_Slobitski:377:+	377	Adenovirus:Type_11_Strain_Slobitski:1070:-	18900
Adenovirus:Type_11_Strain_Slobitski:378:+	378	Adenovirus:Type_11_Strain_Slobitski:1071:-	18950
Adenovirus:Type_11_Strain_Slobitski:379:+	379	Adenovirus:Type_11_Strain_Slobitski:1072:-	19000
Adenovirus:Type_11_Strain_Slobitski:380:+	380	Adenovirus:Type_11_Strain_Slobitski:1073:-	19050
Adenovirus:Type_11_Strain_Slobitski:381:+	381	Adenovirus:Type_11_Strain_Slobitski:1074:-	19100
Adenovirus:Type_11_Strain_Slobitski:382:+	382	Adenovirus:Type_11_Strain_Slobitski:1075:-	19150
Adenovirus:Type_11_Strain_Slobitski:383:+	383	Adenovirus:Type_11_Strain_Slobitski:1076:-	19200
Adenovirus:Type_11_Strain_Slobitski:384:+	384	Adenovirus:Type_11_Strain_Slobitski:1077:-	19250
Adenovirus:Type_11_Strain_Slobitski:385:+	385	Adenovirus:Type_11_Strain_Slobitski:1078:-	19300
Adenovirus:Type_11_Strain_Slobitski:386:+	386	Adenovirus:Type_11_Strain_Slobitski:1079:-	19350
Adenovirus:Type_11_Strain_Slobitski:387:+	387	Adenovirus:Type_11_Strain_Slobitski:1080:-	19400
Adenovirus:Type_11_Strain_Slobitski:388:+	388	Adenovirus:Type_11_Strain_Slobitski:1081:-	19450
Adenovirus:Type_11_Strain_Slobitski:389:+	389	Adenovirus:Type_11_Strain_Slobitski:1082:-	19500
Adenovirus:Type_11_Strain_Slobitski:390:+	390	Adenovirus:Type_11_Strain_Slobitski:1083:-	19550
Adenovirus:Type_11_Strain_Slobitski:391:+	391	Adenovirus:Type_11_Strain_Slobitski:1084:-	19600
Adenovirus:Type_11_Strain_Slobitski:392:+	392	Adenovirus:Type_11_Strain_Slobitski:1085:-	19650
Adenovirus:Type_11_Strain_Slobitski:393:+	393	Adenovirus:Type_11_Strain_Slobitski:1086:-	19700
Adenovirus:Type_11_Strain_Slobitski:394:+	394	Adenovirus:Type_11_Strain_Slobitski:1087:-	19750
Adenovirus:Type_11_Strain_Slobitski:395:+	395	Adenovirus:Type_11_Strain_Slobitski:1088:-	19800
Adenovirus:Type_11_Strain_Slobitski:396:+	396	Adenovirus:Type_11_Strain_Slobitski:1089:-	19850
Adenovirus:Type_11_Strain_Slobitski:397:+	397	Adenovirus:Type_11_Strain_Slobitski:1090:-	19900
Adenovirus:Type_11_Strain_Slobitski:398:+	398	Adenovirus:Type_11_Strain_Slobitski:1091:-	19950
Adenovirus:Type_11_Strain_Slobitski:399:+	399	Adenovirus:Type_11_Strain_Slobitski:1092:-	20000
Adenovirus:Type_11_Strain_Slobitski:400:+	400	Adenovirus:Type_11_Strain_Slobitski:1093:-	20050
Adenovirus:Type_11_Strain_Slobitski:401:+	401	Adenovirus:Type_11_Strain_Slobitski:1094:-	20100
Adenovirus:Type_11_Strain_Slobitski:402:+	402	Adenovirus:Type_11_Strain_Slobitski:1095:-	20150
Adenovirus:Type_11_Strain_Slobitski:403:+	403	Adenovirus:Type_11_Strain_Slobitski:1096:-	20200
Adenovirus:Type_11_Strain_Slobitski:404:+	404	Adenovirus:Type_11_Strain_Slobitski:1097:-	20250
Adenovirus:Type_11_Strain_Slobitski:405:+	405	Adenovirus:Type_11_Strain_Slobitski:1098:-	20300
Adenovirus:Type_11_Strain_Slobitski:406:+	406	Adenovirus:Type_11_Strain_Slobitski:1099:-	20350
Adenovirus:Type_11_Strain_Slobitski:407:+	407	Adenovirus:Type_11_Strain_Slobitski:1100:-	20400
Adenovirus:Type_11_Strain_Slobitski:408:+	408	Adenovirus:Type_11_Strain_Slobitski:1101:-	20450
Adenovirus:Type_11_Strain_Slobitski:409:+	409	Adenovirus:Type_11_Strain_Slobitski:1102:-	20500
Adenovirus:Type_11_Strain_Slobitski:410:+	410	Adenovirus:Type_11_Strain_Slobitski:1103:-	20550
Adenovirus:Type_11_Strain_Slobitski:411:+	411	Adenovirus:Type_11_Strain_Slobitski:1104:-	20600
Adenovirus:Type_11_Strain_Slobitski:412:+	412	Adenovirus:Type_11_Strain_Slobitski:1105:-	20650
Adenovirus:Type_11_Strain_Slobitski:413:+	413	Adenovirus:Type_11_Strain_Slobitski:1106:-	20700
Adenovirus:Type_11_Strain_Slobitski:414:+	414	Adenovirus:Type_11_Strain_Slobitski:1107:-	20750
Adenovirus:Type_11_Strain_Slobitski:415:+	415	Adenovirus:Type_11_Strain_Slobitski:1108:-	20800
Adenovirus:Type_11_Strain_Slobitski:416:+	416	Adenovirus:Type_11_Strain_Slobitski:1109:-	20850
Adenovirus:Type_11_Strain_Slobitski:417:+	417	Adenovirus:Type_11_Strain_Slobitski:1110:-	20900
Adenovirus:Type_11_Strain_Slobitski:418:+	418	Adenovirus:Type_11_Strain_Slobitski:1111:-	20950
Adenovirus:Type_11_Strain_Slobitski:419:+	419	Adenovirus:Type_11_Strain_Slobitski:1112:-	21000
Adenovirus:Type_11_Strain_Slobitski:420:+	420	Adenovirus:Type_11_Strain_Slobitski:1113:-	21050
Adenovirus:Type_11_Strain_Slobitski:421:+	421	Adenovirus:Type_11_Strain_Slobitski:1114:-	21100
Adenovirus:Type_11_Strain_Slobitski:422:+	422	Adenovirus:Type_11_Strain_Slobitski:1115:-	21150
Adenovirus:Type_11_Strain_Slobitski:423:+	423	Adenovirus:Type_11_Strain_Slobitski:1116:-	21200
Adenovirus:Type_11_Strain_Slobitski:424:+	424	Adenovirus:Type_11_Strain_Slobitski:1117:-	21250
Adenovirus:Type_11_Strain_Slobitski:425:+	425	Adenovirus:Type_11_Strain_Slobitski:1118:-	21300
Adenovirus:Type_11_Strain_Slobitski:426:+	426	Adenovirus:Type_11_Strain_Slobitski:1119:-	21350
Adenovirus:Type_11_Strain_Slobitski:427:+	427	Adenovirus:Type_11_Strain_Slobitski:1120:-	21400
Adenovirus:Type_11_Strain_Slobitski:428:+	428	Adenovirus:Type_11_Strain_Slobitski:1121:-	21450
Adenovirus:Type_11_Strain_Slobitski:429:+	429	Adenovirus:Type_11_Strain_Slobitski:1122:-	21500
Adenovirus:Type_11_Strain_Slobitski:430:+	430	Adenovirus:Type_11_Strain_Slobitski:1123:-	21550
Adenovirus:Type_11_Strain_Slobitski:431:+	431	Adenovirus:Type_11_Strain_Slobitski:1124:-	21600
Adenovirus:Type_11_Strain_Slobitski:432:+	432	Adenovirus:Type_11_Strain_Slobitski:1125:-	21650
Adenovirus:Type_11_Strain_Slobitski:433:+	433	Adenovirus:Type_11_Strain_Slobitski:1126:-	21700
Adenovirus:Type_11_Strain_Slobitski:434:+	434	Adenovirus:Type_11_Strain_Slobitski:1127:-	21750
Adenovirus:Type_11_Strain_Slobitski:435:+	435	Adenovirus:Type_11_Strain_Slobitski:1128:-	21800
Adenovirus:Type_11_Strain_Slobitski:436:+	436	Adenovirus:Type_11_Strain_Slobitski:1129:-	21850
Adenovirus:Type_11_Strain_Slobitski:437:+	437	Adenovirus:Type_11_Strain_Slobitski:1130:-	21900
Adenovirus:Type_11_Strain_Slobitski:438:+	438	Adenovirus:Type_11_Strain_Slobitski:1131:-	21950
Adenovirus:Type_11_Strain_Slobitski:439:+	439	Adenovirus:Type_11_Strain_Slobitski:1132:-	22000
Adenovirus:Type_11_Strain_Slobitski:440:+	440	Adenovirus:Type_11_Strain_Slobitski:1133:-	22050
Adenovirus:Type_11_Strain_Slobitski:441:+	441	Adenovirus:Type_11_Strain_Slobitski:1134:-	22100
Adenovirus:Type_11_Strain_Slobitski:442:+	442	Adenovirus:Type_11_Strain_Slobitski:1135:-	22150
Adenovirus:Type_11_Strain_Slobitski:443:+	443	Adenovirus:Type_11_Strain_Slobitski:1136:-	22200
Adenovirus:Type_11_Strain_Slobitski:444:+	444	Adenovirus:Type_11_Strain_Slobitski:1137:-	22250
Adenovirus:Type_11_Strain_Slobitski:445:+	445	Adenovirus:Type_11_Strain_Slobitski:1138:-	22300
Adenovirus:Type_11_Strain_Slobitski:446:+	446	Adenovirus:Type_11_Strain_Slobitski:1139:-	22350
Adenovirus:Type_11_Strain_Slobitski:447:+	447	Adenovirus:Type_11_Strain_Slobitski:1140:-	22400
Adenovirus:Type_11_Strain_Slobitski:448:+	448	Adenovirus:Type_11_Strain_Slobitski:1141:-	22450
Adenovirus:Type_11_Strain_Slobitski:449:+	449	Adenovirus:Type_11_Strain_Slobitski:1142:-	22500
Adenovirus:Type_11_Strain_Slobitski:450:+	450	Adenovirus:Type_11_Strain_Slobitski:1143:-	22550
Adenovirus:Type_11_Strain_Slobitski:451:+	451	Adenovirus:Type_11_Strain_Slobitski:1144:-	22600
Adenovirus:Type_11_Strain_Slobitski:452:+	452	Adenovirus:Type_11_Strain_Slobitski:1145:-	22650
Adenovirus:Type_11_Strain_Slobitski:453:+	453	Adenovirus:Type_11_Strain_Slobitski:1146:-	22700
Adenovirus:Type_11_Strain_Slobitski:454:+	454	Adenovirus:Type_11_Strain_Slobitski:1147:-	22750
Adenovirus:Type_11_Strain_Slobitski:455:+	455	Adenovirus:Type_11_Strain_Slobitski:1148:-	22800
Adenovirus:Type_11_Strain_Slobitski:456:+	456	Adenovirus:Type_11_Strain_Slobitski:1149:-	22850
Adenovirus:Type_11_Strain_Slobitski:457:+	457	Adenovirus:Type_11_Strain_Slobitski:1150:-	22900
Adenovirus:Type_11_Strain_Slobitski:458:+	458	Adenovirus:Type_11_Strain_Slobitski:1151:-	22950
Adenovirus:Type_11_Strain_Slobitski:459:+	459	Adenovirus:Type_11_Strain_Slobitski:1152:-	23000
Adenovirus:Type_11_Strain_Slobitski:460:+	460	Adenovirus:Type_11_Strain_Slobitski:1153:-	23050
Adenovirus:Type_11_Strain_Slobitski:461:+	461	Adenovirus:Type_11_Strain_Slobitski:1154:-	23100
Adenovirus:Type_11_Strain_Slobitski:462:+	462	Adenovirus:Type_11_Strain_Slobitski:1155:-	23150
Adenovirus:Type_11_Strain_Slobitski:463:+	463	Adenovirus:Type_11_Strain_Slobitski:1156:-	23200
Adenovirus:Type_11_Strain_Slobitski:464:+	464	Adenovirus:Type_11_Strain_Slobitski:1157:-	23250
Adenovirus:Type_11_Strain_Slobitski:465:+	465	Adenovirus:Type_11_Strain_Slobitski:1158:-	23300
Adenovirus:Type_11_Strain_Slobitski:466:+	466	Adenovirus:Type_11_Strain_Slobitski:1159:-	23350
Adenovirus:Type_11_Strain_Slobitski:467:+	467	Adenovirus:Type_11_Strain_Slobitski:1160:-	23400
Adenovirus:Type_11_Strain_Slobitski:468:+	468	Adenovirus:Type_11_Strain_Slobitski:1161:-	23450
Adenovirus:Type_11_Strain_Slobitski:469:+	469	Adenovirus:Type_11_Strain_Slobitski:1162:-	23500
Adenovirus:Type_11_Strain_Slobitski:470:+	470	Adenovirus:Type_11_Strain_Slobitski:1163:-	23550
Adenovirus:Type_11_Strain_Slobitski:471:+	471	Adenovirus:Type_11_Strain_Slobitski:1164:-	23600
Adenovirus:Type_11_Strain_Slobitski:472:+	472	Adenovirus:Type_11_Strain_Slobitski:1165:-	23650
Adenovirus:Type_11_Strain_Slobitski:473:+	473	Adenovirus:Type_11_Strain_Slobitski:1166:-	23700
Adenovirus:Type_11_Strain_Slobitski:474:+	474	Adenovirus:Type_11_Strain_Slobitski:1167:-	23750
Adenovirus:Type_11_Strain_Slobitski:475:+	475	Adenovirus:Type_11_Strain_Slobitski:1168:-	23800
Adenovirus:Type_11_Strain_Slobitski:476:+	476	Adenovirus:Type_11_Strain_Slobitski:1169:-	23850
Adenovirus:Type_11_Strain_Slobitski:477:+	477	Adenovirus:Type_11_Strain_Slobitski:1170:-	23900
Adenovirus:Type_11_Strain_Slobitski:478:+	478	Adenovirus:Type_11_Strain_Slobitski:1171:-	23950
Adenovirus:Type_11_Strain_Slobitski:479:+	479	Adenovirus:Type_11_Strain_Slobitski:1172:-	24000
Adenovirus:Type_11_Strain_Slobitski:480:+	480	Adenovirus:Type_11_Strain_Slobitski:1173:-	24050
Adenovirus:Type_11_Strain_Slobitski:481:+	481	Adenovirus:Type_11_Strain_Slobitski:1174:-	24100
Adenovirus:Type_11_Strain_Slobitski:482:+	482	Adenovirus:Type_11_Strain_Slobitski:1175:-	24150
Adenovirus:Type_11_Strain_Slobitski:483:+	483	Adenovirus:Type_11_Strain_Slobitski:1176:-	24200
Adenovirus:Type_11_Strain_Slobitski:484:+	484	Adenovirus:Type_11_Strain_Slobitski:1177:-	24250
Adenovirus:Type_11_Strain_Slobitski:485:+	485	Adenovirus:Type_11_Strain_Slobitski:1178:-	24300
Adenovirus:Type_11_Strain_Slobitski:486:+	486	Adenovirus:Type_11_Strain_Slobitski:1179:-	24350
Adenovirus:Type_11_Strain_Slobitski:487:+	487	Adenovirus:Type_11_Strain_Slobitski:1180:-	24400
