sense	number	antisense	bp	
Adenovirus:Type_5_Strain_Adenoid_75:225:+	226	Adenovirus:Type_5_Strain_Adenoid_75:936:-	11350	
Adenovirus:Type_5_Strain_Adenoid_75:226:+	227	Adenovirus:Type_5_Strain_Adenoid_75:937:-	11400	
Adenovirus:Type_5_Strain_Adenoid_75:227:+	228	Adenovirus:Type_5_Strain_Adenoid_75:938:-	11450	
Adenovirus:Type_5_Strain_Adenoid_75:228:+	229	Adenovirus:Type_5_Strain_Adenoid_75:939:-	11500	
Adenovirus:Type_5_Strain_Adenoid_75:229:+	230	Adenovirus:Type_5_Strain_Adenoid_75:940:-	11550	
Adenovirus:Type_5_Strain_Adenoid_75:230:+	231	Adenovirus:Type_5_Strain_Adenoid_75:941:-	11600	
Adenovirus:Type_5_Strain_Adenoid_75:231:+	232	Adenovirus:Type_5_Strain_Adenoid_75:942:-	11650	
Adenovirus:Type_5_Strain_Adenoid_75:232:+	233	Adenovirus:Type_5_Strain_Adenoid_75:943:-	11700	
Adenovirus:Type_5_Strain_Adenoid_75:233:+	234	Adenovirus:Type_5_Strain_Adenoid_75:944:-	11750	
Adenovirus:Type_5_Strain_Adenoid_75:234:+	235	Adenovirus:Type_5_Strain_Adenoid_75:945:-	11800	
Adenovirus:Type_5_Strain_Adenoid_75:235:+	236	Adenovirus:Type_5_Strain_Adenoid_75:946:-	11850	
Adenovirus:Type_5_Strain_Adenoid_75:236:+	237	Adenovirus:Type_5_Strain_Adenoid_75:947:-	11900	
Adenovirus:Type_5_Strain_Adenoid_75:237:+	238	Adenovirus:Type_5_Strain_Adenoid_75:948:-	11950	
Adenovirus:Type_5_Strain_Adenoid_75:238:+	239	Adenovirus:Type_5_Strain_Adenoid_75:949:-	12000	
Adenovirus:Type_5_Strain_Adenoid_75:239:+	240	Adenovirus:Type_5_Strain_Adenoid_75:950:-	12050	
Adenovirus:Type_5_Strain_Adenoid_75:240:+	241	Adenovirus:Type_5_Strain_Adenoid_75:951:-	12100	
Adenovirus:Type_5_Strain_Adenoid_75:241:+	242	Adenovirus:Type_5_Strain_Adenoid_75:952:-	12150	
Adenovirus:Type_5_Strain_Adenoid_75:242:+	243	Adenovirus:Type_5_Strain_Adenoid_75:953:-	12200	
Adenovirus:Type_5_Strain_Adenoid_75:243:+	244	Adenovirus:Type_5_Strain_Adenoid_75:954:-	12250	
Adenovirus:Type_5_Strain_Adenoid_75:244:+	245	Adenovirus:Type_5_Strain_Adenoid_75:955:-	12300	
Adenovirus:Type_5_Strain_Adenoid_75:245:+	246	Adenovirus:Type_5_Strain_Adenoid_75:956:-	12350	
Adenovirus:Type_5_Strain_Adenoid_75:246:+	247	Adenovirus:Type_5_Strain_Adenoid_75:957:-	12400	
Adenovirus:Type_5_Strain_Adenoid_75:247:+	248	Adenovirus:Type_5_Strain_Adenoid_75:958:-	12450	
Adenovirus:Type_5_Strain_Adenoid_75:248:+	249	Adenovirus:Type_5_Strain_Adenoid_75:959:-	12500	
Adenovirus:Type_5_Strain_Adenoid_75:249:+	250	Adenovirus:Type_5_Strain_Adenoid_75:960:-	12550	
Adenovirus:Type_5_Strain_Adenoid_75:250:+	251	Adenovirus:Type_5_Strain_Adenoid_75:961:-	12600	
Adenovirus:Type_5_Strain_Adenoid_75:251:+	252	Adenovirus:Type_5_Strain_Adenoid_75:962:-	12650	
Adenovirus:Type_5_Strain_Adenoid_75:252:+	253	Adenovirus:Type_5_Strain_Adenoid_75:963:-	12700	
Adenovirus:Type_5_Strain_Adenoid_75:253:+	254	Adenovirus:Type_5_Strain_Adenoid_75:964:-	12750	
Adenovirus:Type_5_Strain_Adenoid_75:254:+	255	Adenovirus:Type_5_Strain_Adenoid_75:965:-	12800	
Adenovirus:Type_5_Strain_Adenoid_75:255:+	256	Adenovirus:Type_5_Strain_Adenoid_75:966:-	12850	
Adenovirus:Type_5_Strain_Adenoid_75:256:+	257	Adenovirus:Type_5_Strain_Adenoid_75:967:-	12900	
Adenovirus:Type_5_Strain_Adenoid_75:257:+	258	Adenovirus:Type_5_Strain_Adenoid_75:968:-	12950	
Adenovirus:Type_5_Strain_Adenoid_75:258:+	259	Adenovirus:Type_5_Strain_Adenoid_75:969:-	13000	
Adenovirus:Type_5_Strain_Adenoid_75:259:+	260	Adenovirus:Type_5_Strain_Adenoid_75:970:-	13050	
Adenovirus:Type_5_Strain_Adenoid_75:260:+	261	Adenovirus:Type_5_Strain_Adenoid_75:971:-	13100	
Adenovirus:Type_5_Strain_Adenoid_75:261:+	262	Adenovirus:Type_5_Strain_Adenoid_75:972:-	13150	
Adenovirus:Type_5_Strain_Adenoid_75:262:+	263	Adenovirus:Type_5_Strain_Adenoid_75:973:-	13200	
Adenovirus:Type_5_Strain_Adenoid_75:263:+	264	Adenovirus:Type_5_Strain_Adenoid_75:974:-	13250	
Adenovirus:Type_5_Strain_Adenoid_75:264:+	265	Adenovirus:Type_5_Strain_Adenoid_75:975:-	13300	
Adenovirus:Type_5_Strain_Adenoid_75:265:+	266	Adenovirus:Type_5_Strain_Adenoid_75:976:-	13350	
Adenovirus:Type_5_Strain_Adenoid_75:266:+	267	Adenovirus:Type_5_Strain_Adenoid_75:977:-	13400	
Adenovirus:Type_5_Strain_Adenoid_75:267:+	268	Adenovirus:Type_5_Strain_Adenoid_75:978:-	13450	
Adenovirus:Type_5_Strain_Adenoid_75:268:+	269	Adenovirus:Type_5_Strain_Adenoid_75:979:-	13500	
Adenovirus:Type_5_Strain_Adenoid_75:269:+	270	Adenovirus:Type_5_Strain_Adenoid_75:980:-	13550	
Adenovirus:Type_5_Strain_Adenoid_75:270:+	271	Adenovirus:Type_5_Strain_Adenoid_75:981:-	13600	
Adenovirus:Type_5_Strain_Adenoid_75:271:+	272	Adenovirus:Type_5_Strain_Adenoid_75:982:-	13650	
Adenovirus:Type_5_Strain_Adenoid_75:272:+	273	Adenovirus:Type_5_Strain_Adenoid_75:983:-	13700	
Adenovirus:Type_5_Strain_Adenoid_75:273:+	274	Adenovirus:Type_5_Strain_Adenoid_75:984:-	13750	
Adenovirus:Type_5_Strain_Adenoid_75:274:+	275	Adenovirus:Type_5_Strain_Adenoid_75:985:-	13800	
Adenovirus:Type_5_Strain_Adenoid_75:275:+	276	Adenovirus:Type_5_Strain_Adenoid_75:986:-	13850	
Adenovirus:Type_5_Strain_Adenoid_75:276:+	277	Adenovirus:Type_5_Strain_Adenoid_75:987:-	13900	
Adenovirus:Type_5_Strain_Adenoid_75:277:+	278	Adenovirus:Type_5_Strain_Adenoid_75:988:-	13950	
Adenovirus:Type_5_Strain_Adenoid_75:278:+	279	Adenovirus:Type_5_Strain_Adenoid_75:989:-	14000	
Adenovirus:Type_5_Strain_Adenoid_75:279:+	280	Adenovirus:Type_5_Strain_Adenoid_75:990:-	14050	
Adenovirus:Type_5_Strain_Adenoid_75:280:+	281	Adenovirus:Type_5_Strain_Adenoid_75:991:-	14100	
Adenovirus:Type_5_Strain_Adenoid_75:281:+	282	Adenovirus:Type_5_Strain_Adenoid_75:992:-	14150	
Adenovirus:Type_5_Strain_Adenoid_75:282:+	283	Adenovirus:Type_5_Strain_Adenoid_75:993:-	14200	
Adenovirus:Type_5_Strain_Adenoid_75:283:+	284	Adenovirus:Type_5_Strain_Adenoid_75:994:-	14250	
Adenovirus:Type_5_Strain_Adenoid_75:284:+	285	Adenovirus:Type_5_Strain_Adenoid_75:995:-	14300	
Adenovirus:Type_5_Strain_Adenoid_75:285:+	286	Adenovirus:Type_5_Strain_Adenoid_75:996:-	14350	
Adenovirus:Type_5_Strain_Adenoid_75:286:+	287	Adenovirus:Type_5_Strain_Adenoid_75:997:-	14400	
Adenovirus:Type_5_Strain_Adenoid_75:287:+	288	Adenovirus:Type_5_Strain_Adenoid_75:998:-	14450	
Adenovirus:Type_5_Strain_Adenoid_75:288:+	289	Adenovirus:Type_5_Strain_Adenoid_75:999:-	14500	
Adenovirus:Type_5_Strain_Adenoid_75:289:+	290	Adenovirus:Type_5_Strain_Adenoid_75:1000:-	14550	
Adenovirus:Type_5_Strain_Adenoid_75:290:+	291	Adenovirus:Type_5_Strain_Adenoid_75:1001:-	14600	
Adenovirus:Type_5_Strain_Adenoid_75:291:+	292	Adenovirus:Type_5_Strain_Adenoid_75:1002:-	14650	
Adenovirus:Type_5_Strain_Adenoid_75:292:+	293	Adenovirus:Type_5_Strain_Adenoid_75:1003:-	14700	
Adenovirus:Type_5_Strain_Adenoid_75:293:+	294	Adenovirus:Type_5_Strain_Adenoid_75:1004:-	14750	
Adenovirus:Type_5_Strain_Adenoid_75:294:+	295	Adenovirus:Type_5_Strain_Adenoid_75:1005:-	14800	
Adenovirus:Type_5_Strain_Adenoid_75:295:+	296	Adenovirus:Type_5_Strain_Adenoid_75:1006:-	14850	
Adenovirus:Type_5_Strain_Adenoid_75:296:+	297	Adenovirus:Type_5_Strain_Adenoid_75:1007:-	14900	
Adenovirus:Type_5_Strain_Adenoid_75:297:+	298	Adenovirus:Type_5_Strain_Adenoid_75:1008:-	14950	
Adenovirus:Type_5_Strain_Adenoid_75:298:+	299	Adenovirus:Type_5_Strain_Adenoid_75:1009:-	15000	
Adenovirus:Type_5_Strain_Adenoid_75:299:+	300	Adenovirus:Type_5_Strain_Adenoid_75:1010:-	15050	
Adenovirus:Type_5_Strain_Adenoid_75:300:+	301	Adenovirus:Type_5_Strain_Adenoid_75:1011:-	15100	
Adenovirus:Type_5_Strain_Adenoid_75:301:+	302	Adenovirus:Type_5_Strain_Adenoid_75:1012:-	15150	
Adenovirus:Type_5_Strain_Adenoid_75:302:+	303	Adenovirus:Type_5_Strain_Adenoid_75:1013:-	15200	
Adenovirus:Type_5_Strain_Adenoid_75:303:+	304	Adenovirus:Type_5_Strain_Adenoid_75:1014:-	15250	
Adenovirus:Type_5_Strain_Adenoid_75:304:+	305	Adenovirus:Type_5_Strain_Adenoid_75:1015:-	15300	
Adenovirus:Type_5_Strain_Adenoid_75:305:+	306	Adenovirus:Type_5_Strain_Adenoid_75:1016:-	15350	
Adenovirus:Type_5_Strain_Adenoid_75:306:+	307	Adenovirus:Type_5_Strain_Adenoid_75:1017:-	15400	
Adenovirus:Type_5_Strain_Adenoid_75:307:+	308	Adenovirus:Type_5_Strain_Adenoid_75:1018:-	15450	
Adenovirus:Type_5_Strain_Adenoid_75:308:+	309	Adenovirus:Type_5_Strain_Adenoid_75:1019:-	15500	
Adenovirus:Type_5_Strain_Adenoid_75:309:+	310	Adenovirus:Type_5_Strain_Adenoid_75:1020:-	15550	
Adenovirus:Type_5_Strain_Adenoid_75:310:+	311	Adenovirus:Type_5_Strain_Adenoid_75:1021:-	15600	
Adenovirus:Type_5_Strain_Adenoid_75:311:+	312	Adenovirus:Type_5_Strain_Adenoid_75:1022:-	15650	
Adenovirus:Type_5_Strain_Adenoid_75:312:+	313	Adenovirus:Type_5_Strain_Adenoid_75:1023:-	15700	
Adenovirus:Type_5_Strain_Adenoid_75:313:+	314	Adenovirus:Type_5_Strain_Adenoid_75:1024:-	15750	
Adenovirus:Type_5_Strain_Adenoid_75:314:+	315	Adenovirus:Type_5_Strain_Adenoid_75:1025:-	15800	
Adenovirus:Type_5_Strain_Adenoid_75:315:+	316	Adenovirus:Type_5_Strain_Adenoid_75:1026:-	15850	
Adenovirus:Type_5_Strain_Adenoid_75:316:+	317	Adenovirus:Type_5_Strain_Adenoid_75:1027:-	15900	
Adenovirus:Type_5_Strain_Adenoid_75:317:+	318	Adenovirus:Type_5_Strain_Adenoid_75:1028:-	15950	
Adenovirus:Type_5_Strain_Adenoid_75:318:+	319	Adenovirus:Type_5_Strain_Adenoid_75:1029:-	16000	
Adenovirus:Type_5_Strain_Adenoid_75:319:+	320	Adenovirus:Type_5_Strain_Adenoid_75:1030:-	16050	
Adenovirus:Type_5_Strain_Adenoid_75:320:+	321	Adenovirus:Type_5_Strain_Adenoid_75:1031:-	16100	
Adenovirus:Type_5_Strain_Adenoid_75:321:+	322	Adenovirus:Type_5_Strain_Adenoid_75:1032:-	16150	
Adenovirus:Type_5_Strain_Adenoid_75:322:+	323	Adenovirus:Type_5_Strain_Adenoid_75:1033:-	16200	
Adenovirus:Type_5_Strain_Adenoid_75:323:+	324	Adenovirus:Type_5_Strain_Adenoid_75:1034:-	16250	
Adenovirus:Type_5_Strain_Adenoid_75:324:+	325	Adenovirus:Type_5_Strain_Adenoid_75:1035:-	16300	
Adenovirus:Type_5_Strain_Adenoid_75:325:+	326	Adenovirus:Type_5_Strain_Adenoid_75:1036:-	16350	
Adenovirus:Type_5_Strain_Adenoid_75:326:+	327	Adenovirus:Type_5_Strain_Adenoid_75:1037:-	16400	
Adenovirus:Type_5_Strain_Adenoid_75:327:+	328	Adenovirus:Type_5_Strain_Adenoid_75:1038:-	16450	
Adenovirus:Type_5_Strain_Adenoid_75:328:+	329	Adenovirus:Type_5_Strain_Adenoid_75:1039:-	16500	
Adenovirus:Type_5_Strain_Adenoid_75:329:+	330	Adenovirus:Type_5_Strain_Adenoid_75:1040:-	16550	
Adenovirus:Type_5_Strain_Adenoid_75:330:+	331	Adenovirus:Type_5_Strain_Adenoid_75:1041:-	16600	
Adenovirus:Type_5_Strain_Adenoid_75:331:+	332	Adenovirus:Type_5_Strain_Adenoid_75:1042:-	16650	
Adenovirus:Type_5_Strain_Adenoid_75:332:+	333	Adenovirus:Type_5_Strain_Adenoid_75:1043:-	16700	
Adenovirus:Type_5_Strain_Adenoid_75:333:+	334	Adenovirus:Type_5_Strain_Adenoid_75:1044:-	16750	
Adenovirus:Type_5_Strain_Adenoid_75:334:+	335	Adenovirus:Type_5_Strain_Adenoid_75:1045:-	16800	
Adenovirus:Type_5_Strain_Adenoid_75:335:+	336	Adenovirus:Type_5_Strain_Adenoid_75:1046:-	16850	
Adenovirus:Type_5_Strain_Adenoid_75:336:+	337	Adenovirus:Type_5_Strain_Adenoid_75:1047:-	16900	
Adenovirus:Type_5_Strain_Adenoid_75:337:+	338	Adenovirus:Type_5_Strain_Adenoid_75:1048:-	16950	
Adenovirus:Type_5_Strain_Adenoid_75:338:+	339	Adenovirus:Type_5_Strain_Adenoid_75:1049:-	17000	
Adenovirus:Type_5_Strain_Adenoid_75:339:+	340	Adenovirus:Type_5_Strain_Adenoid_75:1050:-	17050	
Adenovirus:Type_5_Strain_Adenoid_75:340:+	341	Adenovirus:Type_5_Strain_Adenoid_75:1051:-	17100	
Adenovirus:Type_5_Strain_Adenoid_75:341:+	342	Adenovirus:Type_5_Strain_Adenoid_75:1052:-	17150	
Adenovirus:Type_5_Strain_Adenoid_75:342:+	343	Adenovirus:Type_5_Strain_Adenoid_75:1053:-	17200	
Adenovirus:Type_5_Strain_Adenoid_75:343:+	344	Adenovirus:Type_5_Strain_Adenoid_75:1054:-	17250	
Adenovirus:Type_5_Strain_Adenoid_75:344:+	345	Adenovirus:Type_5_Strain_Adenoid_75:1055:-	17300	
Adenovirus:Type_5_Strain_Adenoid_75:345:+	346	Adenovirus:Type_5_Strain_Adenoid_75:1056:-	17350	
Adenovirus:Type_5_Strain_Adenoid_75:346:+	347	Adenovirus:Type_5_Strain_Adenoid_75:1057:-	17400	
Adenovirus:Type_5_Strain_Adenoid_75:347:+	348	Adenovirus:Type_5_Strain_Adenoid_75:1058:-	17450	
Adenovirus:Type_5_Strain_Adenoid_75:348:+	349	Adenovirus:Type_5_Strain_Adenoid_75:1059:-	17500	
Adenovirus:Type_5_Strain_Adenoid_75:349:+	350	Adenovirus:Type_5_Strain_Adenoid_75:1060:-	17550	
Adenovirus:Type_5_Strain_Adenoid_75:350:+	351	Adenovirus:Type_5_Strain_Adenoid_75:1061:-	17600	
Adenovirus:Type_5_Strain_Adenoid_75:351:+	352	Adenovirus:Type_5_Strain_Adenoid_75:1062:-	17650	
Adenovirus:Type_5_Strain_Adenoid_75:352:+	353	Adenovirus:Type_5_Strain_Adenoid_75:1063:-	17700	
Adenovirus:Type_5_Strain_Adenoid_75:353:+	354	Adenovirus:Type_5_Strain_Adenoid_75:1064:-	17750	
Adenovirus:Type_5_Strain_Adenoid_75:354:+	355	Adenovirus:Type_5_Strain_Adenoid_75:1065:-	17800	
Adenovirus:Type_5_Strain_Adenoid_75:355:+	356	Adenovirus:Type_5_Strain_Adenoid_75:1066:-	17850	
Adenovirus:Type_5_Strain_Adenoid_75:356:+	357	Adenovirus:Type_5_Strain_Adenoid_75:1067:-	17900	
Adenovirus:Type_5_Strain_Adenoid_75:357:+	358	Adenovirus:Type_5_Strain_Adenoid_75:1068:-	17950	
Adenovirus:Type_5_Strain_Adenoid_75:358:+	359	Adenovirus:Type_5_Strain_Adenoid_75:1069:-	18000	
Adenovirus:Type_5_Strain_Adenoid_75:359:+	360	Adenovirus:Type_5_Strain_Adenoid_75:1070:-	18050	
Adenovirus:Type_5_Strain_Adenoid_75:360:+	361	Adenovirus:Type_5_Strain_Adenoid_75:1071:-	18100	
Adenovirus:Type_5_Strain_Adenoid_75:361:+	362	Adenovirus:Type_5_Strain_Adenoid_75:1072:-	18150	
Adenovirus:Type_5_Strain_Adenoid_75:362:+	363	Adenovirus:Type_5_Strain_Adenoid_75:1073:-	18200	
Adenovirus:Type_5_Strain_Adenoid_75:363:+	364	Adenovirus:Type_5_Strain_Adenoid_75:1074:-	18250	
Adenovirus:Type_5_Strain_Adenoid_75:364:+	365	Adenovirus:Type_5_Strain_Adenoid_75:1075:-	18300	
Adenovirus:Type_5_Strain_Adenoid_75:365:+	366	Adenovirus:Type_5_Strain_Adenoid_75:1076:-	18350	
Adenovirus:Type_5_Strain_Adenoid_75:366:+	367	Adenovirus:Type_5_Strain_Adenoid_75:1077:-	18400	
Adenovirus:Type_5_Strain_Adenoid_75:367:+	368	Adenovirus:Type_5_Strain_Adenoid_75:1078:-	18450	
Adenovirus:Type_5_Strain_Adenoid_75:368:+	369	Adenovirus:Type_5_Strain_Adenoid_75:1079:-	18500	
Adenovirus:Type_5_Strain_Adenoid_75:369:+	370	Adenovirus:Type_5_Strain_Adenoid_75:1080:-	18550	
Adenovirus:Type_5_Strain_Adenoid_75:370:+	371	Adenovirus:Type_5_Strain_Adenoid_75:1081:-	18600	
Adenovirus:Type_5_Strain_Adenoid_75:371:+	372	Adenovirus:Type_5_Strain_Adenoid_75:1082:-	18650	
Adenovirus:Type_5_Strain_Adenoid_75:372:+	373	Adenovirus:Type_5_Strain_Adenoid_75:1083:-	18700	
Adenovirus:Type_5_Strain_Adenoid_75:373:+	374	Adenovirus:Type_5_Strain_Adenoid_75:1084:-	18750	
Adenovirus:Type_5_Strain_Adenoid_75:374:+	375	Adenovirus:Type_5_Strain_Adenoid_75:1085:-	18800	
Adenovirus:Type_5_Strain_Adenoid_75:375:+	376	Adenovirus:Type_5_Strain_Adenoid_75:1086:-	18850	
Adenovirus:Type_5_Strain_Adenoid_75:376:+	377	Adenovirus:Type_5_Strain_Adenoid_75:1087:-	18900	
Adenovirus:Type_5_Strain_Adenoid_75:377:+	378	Adenovirus:Type_5_Strain_Adenoid_75:1088:-	18950	
Adenovirus:Type_5_Strain_Adenoid_75:378:+	379	Adenovirus:Type_5_Strain_Adenoid_75:1089:-	19000	
Adenovirus:Type_5_Strain_Adenoid_75:379:+	380	Adenovirus:Type_5_Strain_Adenoid_75:1090:-	19050	
Adenovirus:Type_5_Strain_Adenoid_75:380:+	381	Adenovirus:Type_5_Strain_Adenoid_75:1091:-	19100	
Adenovirus:Type_5_Strain_Adenoid_75:381:+	382	Adenovirus:Type_5_Strain_Adenoid_75:1092:-	19150	
Adenovirus:Type_5_Strain_Adenoid_75:382:+	383	Adenovirus:Type_5_Strain_Adenoid_75:1093:-	19200	
Adenovirus:Type_5_Strain_Adenoid_75:383:+	384	Adenovirus:Type_5_Strain_Adenoid_75:1094:-	19250	
Adenovirus:Type_5_Strain_Adenoid_75:384:+	385	Adenovirus:Type_5_Strain_Adenoid_75:1095:-	19300	
Adenovirus:Type_5_Strain_Adenoid_75:385:+	386	Adenovirus:Type_5_Strain_Adenoid_75:1096:-	19350	
Adenovirus:Type_5_Strain_Adenoid_75:386:+	387	Adenovirus:Type_5_Strain_Adenoid_75:1097:-	19400	
Adenovirus:Type_5_Strain_Adenoid_75:387:+	388	Adenovirus:Type_5_Strain_Adenoid_75:1098:-	19450	
Adenovirus:Type_5_Strain_Adenoid_75:388:+	389	Adenovirus:Type_5_Strain_Adenoid_75:1099:-	19500	
Adenovirus:Type_5_Strain_Adenoid_75:389:+	390	Adenovirus:Type_5_Strain_Adenoid_75:1100:-	19550	
Adenovirus:Type_5_Strain_Adenoid_75:390:+	391	Adenovirus:Type_5_Strain_Adenoid_75:1101:-	19600	
Adenovirus:Type_5_Strain_Adenoid_75:391:+	392	Adenovirus:Type_5_Strain_Adenoid_75:1102:-	19650	
Adenovirus:Type_5_Strain_Adenoid_75:392:+	393	Adenovirus:Type_5_Strain_Adenoid_75:1103:-	19700	
Adenovirus:Type_5_Strain_Adenoid_75:393:+	394	Adenovirus:Type_5_Strain_Adenoid_75:1104:-	19750	
Adenovirus:Type_5_Strain_Adenoid_75:394:+	395	Adenovirus:Type_5_Strain_Adenoid_75:1105:-	19800	
Adenovirus:Type_5_Strain_Adenoid_75:395:+	396	Adenovirus:Type_5_Strain_Adenoid_75:1106:-	19850	
Adenovirus:Type_5_Strain_Adenoid_75:396:+	397	Adenovirus:Type_5_Strain_Adenoid_75:1107:-	19900	
Adenovirus:Type_5_Strain_Adenoid_75:397:+	398	Adenovirus:Type_5_Strain_Adenoid_75:1108:-	19950	
Adenovirus:Type_5_Strain_Adenoid_75:398:+	399	Adenovirus:Type_5_Strain_Adenoid_75:1109:-	20000	
Adenovirus:Type_5_Strain_Adenoid_75:399:+	400	Adenovirus:Type_5_Strain_Adenoid_75:1110:-	20050	
Adenovirus:Type_5_Strain_Adenoid_75:400:+	401	Adenovirus:Type_5_Strain_Adenoid_75:1111:-	20100	
Adenovirus:Type_5_Strain_Adenoid_75:401:+	402	Adenovirus:Type_5_Strain_Adenoid_75:1112:-	20150	
Adenovirus:Type_5_Strain_Adenoid_75:402:+	403	Adenovirus:Type_5_Strain_Adenoid_75:1113:-	20200	
Adenovirus:Type_5_Strain_Adenoid_75:403:+	404	Adenovirus:Type_5_Strain_Adenoid_75:1114:-	20250	
Adenovirus:Type_5_Strain_Adenoid_75:404:+	405	Adenovirus:Type_5_Strain_Adenoid_75:1115:-	20300	
Adenovirus:Type_5_Strain_Adenoid_75:405:+	406	Adenovirus:Type_5_Strain_Adenoid_75:1116:-	20350	
Adenovirus:Type_5_Strain_Adenoid_75:406:+	407	Adenovirus:Type_5_Strain_Adenoid_75:1117:-	20400	
Adenovirus:Type_5_Strain_Adenoid_75:407:+	408	Adenovirus:Type_5_Strain_Adenoid_75:1118:-	20450	
Adenovirus:Type_5_Strain_Adenoid_75:408:+	409	Adenovirus:Type_5_Strain_Adenoid_75:1119:-	20500	
Adenovirus:Type_5_Strain_Adenoid_75:409:+	410	Adenovirus:Type_5_Strain_Adenoid_75:1120:-	20550	
Adenovirus:Type_5_Strain_Adenoid_75:410:+	411	Adenovirus:Type_5_Strain_Adenoid_75:1121:-	20600	
Adenovirus:Type_5_Strain_Adenoid_75:411:+	412	Adenovirus:Type_5_Strain_Adenoid_75:1122:-	20650	
Adenovirus:Type_5_Strain_Adenoid_75:412:+	413	Adenovirus:Type_5_Strain_Adenoid_75:1123:-	20700	
Adenovirus:Type_5_Strain_Adenoid_75:413:+	414	Adenovirus:Type_5_Strain_Adenoid_75:1124:-	20750	
Adenovirus:Type_5_Strain_Adenoid_75:414:+	415	Adenovirus:Type_5_Strain_Adenoid_75:1125:-	20800	
Adenovirus:Type_5_Strain_Adenoid_75:415:+	416	Adenovirus:Type_5_Strain_Adenoid_75:1126:-	20850	
Adenovirus:Type_5_Strain_Adenoid_75:416:+	417	Adenovirus:Type_5_Strain_Adenoid_75:1127:-	20900	
Adenovirus:Type_5_Strain_Adenoid_75:417:+	418	Adenovirus:Type_5_Strain_Adenoid_75:1128:-	20950	
Adenovirus:Type_5_Strain_Adenoid_75:418:+	419	Adenovirus:Type_5_Strain_Adenoid_75:1129:-	21000	
Adenovirus:Type_5_Strain_Adenoid_75:419:+	420	Adenovirus:Type_5_Strain_Adenoid_75:1130:-	21050	
Adenovirus:Type_5_Strain_Adenoid_75:420:+	421	Adenovirus:Type_5_Strain_Adenoid_75:1131:-	21100	
Adenovirus:Type_5_Strain_Adenoid_75:421:+	422	Adenovirus:Type_5_Strain_Adenoid_75:1132:-	21150	
Adenovirus:Type_5_Strain_Adenoid_75:422:+	423	Adenovirus:Type_5_Strain_Adenoid_75:1133:-	21200	
Adenovirus:Type_5_Strain_Adenoid_75:423:+	424	Adenovirus:Type_5_Strain_Adenoid_75:1134:-	21250	
Adenovirus:Type_5_Strain_Adenoid_75:424:+	425	Adenovirus:Type_5_Strain_Adenoid_75:1135:-	21300	
Adenovirus:Type_5_Strain_Adenoid_75:425:+	426	Adenovirus:Type_5_Strain_Adenoid_75:1136:-	21350	
Adenovirus:Type_5_Strain_Adenoid_75:426:+	427	Adenovirus:Type_5_Strain_Adenoid_75:1137:-	21400	
Adenovirus:Type_5_Strain_Adenoid_75:427:+	428	Adenovirus:Type_5_Strain_Adenoid_75:1138:-	21450	
Adenovirus:Type_5_Strain_Adenoid_75:428:+	429	Adenovirus:Type_5_Strain_Adenoid_75:1139:-	21500	
Adenovirus:Type_5_Strain_Adenoid_75:429:+	430	Adenovirus:Type_5_Strain_Adenoid_75:1140:-	21550	
Adenovirus:Type_5_Strain_Adenoid_75:430:+	431	Adenovirus:Type_5_Strain_Adenoid_75:1141:-	21600	
Adenovirus:Type_5_Strain_Adenoid_75:431:+	432	Adenovirus:Type_5_Strain_Adenoid_75:1142:-	21650	
Adenovirus:Type_5_Strain_Adenoid_75:432:+	433	Adenovirus:Type_5_Strain_Adenoid_75:1143:-	21700	
Adenovirus:Type_5_Strain_Adenoid_75:433:+	434	Adenovirus:Type_5_Strain_Adenoid_75:1144:-	21750	
Adenovirus:Type_5_Strain_Adenoid_75:434:+	435	Adenovirus:Type_5_Strain_Adenoid_75:1145:-	21800	
Adenovirus:Type_5_Strain_Adenoid_75:435:+	436	Adenovirus:Type_5_Strain_Adenoid_75:1146:-	21850	
Adenovirus:Type_5_Strain_Adenoid_75:436:+	437	Adenovirus:Type_5_Strain_Adenoid_75:1147:-	21900	
Adenovirus:Type_5_Strain_Adenoid_75:437:+	438	Adenovirus:Type_5_Strain_Adenoid_75:1148:-	21950	
Adenovirus:Type_5_Strain_Adenoid_75:438:+	439	Adenovirus:Type_5_Strain_Adenoid_75:1149:-	22000	
Adenovirus:Type_5_Strain_Adenoid_75:439:+	440	Adenovirus:Type_5_Strain_Adenoid_75:1150:-	22050	
Adenovirus:Type_5_Strain_Adenoid_75:440:+	441	Adenovirus:Type_5_Strain_Adenoid_75:1151:-	22100	
Adenovirus:Type_5_Strain_Adenoid_75:441:+	442	Adenovirus:Type_5_Strain_Adenoid_75:1152:-	22150	
Adenovirus:Type_5_Strain_Adenoid_75:442:+	443	Adenovirus:Type_5_Strain_Adenoid_75:1153:-	22200	
Adenovirus:Type_5_Strain_Adenoid_75:443:+	444	Adenovirus:Type_5_Strain_Adenoid_75:1154:-	22250	
Adenovirus:Type_5_Strain_Adenoid_75:444:+	445	Adenovirus:Type_5_Strain_Adenoid_75:1155:-	22300	
Adenovirus:Type_5_Strain_Adenoid_75:445:+	446	Adenovirus:Type_5_Strain_Adenoid_75:1156:-	22350	
Adenovirus:Type_5_Strain_Adenoid_75:446:+	447	Adenovirus:Type_5_Strain_Adenoid_75:1157:-	22400	
Adenovirus:Type_5_Strain_Adenoid_75:447:+	448	Adenovirus:Type_5_Strain_Adenoid_75:1158:-	22450	
