sense	number	antisense	bp
Adenovirus:Type_3_Strain_GB:275:+	275	Adenovirus:Type_3_Strain_GB:979:-	13800
Adenovirus:Type_3_Strain_GB:276:+	276	Adenovirus:Type_3_Strain_GB:980:-	13850
Adenovirus:Type_3_Strain_GB:277:+	277	Adenovirus:Type_3_Strain_GB:981:-	13900
Adenovirus:Type_3_Strain_GB:278:+	278	Adenovirus:Type_3_Strain_GB:982:-	13950
Adenovirus:Type_3_Strain_GB:279:+	279	Adenovirus:Type_3_Strain_GB:983:-	14000
Adenovirus:Type_3_Strain_GB:280:+	280	Adenovirus:Type_3_Strain_GB:984:-	14050
Adenovirus:Type_3_Strain_GB:281:+	281	Adenovirus:Type_3_Strain_GB:985:-	14100
Adenovirus:Type_3_Strain_GB:282:+	282	Adenovirus:Type_3_Strain_GB:986:-	14150
Adenovirus:Type_3_Strain_GB:283:+	283	Adenovirus:Type_3_Strain_GB:987:-	14200
Adenovirus:Type_3_Strain_GB:284:+	284	Adenovirus:Type_3_Strain_GB:988:-	14250
Adenovirus:Type_3_Strain_GB:285:+	285	Adenovirus:Type_3_Strain_GB:989:-	14300
Adenovirus:Type_3_Strain_GB:286:+	286	Adenovirus:Type_3_Strain_GB:990:-	14350
Adenovirus:Type_3_Strain_GB:287:+	287	Adenovirus:Type_3_Strain_GB:991:-	14400
Adenovirus:Type_3_Strain_GB:288:+	288	Adenovirus:Type_3_Strain_GB:992:-	14450
Adenovirus:Type_3_Strain_GB:289:+	289	Adenovirus:Type_3_Strain_GB:993:-	14500
Adenovirus:Type_3_Strain_GB:290:+	290	Adenovirus:Type_3_Strain_GB:994:-	14550
Adenovirus:Type_3_Strain_GB:291:+	291	Adenovirus:Type_3_Strain_GB:995:-	14600
Adenovirus:Type_3_Strain_GB:292:+	292	Adenovirus:Type_3_Strain_GB:996:-	14650
Adenovirus:Type_3_Strain_GB:293:+	293	Adenovirus:Type_3_Strain_GB:997:-	14700
Adenovirus:Type_3_Strain_GB:294:+	294	Adenovirus:Type_3_Strain_GB:998:-	14750
Adenovirus:Type_3_Strain_GB:295:+	295	Adenovirus:Type_3_Strain_GB:999:-	14800
Adenovirus:Type_3_Strain_GB:296:+	296	Adenovirus:Type_3_Strain_GB:1000:-	14850
Adenovirus:Type_3_Strain_GB:297:+	297	Adenovirus:Type_3_Strain_GB:1001:-	14900
Adenovirus:Type_3_Strain_GB:298:+	298	Adenovirus:Type_3_Strain_GB:1002:-	14950
Adenovirus:Type_3_Strain_GB:299:+	299	Adenovirus:Type_3_Strain_GB:1003:-	15000
Adenovirus:Type_3_Strain_GB:300:+	300	Adenovirus:Type_3_Strain_GB:1004:-	15050
Adenovirus:Type_3_Strain_GB:301:+	301	Adenovirus:Type_3_Strain_GB:1005:-	15100
Adenovirus:Type_3_Strain_GB:302:+	302	Adenovirus:Type_3_Strain_GB:1006:-	15150
Adenovirus:Type_3_Strain_GB:303:+	303	Adenovirus:Type_3_Strain_GB:1007:-	15200
Adenovirus:Type_3_Strain_GB:304:+	304	Adenovirus:Type_3_Strain_GB:1008:-	15250
Adenovirus:Type_3_Strain_GB:305:+	305	Adenovirus:Type_3_Strain_GB:1009:-	15300
Adenovirus:Type_3_Strain_GB:306:+	306	Adenovirus:Type_3_Strain_GB:1010:-	15350
Adenovirus:Type_3_Strain_GB:307:+	307	Adenovirus:Type_3_Strain_GB:1011:-	15400
Adenovirus:Type_3_Strain_GB:308:+	308	Adenovirus:Type_3_Strain_GB:1012:-	15450
Adenovirus:Type_3_Strain_GB:309:+	309	Adenovirus:Type_3_Strain_GB:1013:-	15500
Adenovirus:Type_3_Strain_GB:310:+	310	Adenovirus:Type_3_Strain_GB:1014:-	15550
Adenovirus:Type_3_Strain_GB:311:+	311	Adenovirus:Type_3_Strain_GB:1015:-	15600
Adenovirus:Type_3_Strain_GB:312:+	312	Adenovirus:Type_3_Strain_GB:1016:-	15650
Adenovirus:Type_3_Strain_GB:313:+	313	Adenovirus:Type_3_Strain_GB:1017:-	15700
Adenovirus:Type_3_Strain_GB:314:+	314	Adenovirus:Type_3_Strain_GB:1018:-	15750
Adenovirus:Type_3_Strain_GB:315:+	315	Adenovirus:Type_3_Strain_GB:1019:-	15800
Adenovirus:Type_3_Strain_GB:316:+	316	Adenovirus:Type_3_Strain_GB:1020:-	15850
Adenovirus:Type_3_Strain_GB:317:+	317	Adenovirus:Type_3_Strain_GB:1021:-	15900
Adenovirus:Type_3_Strain_GB:318:+	318	Adenovirus:Type_3_Strain_GB:1022:-	15950
Adenovirus:Type_3_Strain_GB:319:+	319	Adenovirus:Type_3_Strain_GB:1023:-	16000
Adenovirus:Type_3_Strain_GB:320:+	320	Adenovirus:Type_3_Strain_GB:1024:-	16050
Adenovirus:Type_3_Strain_GB:321:+	321	Adenovirus:Type_3_Strain_GB:1025:-	16100
Adenovirus:Type_3_Strain_GB:322:+	322	Adenovirus:Type_3_Strain_GB:1026:-	16150
Adenovirus:Type_3_Strain_GB:323:+	323	Adenovirus:Type_3_Strain_GB:1027:-	16200
Adenovirus:Type_3_Strain_GB:324:+	324	Adenovirus:Type_3_Strain_GB:1028:-	16250
Adenovirus:Type_3_Strain_GB:325:+	325	Adenovirus:Type_3_Strain_GB:1029:-	16300
Adenovirus:Type_3_Strain_GB:326:+	326	Adenovirus:Type_3_Strain_GB:1030:-	16350
Adenovirus:Type_3_Strain_GB:327:+	327	Adenovirus:Type_3_Strain_GB:1031:-	16400
Adenovirus:Type_3_Strain_GB:328:+	328	Adenovirus:Type_3_Strain_GB:1032:-	16450
Adenovirus:Type_3_Strain_GB:329:+	329	Adenovirus:Type_3_Strain_GB:1033:-	16500
Adenovirus:Type_3_Strain_GB:330:+	330	Adenovirus:Type_3_Strain_GB:1034:-	16550
Adenovirus:Type_3_Strain_GB:331:+	331	Adenovirus:Type_3_Strain_GB:1035:-	16600
Adenovirus:Type_3_Strain_GB:332:+	332	Adenovirus:Type_3_Strain_GB:1036:-	16650
Adenovirus:Type_3_Strain_GB:333:+	333	Adenovirus:Type_3_Strain_GB:1037:-	16700
Adenovirus:Type_3_Strain_GB:334:+	334	Adenovirus:Type_3_Strain_GB:1038:-	16750
Adenovirus:Type_3_Strain_GB:335:+	335	Adenovirus:Type_3_Strain_GB:1039:-	16800
Adenovirus:Type_3_Strain_GB:336:+	336	Adenovirus:Type_3_Strain_GB:1040:-	16850
Adenovirus:Type_3_Strain_GB:337:+	337	Adenovirus:Type_3_Strain_GB:1041:-	16900
Adenovirus:Type_3_Strain_GB:338:+	338	Adenovirus:Type_3_Strain_GB:1042:-	16950
Adenovirus:Type_3_Strain_GB:339:+	339	Adenovirus:Type_3_Strain_GB:1043:-	17000
Adenovirus:Type_3_Strain_GB:340:+	340	Adenovirus:Type_3_Strain_GB:1044:-	17050
Adenovirus:Type_3_Strain_GB:341:+	341	Adenovirus:Type_3_Strain_GB:1045:-	17100
Adenovirus:Type_3_Strain_GB:342:+	342	Adenovirus:Type_3_Strain_GB:1046:-	17150
Adenovirus:Type_3_Strain_GB:343:+	343	Adenovirus:Type_3_Strain_GB:1047:-	17200
Adenovirus:Type_3_Strain_GB:344:+	344	Adenovirus:Type_3_Strain_GB:1048:-	17250
Adenovirus:Type_3_Strain_GB:345:+	345	Adenovirus:Type_3_Strain_GB:1049:-	17300
Adenovirus:Type_3_Strain_GB:346:+	346	Adenovirus:Type_3_Strain_GB:1050:-	17350
Adenovirus:Type_3_Strain_GB:347:+	347	Adenovirus:Type_3_Strain_GB:1051:-	17400
Adenovirus:Type_3_Strain_GB:348:+	348	Adenovirus:Type_3_Strain_GB:1052:-	17450
Adenovirus:Type_3_Strain_GB:349:+	349	Adenovirus:Type_3_Strain_GB:1053:-	17500
Adenovirus:Type_3_Strain_GB:350:+	350	Adenovirus:Type_3_Strain_GB:1054:-	17550
Adenovirus:Type_3_Strain_GB:351:+	351	Adenovirus:Type_3_Strain_GB:1055:-	17600
Adenovirus:Type_3_Strain_GB:352:+	352	Adenovirus:Type_3_Strain_GB:1056:-	17650
Adenovirus:Type_3_Strain_GB:353:+	353	Adenovirus:Type_3_Strain_GB:1057:-	17700
Adenovirus:Type_3_Strain_GB:354:+	354	Adenovirus:Type_3_Strain_GB:1058:-	17750
Adenovirus:Type_3_Strain_GB:355:+	355	Adenovirus:Type_3_Strain_GB:1059:-	17800
Adenovirus:Type_3_Strain_GB:356:+	356	Adenovirus:Type_3_Strain_GB:1060:-	17850
Adenovirus:Type_3_Strain_GB:357:+	357	Adenovirus:Type_3_Strain_GB:1061:-	17900
Adenovirus:Type_3_Strain_GB:358:+	358	Adenovirus:Type_3_Strain_GB:1062:-	17950
Adenovirus:Type_3_Strain_GB:359:+	359	Adenovirus:Type_3_Strain_GB:1063:-	18000
Adenovirus:Type_3_Strain_GB:360:+	360	Adenovirus:Type_3_Strain_GB:1064:-	18050
Adenovirus:Type_3_Strain_GB:361:+	361	Adenovirus:Type_3_Strain_GB:1065:-	18100
Adenovirus:Type_3_Strain_GB:362:+	362	Adenovirus:Type_3_Strain_GB:1066:-	18150
Adenovirus:Type_3_Strain_GB:363:+	363	Adenovirus:Type_3_Strain_GB:1067:-	18200
Adenovirus:Type_3_Strain_GB:364:+	364	Adenovirus:Type_3_Strain_GB:1068:-	18250
Adenovirus:Type_3_Strain_GB:365:+	365	Adenovirus:Type_3_Strain_GB:1069:-	18300
Adenovirus:Type_3_Strain_GB:366:+	366	Adenovirus:Type_3_Strain_GB:1070:-	18350
Adenovirus:Type_3_Strain_GB:367:+	367	Adenovirus:Type_3_Strain_GB:1071:-	18400
Adenovirus:Type_3_Strain_GB:368:+	368	Adenovirus:Type_3_Strain_GB:1072:-	18450
Adenovirus:Type_3_Strain_GB:369:+	369	Adenovirus:Type_3_Strain_GB:1073:-	18500
Adenovirus:Type_3_Strain_GB:370:+	370	Adenovirus:Type_3_Strain_GB:1074:-	18550
Adenovirus:Type_3_Strain_GB:371:+	371	Adenovirus:Type_3_Strain_GB:1075:-	18600
Adenovirus:Type_3_Strain_GB:372:+	372	Adenovirus:Type_3_Strain_GB:1076:-	18650
Adenovirus:Type_3_Strain_GB:373:+	373	Adenovirus:Type_3_Strain_GB:1077:-	18700
Adenovirus:Type_3_Strain_GB:374:+	374	Adenovirus:Type_3_Strain_GB:1078:-	18750
Adenovirus:Type_3_Strain_GB:375:+	375	Adenovirus:Type_3_Strain_GB:1079:-	18800
Adenovirus:Type_3_Strain_GB:376:+	376	Adenovirus:Type_3_Strain_GB:1080:-	18850
Adenovirus:Type_3_Strain_GB:377:+	377	Adenovirus:Type_3_Strain_GB:1081:-	18900
Adenovirus:Type_3_Strain_GB:378:+	378	Adenovirus:Type_3_Strain_GB:1082:-	18950
Adenovirus:Type_3_Strain_GB:379:+	379	Adenovirus:Type_3_Strain_GB:1083:-	19000
Adenovirus:Type_3_Strain_GB:380:+	380	Adenovirus:Type_3_Strain_GB:1084:-	19050
Adenovirus:Type_3_Strain_GB:381:+	381	Adenovirus:Type_3_Strain_GB:1085:-	19100
Adenovirus:Type_3_Strain_GB:382:+	382	Adenovirus:Type_3_Strain_GB:1086:-	19150
Adenovirus:Type_3_Strain_GB:383:+	383	Adenovirus:Type_3_Strain_GB:1087:-	19200
Adenovirus:Type_3_Strain_GB:384:+	384	Adenovirus:Type_3_Strain_GB:1088:-	19250
Adenovirus:Type_3_Strain_GB:385:+	385	Adenovirus:Type_3_Strain_GB:1089:-	19300
Adenovirus:Type_3_Strain_GB:386:+	386	Adenovirus:Type_3_Strain_GB:1090:-	19350
Adenovirus:Type_3_Strain_GB:387:+	387	Adenovirus:Type_3_Strain_GB:1091:-	19400
Adenovirus:Type_3_Strain_GB:388:+	388	Adenovirus:Type_3_Strain_GB:1092:-	19450
Adenovirus:Type_3_Strain_GB:389:+	389	Adenovirus:Type_3_Strain_GB:1093:-	19500
Adenovirus:Type_3_Strain_GB:390:+	390	Adenovirus:Type_3_Strain_GB:1094:-	19550
Adenovirus:Type_3_Strain_GB:391:+	391	Adenovirus:Type_3_Strain_GB:1095:-	19600
Adenovirus:Type_3_Strain_GB:392:+	392	Adenovirus:Type_3_Strain_GB:1096:-	19650
Adenovirus:Type_3_Strain_GB:393:+	393	Adenovirus:Type_3_Strain_GB:1097:-	19700
Adenovirus:Type_3_Strain_GB:394:+	394	Adenovirus:Type_3_Strain_GB:1098:-	19750
Adenovirus:Type_3_Strain_GB:395:+	395	Adenovirus:Type_3_Strain_GB:1099:-	19800
Adenovirus:Type_3_Strain_GB:396:+	396	Adenovirus:Type_3_Strain_GB:1100:-	19850
Adenovirus:Type_3_Strain_GB:397:+	397	Adenovirus:Type_3_Strain_GB:1101:-	19900
Adenovirus:Type_3_Strain_GB:398:+	398	Adenovirus:Type_3_Strain_GB:1102:-	19950
Adenovirus:Type_3_Strain_GB:399:+	399	Adenovirus:Type_3_Strain_GB:1103:-	20000
Adenovirus:Type_3_Strain_GB:400:+	400	Adenovirus:Type_3_Strain_GB:1104:-	20050
Adenovirus:Type_3_Strain_GB:401:+	401	Adenovirus:Type_3_Strain_GB:1105:-	20100
Adenovirus:Type_3_Strain_GB:402:+	402	Adenovirus:Type_3_Strain_GB:1106:-	20150
Adenovirus:Type_3_Strain_GB:403:+	403	Adenovirus:Type_3_Strain_GB:1107:-	20200
Adenovirus:Type_3_Strain_GB:404:+	404	Adenovirus:Type_3_Strain_GB:1108:-	20250
Adenovirus:Type_3_Strain_GB:405:+	405	Adenovirus:Type_3_Strain_GB:1109:-	20300
Adenovirus:Type_3_Strain_GB:406:+	406	Adenovirus:Type_3_Strain_GB:1110:-	20350
Adenovirus:Type_3_Strain_GB:407:+	407	Adenovirus:Type_3_Strain_GB:1111:-	20400
Adenovirus:Type_3_Strain_GB:408:+	408	Adenovirus:Type_3_Strain_GB:1112:-	20450
Adenovirus:Type_3_Strain_GB:409:+	409	Adenovirus:Type_3_Strain_GB:1113:-	20500
Adenovirus:Type_3_Strain_GB:410:+	410	Adenovirus:Type_3_Strain_GB:1114:-	20550
Adenovirus:Type_3_Strain_GB:411:+	411	Adenovirus:Type_3_Strain_GB:1115:-	20600
Adenovirus:Type_3_Strain_GB:412:+	412	Adenovirus:Type_3_Strain_GB:1116:-	20650
Adenovirus:Type_3_Strain_GB:413:+	413	Adenovirus:Type_3_Strain_GB:1117:-	20700
Adenovirus:Type_3_Strain_GB:414:+	414	Adenovirus:Type_3_Strain_GB:1118:-	20750
Adenovirus:Type_3_Strain_GB:415:+	415	Adenovirus:Type_3_Strain_GB:1119:-	20800
Adenovirus:Type_3_Strain_GB:416:+	416	Adenovirus:Type_3_Strain_GB:1120:-	20850
Adenovirus:Type_3_Strain_GB:417:+	417	Adenovirus:Type_3_Strain_GB:1121:-	20900
Adenovirus:Type_3_Strain_GB:418:+	418	Adenovirus:Type_3_Strain_GB:1122:-	20950
Adenovirus:Type_3_Strain_GB:419:+	419	Adenovirus:Type_3_Strain_GB:1123:-	21000
Adenovirus:Type_3_Strain_GB:420:+	420	Adenovirus:Type_3_Strain_GB:1124:-	21050
Adenovirus:Type_3_Strain_GB:421:+	421	Adenovirus:Type_3_Strain_GB:1125:-	21100
Adenovirus:Type_3_Strain_GB:422:+	422	Adenovirus:Type_3_Strain_GB:1126:-	21150
Adenovirus:Type_3_Strain_GB:423:+	423	Adenovirus:Type_3_Strain_GB:1127:-	21200
Adenovirus:Type_3_Strain_GB:424:+	424	Adenovirus:Type_3_Strain_GB:1128:-	21250
Adenovirus:Type_3_Strain_GB:425:+	425	Adenovirus:Type_3_Strain_GB:1129:-	21300
Adenovirus:Type_3_Strain_GB:426:+	426	Adenovirus:Type_3_Strain_GB:1130:-	21350
Adenovirus:Type_3_Strain_GB:427:+	427	Adenovirus:Type_3_Strain_GB:1131:-	21400
Adenovirus:Type_3_Strain_GB:428:+	428	Adenovirus:Type_3_Strain_GB:1132:-	21450
Adenovirus:Type_3_Strain_GB:429:+	429	Adenovirus:Type_3_Strain_GB:1133:-	21500
Adenovirus:Type_3_Strain_GB:430:+	430	Adenovirus:Type_3_Strain_GB:1134:-	21550
Adenovirus:Type_3_Strain_GB:431:+	431	Adenovirus:Type_3_Strain_GB:1135:-	21600
Adenovirus:Type_3_Strain_GB:432:+	432	Adenovirus:Type_3_Strain_GB:1136:-	21650
Adenovirus:Type_3_Strain_GB:433:+	433	Adenovirus:Type_3_Strain_GB:1137:-	21700
Adenovirus:Type_3_Strain_GB:434:+	434	Adenovirus:Type_3_Strain_GB:1138:-	21750
Adenovirus:Type_3_Strain_GB:435:+	435	Adenovirus:Type_3_Strain_GB:1139:-	21800
Adenovirus:Type_3_Strain_GB:436:+	436	Adenovirus:Type_3_Strain_GB:1140:-	21850
Adenovirus:Type_3_Strain_GB:437:+	437	Adenovirus:Type_3_Strain_GB:1141:-	21900
Adenovirus:Type_3_Strain_GB:438:+	438	Adenovirus:Type_3_Strain_GB:1142:-	21950
Adenovirus:Type_3_Strain_GB:439:+	439	Adenovirus:Type_3_Strain_GB:1143:-	22000
Adenovirus:Type_3_Strain_GB:440:+	440	Adenovirus:Type_3_Strain_GB:1144:-	22050
Adenovirus:Type_3_Strain_GB:441:+	441	Adenovirus:Type_3_Strain_GB:1145:-	22100
Adenovirus:Type_3_Strain_GB:442:+	442	Adenovirus:Type_3_Strain_GB:1146:-	22150
Adenovirus:Type_3_Strain_GB:443:+	443	Adenovirus:Type_3_Strain_GB:1147:-	22200
Adenovirus:Type_3_Strain_GB:444:+	444	Adenovirus:Type_3_Strain_GB:1148:-	22250
Adenovirus:Type_3_Strain_GB:445:+	445	Adenovirus:Type_3_Strain_GB:1149:-	22300
Adenovirus:Type_3_Strain_GB:446:+	446	Adenovirus:Type_3_Strain_GB:1150:-	22350
Adenovirus:Type_3_Strain_GB:447:+	447	Adenovirus:Type_3_Strain_GB:1151:-	22400
Adenovirus:Type_3_Strain_GB:448:+	448	Adenovirus:Type_3_Strain_GB:1152:-	22450
Adenovirus:Type_3_Strain_GB:449:+	449	Adenovirus:Type_3_Strain_GB:1153:-	22500
Adenovirus:Type_3_Strain_GB:450:+	450	Adenovirus:Type_3_Strain_GB:1154:-	22550
Adenovirus:Type_3_Strain_GB:451:+	451	Adenovirus:Type_3_Strain_GB:1155:-	22600
Adenovirus:Type_3_Strain_GB:452:+	452	Adenovirus:Type_3_Strain_GB:1156:-	22650
Adenovirus:Type_3_Strain_GB:453:+	453	Adenovirus:Type_3_Strain_GB:1157:-	22700
Adenovirus:Type_3_Strain_GB:454:+	454	Adenovirus:Type_3_Strain_GB:1158:-	22750
Adenovirus:Type_3_Strain_GB:455:+	455	Adenovirus:Type_3_Strain_GB:1159:-	22800
Adenovirus:Type_3_Strain_GB:456:+	456	Adenovirus:Type_3_Strain_GB:1160:-	22850
Adenovirus:Type_3_Strain_GB:457:+	457	Adenovirus:Type_3_Strain_GB:1161:-	22900
Adenovirus:Type_3_Strain_GB:458:+	458	Adenovirus:Type_3_Strain_GB:1162:-	22950
Adenovirus:Type_3_Strain_GB:459:+	459	Adenovirus:Type_3_Strain_GB:1163:-	23000
Adenovirus:Type_3_Strain_GB:460:+	460	Adenovirus:Type_3_Strain_GB:1164:-	23050
Adenovirus:Type_3_Strain_GB:461:+	461	Adenovirus:Type_3_Strain_GB:1165:-	23100
Adenovirus:Type_3_Strain_GB:462:+	462	Adenovirus:Type_3_Strain_GB:1166:-	23150
Adenovirus:Type_3_Strain_GB:463:+	463	Adenovirus:Type_3_Strain_GB:1167:-	23200
Adenovirus:Type_3_Strain_GB:464:+	464	Adenovirus:Type_3_Strain_GB:1168:-	23250
Adenovirus:Type_3_Strain_GB:465:+	465	Adenovirus:Type_3_Strain_GB:1169:-	23300
Adenovirus:Type_3_Strain_GB:466:+	466	Adenovirus:Type_3_Strain_GB:1170:-	23350
Adenovirus:Type_3_Strain_GB:467:+	467	Adenovirus:Type_3_Strain_GB:1171:-	23400
Adenovirus:Type_3_Strain_GB:468:+	468	Adenovirus:Type_3_Strain_GB:1172:-	23450
Adenovirus:Type_3_Strain_GB:469:+	469	Adenovirus:Type_3_Strain_GB:1173:-	23500
Adenovirus:Type_3_Strain_GB:470:+	470	Adenovirus:Type_3_Strain_GB:1174:-	23550
Adenovirus:Type_3_Strain_GB:471:+	471	Adenovirus:Type_3_Strain_GB:1175:-	23600
Adenovirus:Type_3_Strain_GB:472:+	472	Adenovirus:Type_3_Strain_GB:1176:-	23650
Adenovirus:Type_3_Strain_GB:473:+	473	Adenovirus:Type_3_Strain_GB:1177:-	23700
Adenovirus:Type_3_Strain_GB:474:+	474	Adenovirus:Type_3_Strain_GB:1178:-	23750
Adenovirus:Type_3_Strain_GB:475:+	475	Adenovirus:Type_3_Strain_GB:1179:-	23800
Adenovirus:Type_3_Strain_GB:476:+	476	Adenovirus:Type_3_Strain_GB:1180:-	23850
Adenovirus:Type_3_Strain_GB:477:+	477	Adenovirus:Type_3_Strain_GB:1181:-	23900
Adenovirus:Type_3_Strain_GB:478:+	478	Adenovirus:Type_3_Strain_GB:1182:-	23950
Adenovirus:Type_3_Strain_GB:479:+	479	Adenovirus:Type_3_Strain_GB:1183:-	24000
Adenovirus:Type_3_Strain_GB:480:+	480	Adenovirus:Type_3_Strain_GB:1184:-	24050
Adenovirus:Type_3_Strain_GB:481:+	481	Adenovirus:Type_3_Strain_GB:1185:-	24100
Adenovirus:Type_3_Strain_GB:482:+	482	Adenovirus:Type_3_Strain_GB:1186:-	24150
Adenovirus:Type_3_Strain_GB:483:+	483	Adenovirus:Type_3_Strain_GB:1187:-	24200
Adenovirus:Type_3_Strain_GB:484:+	484	Adenovirus:Type_3_Strain_GB:1188:-	24250
Adenovirus:Type_3_Strain_GB:485:+	485	Adenovirus:Type_3_Strain_GB:1189:-	24300
Adenovirus:Type_3_Strain_GB:486:+	486	Adenovirus:Type_3_Strain_GB:1190:-	24350
Adenovirus:Type_3_Strain_GB:487:+	487	Adenovirus:Type_3_Strain_GB:1191:-	24400
Adenovirus:Type_3_Strain_GB:488:+	488	Adenovirus:Type_3_Strain_GB:1192:-	24450
Adenovirus:Type_3_Strain_GB:489:+	489	Adenovirus:Type_3_Strain_GB:1193:-	24500
Adenovirus:Type_3_Strain_GB:490:+	490	Adenovirus:Type_3_Strain_GB:1194:-	24550
Adenovirus:Type_3_Strain_GB:491:+	491	Adenovirus:Type_3_Strain_GB:1195:-	24600
Adenovirus:Type_3_Strain_GB:492:+	492	Adenovirus:Type_3_Strain_GB:1196:-	24650
Adenovirus:Type_3_Strain_GB:493:+	493	Adenovirus:Type_3_Strain_GB:1197:-	24700
Adenovirus:Type_3_Strain_GB:494:+	494	Adenovirus:Type_3_Strain_GB:1198:-	24750
Adenovirus:Type_3_Strain_GB:495:+	495	Adenovirus:Type_3_Strain_GB:1199:-	24800
Adenovirus:Type_3_Strain_GB:496:+	496	Adenovirus:Type_3_Strain_GB:1200:-	24850
Adenovirus:Type_3_Strain_GB:497:+	497	Adenovirus:Type_3_Strain_GB:1201:-	24900
Adenovirus:Type_3_Strain_GB:498:+	498	Adenovirus:Type_3_Strain_GB:1202:-	24950
Adenovirus:Type_3_Strain_GB:499:+	499	Adenovirus:Type_3_Strain_GB:1203:-	25000
Adenovirus:Type_3_Strain_GB:500:+	500	Adenovirus:Type_3_Strain_GB:1204:-	25050
Adenovirus:Type_3_Strain_GB:501:+	501	Adenovirus:Type_3_Strain_GB:1205:-	25100
Adenovirus:Type_3_Strain_GB:502:+	502	Adenovirus:Type_3_Strain_GB:1206:-	25150
Adenovirus:Type_3_Strain_GB:503:+	503	Adenovirus:Type_3_Strain_GB:1207:-	25200
Adenovirus:Type_3_Strain_GB:504:+	504	Adenovirus:Type_3_Strain_GB:1208:-	25250
Adenovirus:Type_3_Strain_GB:505:+	505	Adenovirus:Type_3_Strain_GB:1209:-	25300
Adenovirus:Type_3_Strain_GB:506:+	506	Adenovirus:Type_3_Strain_GB:1210:-	25350
Adenovirus:Type_3_Strain_GB:507:+	507	Adenovirus:Type_3_Strain_GB:1211:-	25400
Adenovirus:Type_3_Strain_GB:508:+	508	Adenovirus:Type_3_Strain_GB:1212:-	25450
Adenovirus:Type_3_Strain_GB:509:+	509	Adenovirus:Type_3_Strain_GB:1213:-	25500
Adenovirus:Type_3_Strain_GB:510:+	510	Adenovirus:Type_3_Strain_GB:1214:-	25550
Adenovirus:Type_3_Strain_GB:511:+	511	Adenovirus:Type_3_Strain_GB:1215:-	25600
Adenovirus:Type_3_Strain_GB:512:+	512	Adenovirus:Type_3_Strain_GB:1216:-	25650
Adenovirus:Type_3_Strain_GB:513:+	513	Adenovirus:Type_3_Strain_GB:1217:-	25700
Adenovirus:Type_3_Strain_GB:514:+	514	Adenovirus:Type_3_Strain_GB:1218:-	25750
Adenovirus:Type_3_Strain_GB:515:+	515	Adenovirus:Type_3_Strain_GB:1219:-	25800
Adenovirus:Type_3_Strain_GB:516:+	516	Adenovirus:Type_3_Strain_GB:1220:-	25850
Adenovirus:Type_3_Strain_GB:517:+	517	Adenovirus:Type_3_Strain_GB:1221:-	25900
Adenovirus:Type_3_Strain_GB:518:+	518	Adenovirus:Type_3_Strain_GB:1222:-	25950
Adenovirus:Type_3_Strain_GB:519:+	519	Adenovirus:Type_3_Strain_GB:1223:-	26000
Adenovirus:Type_3_Strain_GB:520:+	520	Adenovirus:Type_3_Strain_GB:1224:-	26050
Adenovirus:Type_3_Strain_GB:521:+	521	Adenovirus:Type_3_Strain_GB:1225:-	26100
Adenovirus:Type_3_Strain_GB:522:+	522	Adenovirus:Type_3_Strain_GB:1226:-	26150
Adenovirus:Type_3_Strain_GB:523:+	523	Adenovirus:Type_3_Strain_GB:1227:-	26200
Adenovirus:Type_3_Strain_GB:524:+	524	Adenovirus:Type_3_Strain_GB:1228:-	26250
Adenovirus:Type_3_Strain_GB:525:+	525	Adenovirus:Type_3_Strain_GB:1229:-	26300
Adenovirus:Type_3_Strain_GB:526:+	526	Adenovirus:Type_3_Strain_GB:1230:-	26350
Adenovirus:Type_3_Strain_GB:527:+	527	Adenovirus:Type_3_Strain_GB:1231:-	26400
Adenovirus:Type_3_Strain_GB:528:+	528	Adenovirus:Type_3_Strain_GB:1232:-	26450
Adenovirus:Type_3_Strain_GB:529:+	529	Adenovirus:Type_3_Strain_GB:1233:-	26500
Adenovirus:Type_3_Strain_GB:530:+	530	Adenovirus:Type_3_Strain_GB:1234:-	26550
Adenovirus:Type_3_Strain_GB:531:+	531	Adenovirus:Type_3_Strain_GB:1235:-	26600
Adenovirus:Type_3_Strain_GB:532:+	532	Adenovirus:Type_3_Strain_GB:1236:-	26650
Adenovirus:Type_3_Strain_GB:533:+	533	Adenovirus:Type_3_Strain_GB:1237:-	26700
Adenovirus:Type_3_Strain_GB:534:+	534	Adenovirus:Type_3_Strain_GB:1238:-	26750
Adenovirus:Type_3_Strain_GB:535:+	535	Adenovirus:Type_3_Strain_GB:1239:-	26800
Adenovirus:Type_3_Strain_GB:536:+	536	Adenovirus:Type_3_Strain_GB:1240:-	26850
Adenovirus:Type_3_Strain_GB:537:+	537	Adenovirus:Type_3_Strain_GB:1241:-	26900
Adenovirus:Type_3_Strain_GB:538:+	538	Adenovirus:Type_3_Strain_GB:1242:-	26950
Adenovirus:Type_3_Strain_GB:539:+	539	Adenovirus:Type_3_Strain_GB:1243:-	27000
Adenovirus:Type_3_Strain_GB:540:+	540	Adenovirus:Type_3_Strain_GB:1244:-	27050
Adenovirus:Type_3_Strain_GB:541:+	541	Adenovirus:Type_3_Strain_GB:1245:-	27100
Adenovirus:Type_3_Strain_GB:542:+	542	Adenovirus:Type_3_Strain_GB:1246:-	27150
Adenovirus:Type_3_Strain_GB:543:+	543	Adenovirus:Type_3_Strain_GB:1247:-	27200
