sense	number	antisense	bp	
Adenovirus:Type_1_Strain_Adenoid_71:225:+	226	Adenovirus:Type_1_Strain_Adenoid_71:940:-	11350	
Adenovirus:Type_1_Strain_Adenoid_71:226:+	227	Adenovirus:Type_1_Strain_Adenoid_71:941:-	11400	
Adenovirus:Type_1_Strain_Adenoid_71:227:+	228	Adenovirus:Type_1_Strain_Adenoid_71:942:-	11450	
Adenovirus:Type_1_Strain_Adenoid_71:228:+	229	Adenovirus:Type_1_Strain_Adenoid_71:943:-	11500	
Adenovirus:Type_1_Strain_Adenoid_71:229:+	230	Adenovirus:Type_1_Strain_Adenoid_71:944:-	11550	
Adenovirus:Type_1_Strain_Adenoid_71:230:+	231	Adenovirus:Type_1_Strain_Adenoid_71:945:-	11600	
Adenovirus:Type_1_Strain_Adenoid_71:231:+	232	Adenovirus:Type_1_Strain_Adenoid_71:946:-	11650	
Adenovirus:Type_1_Strain_Adenoid_71:232:+	233	Adenovirus:Type_1_Strain_Adenoid_71:947:-	11700	
Adenovirus:Type_1_Strain_Adenoid_71:233:+	234	Adenovirus:Type_1_Strain_Adenoid_71:948:-	11750	
Adenovirus:Type_1_Strain_Adenoid_71:234:+	235	Adenovirus:Type_1_Strain_Adenoid_71:949:-	11800	
Adenovirus:Type_1_Strain_Adenoid_71:235:+	236	Adenovirus:Type_1_Strain_Adenoid_71:950:-	11850	
Adenovirus:Type_1_Strain_Adenoid_71:236:+	237	Adenovirus:Type_1_Strain_Adenoid_71:951:-	11900	
Adenovirus:Type_1_Strain_Adenoid_71:237:+	238	Adenovirus:Type_1_Strain_Adenoid_71:952:-	11950	
Adenovirus:Type_1_Strain_Adenoid_71:238:+	239	Adenovirus:Type_1_Strain_Adenoid_71:953:-	12000	
Adenovirus:Type_1_Strain_Adenoid_71:239:+	240	Adenovirus:Type_1_Strain_Adenoid_71:954:-	12050	
Adenovirus:Type_1_Strain_Adenoid_71:240:+	241	Adenovirus:Type_1_Strain_Adenoid_71:955:-	12100	
Adenovirus:Type_1_Strain_Adenoid_71:241:+	242	Adenovirus:Type_1_Strain_Adenoid_71:956:-	12150	
Adenovirus:Type_1_Strain_Adenoid_71:242:+	243	Adenovirus:Type_1_Strain_Adenoid_71:957:-	12200	
Adenovirus:Type_1_Strain_Adenoid_71:243:+	244	Adenovirus:Type_1_Strain_Adenoid_71:958:-	12250	
Adenovirus:Type_1_Strain_Adenoid_71:244:+	245	Adenovirus:Type_1_Strain_Adenoid_71:959:-	12300	
Adenovirus:Type_1_Strain_Adenoid_71:245:+	246	Adenovirus:Type_1_Strain_Adenoid_71:960:-	12350	
Adenovirus:Type_1_Strain_Adenoid_71:246:+	247	Adenovirus:Type_1_Strain_Adenoid_71:961:-	12400	
Adenovirus:Type_1_Strain_Adenoid_71:247:+	248	Adenovirus:Type_1_Strain_Adenoid_71:962:-	12450	
Adenovirus:Type_1_Strain_Adenoid_71:248:+	249	Adenovirus:Type_1_Strain_Adenoid_71:963:-	12500	
Adenovirus:Type_1_Strain_Adenoid_71:249:+	250	Adenovirus:Type_1_Strain_Adenoid_71:964:-	12550	
Adenovirus:Type_1_Strain_Adenoid_71:250:+	251	Adenovirus:Type_1_Strain_Adenoid_71:965:-	12600	
Adenovirus:Type_1_Strain_Adenoid_71:251:+	252	Adenovirus:Type_1_Strain_Adenoid_71:966:-	12650	
Adenovirus:Type_1_Strain_Adenoid_71:252:+	253	Adenovirus:Type_1_Strain_Adenoid_71:967:-	12700	
Adenovirus:Type_1_Strain_Adenoid_71:253:+	254	Adenovirus:Type_1_Strain_Adenoid_71:968:-	12750	
Adenovirus:Type_1_Strain_Adenoid_71:254:+	255	Adenovirus:Type_1_Strain_Adenoid_71:969:-	12800	
Adenovirus:Type_1_Strain_Adenoid_71:255:+	256	Adenovirus:Type_1_Strain_Adenoid_71:970:-	12850	
Adenovirus:Type_1_Strain_Adenoid_71:256:+	257	Adenovirus:Type_1_Strain_Adenoid_71:971:-	12900	
Adenovirus:Type_1_Strain_Adenoid_71:257:+	258	Adenovirus:Type_1_Strain_Adenoid_71:972:-	12950	
Adenovirus:Type_1_Strain_Adenoid_71:258:+	259	Adenovirus:Type_1_Strain_Adenoid_71:973:-	13000	
Adenovirus:Type_1_Strain_Adenoid_71:259:+	260	Adenovirus:Type_1_Strain_Adenoid_71:974:-	13050	
Adenovirus:Type_1_Strain_Adenoid_71:260:+	261	Adenovirus:Type_1_Strain_Adenoid_71:975:-	13100	
Adenovirus:Type_1_Strain_Adenoid_71:261:+	262	Adenovirus:Type_1_Strain_Adenoid_71:976:-	13150	
Adenovirus:Type_1_Strain_Adenoid_71:262:+	263	Adenovirus:Type_1_Strain_Adenoid_71:977:-	13200	
Adenovirus:Type_1_Strain_Adenoid_71:263:+	264	Adenovirus:Type_1_Strain_Adenoid_71:978:-	13250	
Adenovirus:Type_1_Strain_Adenoid_71:264:+	265	Adenovirus:Type_1_Strain_Adenoid_71:979:-	13300	
Adenovirus:Type_1_Strain_Adenoid_71:265:+	266	Adenovirus:Type_1_Strain_Adenoid_71:980:-	13350	
Adenovirus:Type_1_Strain_Adenoid_71:266:+	267	Adenovirus:Type_1_Strain_Adenoid_71:981:-	13400	
Adenovirus:Type_1_Strain_Adenoid_71:267:+	268	Adenovirus:Type_1_Strain_Adenoid_71:982:-	13450	
Adenovirus:Type_1_Strain_Adenoid_71:268:+	269	Adenovirus:Type_1_Strain_Adenoid_71:983:-	13500	
Adenovirus:Type_1_Strain_Adenoid_71:269:+	270	Adenovirus:Type_1_Strain_Adenoid_71:984:-	13550	
Adenovirus:Type_1_Strain_Adenoid_71:270:+	271	Adenovirus:Type_1_Strain_Adenoid_71:985:-	13600	
Adenovirus:Type_1_Strain_Adenoid_71:271:+	272	Adenovirus:Type_1_Strain_Adenoid_71:986:-	13650	
Adenovirus:Type_1_Strain_Adenoid_71:272:+	273	Adenovirus:Type_1_Strain_Adenoid_71:987:-	13700	
Adenovirus:Type_1_Strain_Adenoid_71:273:+	274	Adenovirus:Type_1_Strain_Adenoid_71:988:-	13750	
Adenovirus:Type_1_Strain_Adenoid_71:274:+	275	Adenovirus:Type_1_Strain_Adenoid_71:989:-	13800	
Adenovirus:Type_1_Strain_Adenoid_71:275:+	276	Adenovirus:Type_1_Strain_Adenoid_71:990:-	13850	
Adenovirus:Type_1_Strain_Adenoid_71:276:+	277	Adenovirus:Type_1_Strain_Adenoid_71:991:-	13900	
Adenovirus:Type_1_Strain_Adenoid_71:277:+	278	Adenovirus:Type_1_Strain_Adenoid_71:992:-	13950	
Adenovirus:Type_1_Strain_Adenoid_71:278:+	279	Adenovirus:Type_1_Strain_Adenoid_71:993:-	14000	
Adenovirus:Type_1_Strain_Adenoid_71:279:+	280	Adenovirus:Type_1_Strain_Adenoid_71:994:-	14050	
Adenovirus:Type_1_Strain_Adenoid_71:280:+	281	Adenovirus:Type_1_Strain_Adenoid_71:995:-	14100	
Adenovirus:Type_1_Strain_Adenoid_71:281:+	282	Adenovirus:Type_1_Strain_Adenoid_71:996:-	14150	
Adenovirus:Type_1_Strain_Adenoid_71:282:+	283	Adenovirus:Type_1_Strain_Adenoid_71:997:-	14200	
Adenovirus:Type_1_Strain_Adenoid_71:283:+	284	Adenovirus:Type_1_Strain_Adenoid_71:998:-	14250	
Adenovirus:Type_1_Strain_Adenoid_71:284:+	285	Adenovirus:Type_1_Strain_Adenoid_71:999:-	14300	
Adenovirus:Type_1_Strain_Adenoid_71:285:+	286	Adenovirus:Type_1_Strain_Adenoid_71:1000:-	14350	
Adenovirus:Type_1_Strain_Adenoid_71:286:+	287	Adenovirus:Type_1_Strain_Adenoid_71:1001:-	14400	
Adenovirus:Type_1_Strain_Adenoid_71:287:+	288	Adenovirus:Type_1_Strain_Adenoid_71:1002:-	14450	
Adenovirus:Type_1_Strain_Adenoid_71:288:+	289	Adenovirus:Type_1_Strain_Adenoid_71:1003:-	14500	
Adenovirus:Type_1_Strain_Adenoid_71:289:+	290	Adenovirus:Type_1_Strain_Adenoid_71:1004:-	14550	
Adenovirus:Type_1_Strain_Adenoid_71:290:+	291	Adenovirus:Type_1_Strain_Adenoid_71:1005:-	14600	
Adenovirus:Type_1_Strain_Adenoid_71:291:+	292	Adenovirus:Type_1_Strain_Adenoid_71:1006:-	14650	
Adenovirus:Type_1_Strain_Adenoid_71:292:+	293	Adenovirus:Type_1_Strain_Adenoid_71:1007:-	14700	
Adenovirus:Type_1_Strain_Adenoid_71:293:+	294	Adenovirus:Type_1_Strain_Adenoid_71:1008:-	14750	
Adenovirus:Type_1_Strain_Adenoid_71:294:+	295	Adenovirus:Type_1_Strain_Adenoid_71:1009:-	14800	
Adenovirus:Type_1_Strain_Adenoid_71:295:+	296	Adenovirus:Type_1_Strain_Adenoid_71:1010:-	14850	
Adenovirus:Type_1_Strain_Adenoid_71:296:+	297	Adenovirus:Type_1_Strain_Adenoid_71:1011:-	14900	
Adenovirus:Type_1_Strain_Adenoid_71:297:+	298	Adenovirus:Type_1_Strain_Adenoid_71:1012:-	14950	
Adenovirus:Type_1_Strain_Adenoid_71:298:+	299	Adenovirus:Type_1_Strain_Adenoid_71:1013:-	15000	
Adenovirus:Type_1_Strain_Adenoid_71:299:+	300	Adenovirus:Type_1_Strain_Adenoid_71:1014:-	15050	
Adenovirus:Type_1_Strain_Adenoid_71:300:+	301	Adenovirus:Type_1_Strain_Adenoid_71:1015:-	15100	
Adenovirus:Type_1_Strain_Adenoid_71:301:+	302	Adenovirus:Type_1_Strain_Adenoid_71:1016:-	15150	
Adenovirus:Type_1_Strain_Adenoid_71:302:+	303	Adenovirus:Type_1_Strain_Adenoid_71:1017:-	15200	
Adenovirus:Type_1_Strain_Adenoid_71:303:+	304	Adenovirus:Type_1_Strain_Adenoid_71:1018:-	15250	
Adenovirus:Type_1_Strain_Adenoid_71:304:+	305	Adenovirus:Type_1_Strain_Adenoid_71:1019:-	15300	
Adenovirus:Type_1_Strain_Adenoid_71:305:+	306	Adenovirus:Type_1_Strain_Adenoid_71:1020:-	15350	
Adenovirus:Type_1_Strain_Adenoid_71:306:+	307	Adenovirus:Type_1_Strain_Adenoid_71:1021:-	15400	
Adenovirus:Type_1_Strain_Adenoid_71:307:+	308	Adenovirus:Type_1_Strain_Adenoid_71:1022:-	15450	
Adenovirus:Type_1_Strain_Adenoid_71:308:+	309	Adenovirus:Type_1_Strain_Adenoid_71:1023:-	15500	
Adenovirus:Type_1_Strain_Adenoid_71:309:+	310	Adenovirus:Type_1_Strain_Adenoid_71:1024:-	15550	
Adenovirus:Type_1_Strain_Adenoid_71:310:+	311	Adenovirus:Type_1_Strain_Adenoid_71:1025:-	15600	
Adenovirus:Type_1_Strain_Adenoid_71:311:+	312	Adenovirus:Type_1_Strain_Adenoid_71:1026:-	15650	
Adenovirus:Type_1_Strain_Adenoid_71:312:+	313	Adenovirus:Type_1_Strain_Adenoid_71:1027:-	15700	
Adenovirus:Type_1_Strain_Adenoid_71:313:+	314	Adenovirus:Type_1_Strain_Adenoid_71:1028:-	15750	
Adenovirus:Type_1_Strain_Adenoid_71:314:+	315	Adenovirus:Type_1_Strain_Adenoid_71:1029:-	15800	
Adenovirus:Type_1_Strain_Adenoid_71:315:+	316	Adenovirus:Type_1_Strain_Adenoid_71:1030:-	15850	
Adenovirus:Type_1_Strain_Adenoid_71:316:+	317	Adenovirus:Type_1_Strain_Adenoid_71:1031:-	15900	
Adenovirus:Type_1_Strain_Adenoid_71:317:+	318	Adenovirus:Type_1_Strain_Adenoid_71:1032:-	15950	
Adenovirus:Type_1_Strain_Adenoid_71:318:+	319	Adenovirus:Type_1_Strain_Adenoid_71:1033:-	16000	
Adenovirus:Type_1_Strain_Adenoid_71:319:+	320	Adenovirus:Type_1_Strain_Adenoid_71:1034:-	16050	
Adenovirus:Type_1_Strain_Adenoid_71:320:+	321	Adenovirus:Type_1_Strain_Adenoid_71:1035:-	16100	
Adenovirus:Type_1_Strain_Adenoid_71:321:+	322	Adenovirus:Type_1_Strain_Adenoid_71:1036:-	16150	
Adenovirus:Type_1_Strain_Adenoid_71:322:+	323	Adenovirus:Type_1_Strain_Adenoid_71:1037:-	16200	
Adenovirus:Type_1_Strain_Adenoid_71:323:+	324	Adenovirus:Type_1_Strain_Adenoid_71:1038:-	16250	
Adenovirus:Type_1_Strain_Adenoid_71:324:+	325	Adenovirus:Type_1_Strain_Adenoid_71:1039:-	16300	
Adenovirus:Type_1_Strain_Adenoid_71:325:+	326	Adenovirus:Type_1_Strain_Adenoid_71:1040:-	16350	
Adenovirus:Type_1_Strain_Adenoid_71:326:+	327	Adenovirus:Type_1_Strain_Adenoid_71:1041:-	16400	
Adenovirus:Type_1_Strain_Adenoid_71:327:+	328	Adenovirus:Type_1_Strain_Adenoid_71:1042:-	16450	
Adenovirus:Type_1_Strain_Adenoid_71:328:+	329	Adenovirus:Type_1_Strain_Adenoid_71:1043:-	16500	
Adenovirus:Type_1_Strain_Adenoid_71:329:+	330	Adenovirus:Type_1_Strain_Adenoid_71:1044:-	16550	
Adenovirus:Type_1_Strain_Adenoid_71:330:+	331	Adenovirus:Type_1_Strain_Adenoid_71:1045:-	16600	
Adenovirus:Type_1_Strain_Adenoid_71:331:+	332	Adenovirus:Type_1_Strain_Adenoid_71:1046:-	16650	
Adenovirus:Type_1_Strain_Adenoid_71:332:+	333	Adenovirus:Type_1_Strain_Adenoid_71:1047:-	16700	
Adenovirus:Type_1_Strain_Adenoid_71:333:+	334	Adenovirus:Type_1_Strain_Adenoid_71:1048:-	16750	
Adenovirus:Type_1_Strain_Adenoid_71:334:+	335	Adenovirus:Type_1_Strain_Adenoid_71:1049:-	16800	
Adenovirus:Type_1_Strain_Adenoid_71:335:+	336	Adenovirus:Type_1_Strain_Adenoid_71:1050:-	16850	
Adenovirus:Type_1_Strain_Adenoid_71:336:+	337	Adenovirus:Type_1_Strain_Adenoid_71:1051:-	16900	
Adenovirus:Type_1_Strain_Adenoid_71:337:+	338	Adenovirus:Type_1_Strain_Adenoid_71:1052:-	16950	
Adenovirus:Type_1_Strain_Adenoid_71:338:+	339	Adenovirus:Type_1_Strain_Adenoid_71:1053:-	17000	
Adenovirus:Type_1_Strain_Adenoid_71:339:+	340	Adenovirus:Type_1_Strain_Adenoid_71:1054:-	17050	
Adenovirus:Type_1_Strain_Adenoid_71:340:+	341	Adenovirus:Type_1_Strain_Adenoid_71:1055:-	17100	
Adenovirus:Type_1_Strain_Adenoid_71:341:+	342	Adenovirus:Type_1_Strain_Adenoid_71:1056:-	17150	
Adenovirus:Type_1_Strain_Adenoid_71:342:+	343	Adenovirus:Type_1_Strain_Adenoid_71:1057:-	17200	
Adenovirus:Type_1_Strain_Adenoid_71:343:+	344	Adenovirus:Type_1_Strain_Adenoid_71:1058:-	17250	
Adenovirus:Type_1_Strain_Adenoid_71:344:+	345	Adenovirus:Type_1_Strain_Adenoid_71:1059:-	17300	
Adenovirus:Type_1_Strain_Adenoid_71:345:+	346	Adenovirus:Type_1_Strain_Adenoid_71:1060:-	17350	
Adenovirus:Type_1_Strain_Adenoid_71:346:+	347	Adenovirus:Type_1_Strain_Adenoid_71:1061:-	17400	
Adenovirus:Type_1_Strain_Adenoid_71:347:+	348	Adenovirus:Type_1_Strain_Adenoid_71:1062:-	17450	
Adenovirus:Type_1_Strain_Adenoid_71:348:+	349	Adenovirus:Type_1_Strain_Adenoid_71:1063:-	17500	
Adenovirus:Type_1_Strain_Adenoid_71:349:+	350	Adenovirus:Type_1_Strain_Adenoid_71:1064:-	17550	
Adenovirus:Type_1_Strain_Adenoid_71:350:+	351	Adenovirus:Type_1_Strain_Adenoid_71:1065:-	17600	
Adenovirus:Type_1_Strain_Adenoid_71:351:+	352	Adenovirus:Type_1_Strain_Adenoid_71:1066:-	17650	
Adenovirus:Type_1_Strain_Adenoid_71:352:+	353	Adenovirus:Type_1_Strain_Adenoid_71:1067:-	17700	
Adenovirus:Type_1_Strain_Adenoid_71:353:+	354	Adenovirus:Type_1_Strain_Adenoid_71:1068:-	17750	
Adenovirus:Type_1_Strain_Adenoid_71:354:+	355	Adenovirus:Type_1_Strain_Adenoid_71:1069:-	17800	
Adenovirus:Type_1_Strain_Adenoid_71:355:+	356	Adenovirus:Type_1_Strain_Adenoid_71:1070:-	17850	
Adenovirus:Type_1_Strain_Adenoid_71:356:+	357	Adenovirus:Type_1_Strain_Adenoid_71:1071:-	17900	
Adenovirus:Type_1_Strain_Adenoid_71:357:+	358	Adenovirus:Type_1_Strain_Adenoid_71:1072:-	17950	
Adenovirus:Type_1_Strain_Adenoid_71:358:+	359	Adenovirus:Type_1_Strain_Adenoid_71:1073:-	18000	
Adenovirus:Type_1_Strain_Adenoid_71:359:+	360	Adenovirus:Type_1_Strain_Adenoid_71:1074:-	18050	
Adenovirus:Type_1_Strain_Adenoid_71:360:+	361	Adenovirus:Type_1_Strain_Adenoid_71:1075:-	18100	
Adenovirus:Type_1_Strain_Adenoid_71:361:+	362	Adenovirus:Type_1_Strain_Adenoid_71:1076:-	18150	
Adenovirus:Type_1_Strain_Adenoid_71:362:+	363	Adenovirus:Type_1_Strain_Adenoid_71:1077:-	18200	
Adenovirus:Type_1_Strain_Adenoid_71:363:+	364	Adenovirus:Type_1_Strain_Adenoid_71:1078:-	18250	
Adenovirus:Type_1_Strain_Adenoid_71:364:+	365	Adenovirus:Type_1_Strain_Adenoid_71:1079:-	18300	
Adenovirus:Type_1_Strain_Adenoid_71:365:+	366	Adenovirus:Type_1_Strain_Adenoid_71:1080:-	18350	
Adenovirus:Type_1_Strain_Adenoid_71:366:+	367	Adenovirus:Type_1_Strain_Adenoid_71:1081:-	18400	
Adenovirus:Type_1_Strain_Adenoid_71:367:+	368	Adenovirus:Type_1_Strain_Adenoid_71:1082:-	18450	
Adenovirus:Type_1_Strain_Adenoid_71:368:+	369	Adenovirus:Type_1_Strain_Adenoid_71:1083:-	18500	
Adenovirus:Type_1_Strain_Adenoid_71:369:+	370	Adenovirus:Type_1_Strain_Adenoid_71:1084:-	18550	
Adenovirus:Type_1_Strain_Adenoid_71:370:+	371	Adenovirus:Type_1_Strain_Adenoid_71:1085:-	18600	
Adenovirus:Type_1_Strain_Adenoid_71:371:+	372	Adenovirus:Type_1_Strain_Adenoid_71:1086:-	18650	
Adenovirus:Type_1_Strain_Adenoid_71:372:+	373	Adenovirus:Type_1_Strain_Adenoid_71:1087:-	18700	
Adenovirus:Type_1_Strain_Adenoid_71:373:+	374	Adenovirus:Type_1_Strain_Adenoid_71:1088:-	18750	
Adenovirus:Type_1_Strain_Adenoid_71:374:+	375	Adenovirus:Type_1_Strain_Adenoid_71:1089:-	18800	
Adenovirus:Type_1_Strain_Adenoid_71:375:+	376	Adenovirus:Type_1_Strain_Adenoid_71:1090:-	18850	
Adenovirus:Type_1_Strain_Adenoid_71:376:+	377	Adenovirus:Type_1_Strain_Adenoid_71:1091:-	18900	
Adenovirus:Type_1_Strain_Adenoid_71:377:+	378	Adenovirus:Type_1_Strain_Adenoid_71:1092:-	18950	
Adenovirus:Type_1_Strain_Adenoid_71:378:+	379	Adenovirus:Type_1_Strain_Adenoid_71:1093:-	19000	
Adenovirus:Type_1_Strain_Adenoid_71:379:+	380	Adenovirus:Type_1_Strain_Adenoid_71:1094:-	19050	
Adenovirus:Type_1_Strain_Adenoid_71:380:+	381	Adenovirus:Type_1_Strain_Adenoid_71:1095:-	19100	
Adenovirus:Type_1_Strain_Adenoid_71:381:+	382	Adenovirus:Type_1_Strain_Adenoid_71:1096:-	19150	
Adenovirus:Type_1_Strain_Adenoid_71:382:+	383	Adenovirus:Type_1_Strain_Adenoid_71:1097:-	19200	
Adenovirus:Type_1_Strain_Adenoid_71:383:+	384	Adenovirus:Type_1_Strain_Adenoid_71:1098:-	19250	
Adenovirus:Type_1_Strain_Adenoid_71:384:+	385	Adenovirus:Type_1_Strain_Adenoid_71:1099:-	19300	
Adenovirus:Type_1_Strain_Adenoid_71:385:+	386	Adenovirus:Type_1_Strain_Adenoid_71:1100:-	19350	
Adenovirus:Type_1_Strain_Adenoid_71:386:+	387	Adenovirus:Type_1_Strain_Adenoid_71:1101:-	19400	
Adenovirus:Type_1_Strain_Adenoid_71:387:+	388	Adenovirus:Type_1_Strain_Adenoid_71:1102:-	19450	
Adenovirus:Type_1_Strain_Adenoid_71:388:+	389	Adenovirus:Type_1_Strain_Adenoid_71:1103:-	19500	
Adenovirus:Type_1_Strain_Adenoid_71:389:+	390	Adenovirus:Type_1_Strain_Adenoid_71:1104:-	19550	
Adenovirus:Type_1_Strain_Adenoid_71:390:+	391	Adenovirus:Type_1_Strain_Adenoid_71:1105:-	19600	
Adenovirus:Type_1_Strain_Adenoid_71:391:+	392	Adenovirus:Type_1_Strain_Adenoid_71:1106:-	19650	
Adenovirus:Type_1_Strain_Adenoid_71:392:+	393	Adenovirus:Type_1_Strain_Adenoid_71:1107:-	19700	
Adenovirus:Type_1_Strain_Adenoid_71:393:+	394	Adenovirus:Type_1_Strain_Adenoid_71:1108:-	19750	
Adenovirus:Type_1_Strain_Adenoid_71:394:+	395	Adenovirus:Type_1_Strain_Adenoid_71:1109:-	19800	
Adenovirus:Type_1_Strain_Adenoid_71:395:+	396	Adenovirus:Type_1_Strain_Adenoid_71:1110:-	19850	
Adenovirus:Type_1_Strain_Adenoid_71:396:+	397	Adenovirus:Type_1_Strain_Adenoid_71:1111:-	19900	
Adenovirus:Type_1_Strain_Adenoid_71:397:+	398	Adenovirus:Type_1_Strain_Adenoid_71:1112:-	19950	
Adenovirus:Type_1_Strain_Adenoid_71:398:+	399	Adenovirus:Type_1_Strain_Adenoid_71:1113:-	20000	
Adenovirus:Type_1_Strain_Adenoid_71:399:+	400	Adenovirus:Type_1_Strain_Adenoid_71:1114:-	20050	
Adenovirus:Type_1_Strain_Adenoid_71:400:+	401	Adenovirus:Type_1_Strain_Adenoid_71:1115:-	20100	
Adenovirus:Type_1_Strain_Adenoid_71:401:+	402	Adenovirus:Type_1_Strain_Adenoid_71:1116:-	20150	
Adenovirus:Type_1_Strain_Adenoid_71:402:+	403	Adenovirus:Type_1_Strain_Adenoid_71:1117:-	20200	
Adenovirus:Type_1_Strain_Adenoid_71:403:+	404	Adenovirus:Type_1_Strain_Adenoid_71:1118:-	20250	
Adenovirus:Type_1_Strain_Adenoid_71:404:+	405	Adenovirus:Type_1_Strain_Adenoid_71:1119:-	20300	
Adenovirus:Type_1_Strain_Adenoid_71:405:+	406	Adenovirus:Type_1_Strain_Adenoid_71:1120:-	20350	
Adenovirus:Type_1_Strain_Adenoid_71:406:+	407	Adenovirus:Type_1_Strain_Adenoid_71:1121:-	20400	
Adenovirus:Type_1_Strain_Adenoid_71:407:+	408	Adenovirus:Type_1_Strain_Adenoid_71:1122:-	20450	
Adenovirus:Type_1_Strain_Adenoid_71:408:+	409	Adenovirus:Type_1_Strain_Adenoid_71:1123:-	20500	
Adenovirus:Type_1_Strain_Adenoid_71:409:+	410	Adenovirus:Type_1_Strain_Adenoid_71:1124:-	20550	
Adenovirus:Type_1_Strain_Adenoid_71:410:+	411	Adenovirus:Type_1_Strain_Adenoid_71:1125:-	20600	
Adenovirus:Type_1_Strain_Adenoid_71:411:+	412	Adenovirus:Type_1_Strain_Adenoid_71:1126:-	20650	
Adenovirus:Type_1_Strain_Adenoid_71:412:+	413	Adenovirus:Type_1_Strain_Adenoid_71:1127:-	20700	
Adenovirus:Type_1_Strain_Adenoid_71:413:+	414	Adenovirus:Type_1_Strain_Adenoid_71:1128:-	20750	
Adenovirus:Type_1_Strain_Adenoid_71:414:+	415	Adenovirus:Type_1_Strain_Adenoid_71:1129:-	20800	
Adenovirus:Type_1_Strain_Adenoid_71:415:+	416	Adenovirus:Type_1_Strain_Adenoid_71:1130:-	20850	
Adenovirus:Type_1_Strain_Adenoid_71:416:+	417	Adenovirus:Type_1_Strain_Adenoid_71:1131:-	20900	
Adenovirus:Type_1_Strain_Adenoid_71:417:+	418	Adenovirus:Type_1_Strain_Adenoid_71:1132:-	20950	
Adenovirus:Type_1_Strain_Adenoid_71:418:+	419	Adenovirus:Type_1_Strain_Adenoid_71:1133:-	21000	
Adenovirus:Type_1_Strain_Adenoid_71:419:+	420	Adenovirus:Type_1_Strain_Adenoid_71:1134:-	21050	
Adenovirus:Type_1_Strain_Adenoid_71:420:+	421	Adenovirus:Type_1_Strain_Adenoid_71:1135:-	21100	
Adenovirus:Type_1_Strain_Adenoid_71:421:+	422	Adenovirus:Type_1_Strain_Adenoid_71:1136:-	21150	
Adenovirus:Type_1_Strain_Adenoid_71:422:+	423	Adenovirus:Type_1_Strain_Adenoid_71:1137:-	21200	
Adenovirus:Type_1_Strain_Adenoid_71:423:+	424	Adenovirus:Type_1_Strain_Adenoid_71:1138:-	21250	
Adenovirus:Type_1_Strain_Adenoid_71:424:+	425	Adenovirus:Type_1_Strain_Adenoid_71:1139:-	21300	
Adenovirus:Type_1_Strain_Adenoid_71:425:+	426	Adenovirus:Type_1_Strain_Adenoid_71:1140:-	21350	
Adenovirus:Type_1_Strain_Adenoid_71:426:+	427	Adenovirus:Type_1_Strain_Adenoid_71:1141:-	21400	
Adenovirus:Type_1_Strain_Adenoid_71:427:+	428	Adenovirus:Type_1_Strain_Adenoid_71:1142:-	21450	
Adenovirus:Type_1_Strain_Adenoid_71:428:+	429	Adenovirus:Type_1_Strain_Adenoid_71:1143:-	21500	
Adenovirus:Type_1_Strain_Adenoid_71:429:+	430	Adenovirus:Type_1_Strain_Adenoid_71:1144:-	21550	
Adenovirus:Type_1_Strain_Adenoid_71:430:+	431	Adenovirus:Type_1_Strain_Adenoid_71:1145:-	21600	
Adenovirus:Type_1_Strain_Adenoid_71:431:+	432	Adenovirus:Type_1_Strain_Adenoid_71:1146:-	21650	
Adenovirus:Type_1_Strain_Adenoid_71:432:+	433	Adenovirus:Type_1_Strain_Adenoid_71:1147:-	21700	
Adenovirus:Type_1_Strain_Adenoid_71:433:+	434	Adenovirus:Type_1_Strain_Adenoid_71:1148:-	21750	
Adenovirus:Type_1_Strain_Adenoid_71:434:+	435	Adenovirus:Type_1_Strain_Adenoid_71:1149:-	21800	
Adenovirus:Type_1_Strain_Adenoid_71:435:+	436	Adenovirus:Type_1_Strain_Adenoid_71:1150:-	21850	
Adenovirus:Type_1_Strain_Adenoid_71:436:+	437	Adenovirus:Type_1_Strain_Adenoid_71:1151:-	21900	
Adenovirus:Type_1_Strain_Adenoid_71:437:+	438	Adenovirus:Type_1_Strain_Adenoid_71:1152:-	21950	
Adenovirus:Type_1_Strain_Adenoid_71:438:+	439	Adenovirus:Type_1_Strain_Adenoid_71:1153:-	22000	
Adenovirus:Type_1_Strain_Adenoid_71:439:+	440	Adenovirus:Type_1_Strain_Adenoid_71:1154:-	22050	
Adenovirus:Type_1_Strain_Adenoid_71:440:+	441	Adenovirus:Type_1_Strain_Adenoid_71:1155:-	22100	
Adenovirus:Type_1_Strain_Adenoid_71:441:+	442	Adenovirus:Type_1_Strain_Adenoid_71:1156:-	22150	
Adenovirus:Type_1_Strain_Adenoid_71:442:+	443	Adenovirus:Type_1_Strain_Adenoid_71:1157:-	22200	
Adenovirus:Type_1_Strain_Adenoid_71:443:+	444	Adenovirus:Type_1_Strain_Adenoid_71:1158:-	22250	
Adenovirus:Type_1_Strain_Adenoid_71:444:+	445	Adenovirus:Type_1_Strain_Adenoid_71:1159:-	22300	
Adenovirus:Type_1_Strain_Adenoid_71:445:+	446	Adenovirus:Type_1_Strain_Adenoid_71:1160:-	22350	
Adenovirus:Type_1_Strain_Adenoid_71:446:+	447	Adenovirus:Type_1_Strain_Adenoid_71:1161:-	22400	
